,epochs,baseline,std_baseline,hybrid_self_transfer,std_hybrid_self_transfer,self_transfer_full_fine_tuning,std_self_transfer_full_fine_tuning
108,108,0.9777777777777779,0.00888888888888889,0.9644444444444444,0.0,0.9566666666666667,0.0011111111111110628
109,109,0.9766666666666666,0.0011111111111111183,0.9711111111111111,0.0,0.9544444444444444,0.0033333333333332993
110,110,0.9777777777777779,0.0044444444444444176,0.9755555555555555,0.0,0.9588888888888889,0.0011111111111111183
111,111,0.9777777777777777,0.0022222222222222365,0.9711111111111111,0.0,0.9611111111111111,0.005555555555555536
112,112,0.9744444444444444,0.0011111111111110628,0.9733333333333334,0.0,0.9566666666666667,0.0033333333333332993
113,113,0.9766666666666666,0.0011111111111111183,0.9755555555555555,0.0,0.9522222222222222,0.005555555555555536
114,114,0.9677777777777778,0.0011111111111111183,0.9755555555555555,0.0,0.9466666666666667,0.011111111111111072
115,115,0.9666666666666667,0.004444444444444473,0.9822222222222222,0.0,0.9422222222222223,0.00888888888888889
116,116,0.9655555555555555,0.005555555555555591,0.9866666666666667,0.0,0.951111111111111,0.006666666666666654
117,117,0.9644444444444444,0.004444444444444473,0.9866666666666667,0.0,0.95,0.0011111111111111183
118,118,0.9722222222222223,0.0011111111111111183,0.9888888888888889,0.0,0.9522222222222223,0.003333333333333355
119,119,0.9733333333333334,0.0044444444444444176,0.9844444444444445,0.0,0.9544444444444444,0.005555555555555536
120,120,0.9755555555555555,0.00888888888888889,0.9844444444444445,0.0,0.9588888888888889,0.005555555555555536
121,121,0.9722222222222222,0.012222222222222245,0.9777777777777777,0.0,0.9533333333333334,0.0044444444444444176
122,122,0.97,0.007777777777777772,0.9844444444444445,0.0,0.9522222222222222,0.005555555555555536
123,123,0.9666666666666667,0.0,0.98,0.0,0.9633333333333334,0.003333333333333355
124,124,0.9677777777777778,0.005555555555555591,0.9777777777777777,0.0,0.9544444444444444,0.0011111111111111183
125,125,0.97,0.012222222222222245,0.9822222222222222,0.0,0.9544444444444444,0.0033333333333332993
126,126,0.97,0.007777777777777772,0.98,0.0,0.9588888888888889,0.0011111111111111183
127,127,0.97,0.005555555555555536,0.9755555555555555,0.0,0.96,0.0
128,128,0.9733333333333334,0.0044444444444444176,0.98,0.0,0.9566666666666667,0.007777777777777772
129,129,0.9733333333333334,0.002222222222222181,0.98,0.0,0.951111111111111,0.006666666666666654
130,130,0.9733333333333334,0.0044444444444444176,0.9733333333333334,0.0,0.9444444444444444,0.006666666666666654
131,131,0.9744444444444444,0.005555555555555536,0.9577777777777777,0.0,0.9411111111111111,0.007777777777777772
132,132,0.9733333333333334,0.00888888888888889,0.9644444444444444,0.0,0.9433333333333334,0.005555555555555536
133,133,0.9733333333333334,0.00888888888888889,0.9644444444444444,0.0,0.9477777777777778,0.0011111111111111183
134,134,0.97,0.005555555555555536,0.9577777777777777,0.0,0.9455555555555556,0.007777777777777772
135,135,0.9677777777777778,0.0011111111111111183,0.9644444444444444,0.0,0.9488888888888889,0.013333333333333308
136,136,0.9655555555555555,0.0011111111111111183,0.9666666666666667,0.0,0.9488888888888889,0.00888888888888889
137,137,0.9722222222222222,0.005555555555555536,0.9644444444444444,0.0,0.9433333333333334,0.010000000000000009
138,138,0.9733333333333334,0.006666666666666654,0.9666666666666667,0.0,0.9422222222222223,0.0044444444444444176
139,139,0.9744444444444444,0.0033333333333332993,0.9822222222222222,0.0,0.9433333333333334,0.014444444444444426
140,140,0.981111111111111,0.0011111111111111183,0.98,0.0,0.9411111111111111,0.02111111111111108
141,141,0.9788888888888889,0.0011111111111111183,0.9822222222222222,0.0,0.9466666666666667,0.013333333333333308
142,142,0.9755555555555555,0.006666666666666654,0.9822222222222222,0.0,0.95,0.01222222222222219
143,143,0.98,0.006666666666666654,0.9888888888888889,0.0,0.9466666666666667,0.004444444444444473
144,144,0.98,0.004444444444444473,0.9866666666666667,0.0,0.9455555555555555,0.003333333333333355
145,145,0.9822222222222222,0.0022222222222222365,0.98,0.0,0.9377777777777778,0.002222222222222181
146,146,0.9822222222222222,0.0022222222222222365,0.9822222222222222,0.0,0.9366666666666666,0.0033333333333332993
147,147,0.9888888888888889,0.0,0.9777777777777777,0.0,0.9322222222222223,0.0011111111111111183
148,148,0.9822222222222222,0.0,0.9711111111111111,0.0,0.9333333333333333,0.004444444444444473
149,149,0.9755555555555555,0.0044444444444444176,0.98,0.0,0.9433333333333334,0.007777777777777772
150,150,0.971111111111111,0.0044444444444444176,0.9866666666666667,0.0,0.9477777777777778,0.0011111111111111183
151,151,0.9633333333333334,0.005555555555555591,0.9911111111111112,0.0,0.9522222222222223,0.0011111111111111183
152,152,0.961111111111111,0.003333333333333355,0.9911111111111112,0.0,0.9633333333333334,0.0011111111111111183
153,153,0.9666666666666667,0.004444444444444473,0.9933333333333333,0.0,0.9611111111111111,0.005555555555555536
154,154,0.9655555555555555,0.0011111111111111183,0.9911111111111112,0.0,0.9588888888888889,0.0011111111111111183
155,155,0.9722222222222223,0.0011111111111111183,0.9755555555555555,0.0,0.9633333333333334,0.003333333333333355
156,156,0.9744444444444444,0.0011111111111110628,0.9666666666666667,0.0,0.9566666666666667,0.005555555555555536
157,157,0.97,0.003333333333333355,0.9666666666666667,0.0,0.9477777777777778,0.005555555555555591
158,158,0.9766666666666666,0.0011111111111111183,0.9644444444444444,0.0,0.9411111111111111,0.014444444444444482
159,159,0.9777777777777779,0.0044444444444444176,0.9666666666666667,0.0,0.9355555555555556,0.01777777777777778
160,160,0.9833333333333334,0.003333333333333355,0.9733333333333334,0.0,0.94,0.024444444444444435
161,161,0.9766666666666666,0.0011111111111111183,0.9733333333333334,0.0,0.9466666666666667,0.020000000000000018
162,162,0.9788888888888889,0.003333333333333355,0.9688888888888889,0.0,0.9511111111111111,0.013333333333333308
163,163,0.9788888888888889,0.007777777777777772,0.9666666666666667,0.0,0.9544444444444444,0.0011111111111111183
164,164,0.9788888888888889,0.007777777777777772,0.9711111111111111,0.0,0.961111111111111,0.0011111111111111183
165,165,0.9822222222222222,0.011111111111111072,0.98,0.0,0.9566666666666667,0.0011111111111110628
166,166,0.9822222222222222,0.00666666666666671,0.9711111111111111,0.0,0.96,0.0044444444444444176
167,167,0.9766666666666666,0.0011111111111111183,0.9733333333333334,0.0,0.9566666666666667,0.010000000000000009
168,168,0.97,0.003333333333333355,0.9666666666666667,0.0,0.95,0.01222222222222219
169,169,0.9655555555555555,0.0011111111111111183,0.96,0.0,0.9555555555555555,0.013333333333333364
170,170,0.9655555555555555,0.0011111111111111183,0.9711111111111111,0.0,0.9433333333333334,0.012222222222222245
171,171,0.97,0.003333333333333355,0.9666666666666667,0.0,0.9455555555555556,0.010000000000000009
172,172,0.9766666666666667,0.005555555555555536,0.9755555555555555,0.0,0.9422222222222222,0.0022222222222222365
173,173,0.9788888888888889,0.003333333333333355,0.9844444444444445,0.0,0.9444444444444444,0.0
174,174,0.9755555555555555,0.002222222222222181,0.9866666666666667,0.0,0.9422222222222222,0.0
175,175,0.9777777777777777,0.0022222222222222365,0.9866666666666667,0.0,0.9477777777777778,0.009999999999999953
176,176,0.9755555555555555,0.0,0.9822222222222222,0.0,0.95,0.007777777777777772
177,177,0.9733333333333334,0.0,0.9755555555555555,0.0,0.95,0.0011111111111111183
178,178,0.9711111111111111,0.0022222222222222365,0.9644444444444444,0.0,0.9522222222222223,0.003333333333333355
179,179,0.9733333333333334,0.00888888888888889,0.9644444444444444,0.0,0.9511111111111111,0.0022222222222222365
180,180,0.971111111111111,0.00888888888888889,0.9666666666666667,0.0,0.9433333333333334,0.007777777777777772
181,181,0.9722222222222222,0.005555555555555536,0.9688888888888889,0.0,0.94,0.0
182,182,0.9755555555555555,0.0044444444444444176,0.9711111111111111,0.0,0.9477777777777778,0.003333333333333355
183,183,0.9744444444444444,0.0011111111111110628,0.9733333333333334,0.0,0.95,0.003333333333333355
184,184,0.9666666666666666,0.00888888888888889,0.9644444444444444,0.0,0.9566666666666667,0.0011111111111110628
185,185,0.9744444444444444,0.007777777777777772,0.9622222222222222,0.0,0.9466666666666667,0.004444444444444473
186,186,0.9688888888888889,0.0022222222222222365,0.9711111111111111,0.0,0.9444444444444444,0.0022222222222222365
187,187,0.9711111111111111,0.0022222222222222365,0.9688888888888889,0.0,0.9422222222222223,0.0044444444444444176
188,188,0.9722222222222222,0.010000000000000009,0.9777777777777777,0.0,0.9422222222222222,0.0022222222222222365
189,189,0.97,0.014444444444444426,0.9777777777777777,0.0,0.9455555555555555,0.0011111111111111183
190,190,0.9655555555555555,0.014444444444444426,0.9822222222222222,0.0,0.95,0.005555555555555591
191,191,0.9633333333333334,0.01222222222222219,0.9822222222222222,0.0,0.9444444444444444,0.0022222222222222365
192,192,0.9622222222222223,0.011111111111111127,0.9844444444444445,0.0,0.9388888888888889,0.005555555555555536
193,193,0.9677777777777778,0.0011111111111111183,0.9844444444444445,0.0,0.9333333333333333,0.0
194,194,0.9677777777777778,0.0011111111111111183,0.98,0.0,0.9355555555555555,0.0044444444444444176
195,195,0.97,0.005555555555555536,0.9777777777777777,0.0,0.9422222222222222,0.0022222222222222365
196,196,0.9688888888888889,0.006666666666666654,0.9688888888888889,0.0,0.9422222222222223,0.006666666666666654
197,197,0.9644444444444444,0.00888888888888889,0.9622222222222222,0.0,0.9344444444444444,0.005555555555555536
198,198,0.9677777777777777,0.007777777777777772,0.9555555555555556,0.0,0.9333333333333333,0.0022222222222222365
199,199,0.97,0.007777777777777772,0.9622222222222222,0.0,0.9311111111111111,0.0022222222222222365
200,200,0.9711111111111111,0.0022222222222222365,0.9577777777777777,0.0,0.9344444444444444,0.005555555555555536
201,201,0.9755555555555555,0.0,0.9688888888888889,0.0,0.9433333333333334,0.007777777777777772
202,202,0.9744444444444444,0.0011111111111110628,0.9711111111111111,0.0,0.9544444444444444,0.0011111111111111183
203,203,0.9755555555555555,0.0,0.9666666666666667,0.0,0.9533333333333334,0.0044444444444444176
204,204,0.98,0.0022222222222222365,0.9711111111111111,0.0,0.9477777777777778,0.005555555555555591
205,205,0.9777777777777777,0.0022222222222222365,0.96,0.0,0.94,0.0044444444444444176
206,206,0.9788888888888889,0.003333333333333355,0.9555555555555556,0.0,0.94,0.011111111111111127
207,207,0.9755555555555555,0.006666666666666654,0.9555555555555556,0.0,0.9344444444444444,0.003333333333333355
208,208,0.9733333333333334,0.0,0.9555555555555556,0.0,0.9355555555555555,0.011111111111111127
209,209,0.9722222222222222,0.0033333333333332993,0.9622222222222222,0.0,0.9366666666666666,0.007777777777777772
210,210,0.9777777777777779,0.006666666666666654,0.9688888888888889,0.0,0.94,0.011111111111111127
211,211,0.9788888888888889,0.003333333333333355,0.98,0.0,0.9411111111111111,0.005555555555555536
212,212,0.9833333333333334,0.003333333333333355,0.9822222222222222,0.0,0.9455555555555555,0.005555555555555591
213,213,0.9788888888888889,0.0011111111111111183,0.98,0.0,0.9533333333333334,0.0022222222222222365
214,214,0.9766666666666667,0.0033333333333332993,0.9777777777777777,0.0,0.96,0.0022222222222222365
215,215,0.9722222222222222,0.007777777777777772,0.9755555555555555,0.0,0.9511111111111111,0.004444444444444473
216,216,0.9688888888888889,0.004444444444444473,0.9688888888888889,0.0,0.95,0.003333333333333355
217,217,0.9688888888888889,0.006666666666666654,0.9688888888888889,0.0,0.9422222222222222,0.0
218,218,0.9677777777777778,0.003333333333333355,0.9644444444444444,0.0,0.9344444444444444,0.0011111111111111183
219,219,0.9644444444444444,0.0022222222222222365,0.96,0.0,0.9366666666666666,0.010000000000000009
220,220,0.9677777777777778,0.003333333333333355,0.9622222222222222,0.0,0.9422222222222223,0.006666666666666654
221,221,0.9711111111111111,0.0022222222222222365,0.9733333333333334,0.0,0.9444444444444444,0.0022222222222222365
222,222,0.9633333333333334,0.0011111111111111183,0.9711111111111111,0.0,0.9455555555555555,0.003333333333333355
223,223,0.9722222222222222,0.0033333333333332993,0.9733333333333334,0.0,0.9455555555555556,0.007777777777777772
224,224,0.9666666666666667,0.0,0.9733333333333334,0.0,0.9477777777777778,0.0011111111111111183
225,225,0.9655555555555555,0.0011111111111111183,0.9755555555555555,0.0,0.9444444444444444,0.006666666666666654
226,226,0.9655555555555555,0.003333333333333355,0.9777777777777777,0.0,0.9488888888888889,0.004444444444444473
227,227,0.9722222222222223,0.0011111111111111183,0.9777777777777777,0.0,0.9477777777777778,0.01222222222222219
228,228,0.9755555555555555,0.002222222222222181,0.9777777777777777,0.0,0.9444444444444444,0.01777777777777778
229,229,0.9766666666666666,0.0011111111111111183,0.9733333333333334,0.0,0.9466666666666667,0.004444444444444473
230,230,0.9744444444444444,0.0011111111111110628,0.9733333333333334,0.0,0.9444444444444444,0.0
231,231,0.9733333333333334,0.002222222222222181,0.9822222222222222,0.0,0.9466666666666667,0.0022222222222222365
232,232,0.9688888888888889,0.004444444444444473,0.98,0.0,0.951111111111111,0.006666666666666654
233,233,0.9666666666666667,0.004444444444444473,0.9777777777777777,0.0,0.9522222222222223,0.003333333333333355
234,234,0.9666666666666667,0.00666666666666671,0.9844444444444445,0.0,0.9522222222222223,0.014444444444444426
235,235,0.9677777777777778,0.0011111111111111183,0.9777777777777777,0.0,0.95,0.007777777777777772
236,236,0.9666666666666667,0.0022222222222222365,0.9777777777777777,0.0,0.94,0.00888888888888889
237,237,0.971111111111111,0.006666666666666654,0.9755555555555555,0.0,0.94,0.0044444444444444176
238,238,0.9688888888888889,0.006666666666666654,0.9755555555555555,0.0,0.9377777777777778,0.0
239,239,0.9755555555555555,0.0044444444444444176,0.9755555555555555,0.0,0.9322222222222223,0.0011111111111111183
240,240,0.9722222222222223,0.0011111111111111183,0.9755555555555555,0.0,0.9311111111111111,0.0022222222222222365
241,241,0.9755555555555555,0.0044444444444444176,0.9733333333333334,0.0,0.9388888888888889,0.007777777777777772
242,242,0.9722222222222223,0.0011111111111111183,0.9688888888888889,0.0,0.9355555555555556,0.0022222222222222365
243,243,0.9777777777777779,0.006666666666666654,0.9733333333333334,0.0,0.9433333333333334,0.005555555555555536
244,244,0.9744444444444444,0.007777777777777772,0.9666666666666667,0.0,0.9388888888888889,0.0033333333333332993
245,245,0.9788888888888889,0.005555555555555536,0.9688888888888889,0.0,0.94,0.0044444444444444176
