episodes,DQV,DQV-Max,DQN,DDQN,Upside-Down
55,-20.6143679291,-20.9998399052,-20.515519045,-20.6760361924,-20
56,-20.566108618,-20.9994635867,-20.5373864918,-20.6650727451,-20
57,-20.5171270234,-20.9984426278,-20.5503395808,-20.6298896269,-21
58,-20.4770998954,-20.9959441763,-20.5494336211,-20.5654565344,-21
59,-20.4555907374,-20.9904758482,-20.5349043325,-20.4766379053,-21
60,-20.4589388731,-20.9799207144,-20.5108471867,-20.3782628113,-21
61,-20.4877204538,-20.9618754176,-20.483560636,-20.2908310721,-21
62,-20.5363157628,-20.9345952931,-20.4603037493,-20.2329776307,-20
63,-20.5947887656,-20.8982233736,-20.4481852227,-20.2140664151,-19
64,-20.6513512773,-20.8555382538,-20.4526213358,-20.2313656669,-19
65,-20.694536235,-20.8115044774,-20.4750376534,-20.2734634294,-20
66,-20.7146483913,-20.7715692646,-20.5109979855,-20.3277993122,-21
67,-20.7053721976,-20.7398913576,-20.5505735624,-20.3866451848,-20
68,-20.6653971187,-20.7184014117,-20.5813604797,-20.4474796489,-21
69,-20.5991352431,-20.7077489527,-20.5933064811,-20.508569641,-21
70,-20.5157582631,-20.7079383996,-20.5824351319,-20.5640679596,-21
71,-20.4266891175,-20.718112644,-20.5513053318,-20.6030850116,-21
72,-20.3423243911,-20.7345357564,-20.5067141716,-20.6135863086,-19
73,-20.2699426165,-20.7492011009,-20.457207361,-20.5886352727,-20
74,-20.2134900497,-20.7506051511,-20.411860325,-20.5312646931,-21
75,-20.1751001726,-20.7279296973,-20.3800905074,-20.4555736087,-21
76,-20.1569199272,-20.6763340841,-20.3704608667,-20.3832956521,-20
77,-20.1614706564,-20.6002887449,-20.3879286329,-20.336670126,-18
78,-20.18942044,-20.5127945187,-20.4311723818,-20.3302197221,-19
79,-20.2367151062,-20.4302507257,-20.4920529566,-20.3654665541,-20
80,-20.2935482633,-20.3659981335,-20.5578331361,-20.4309176157,-21
81,-20.347652498,-20.3262603732,-20.6148364168,-20.5070542229,-21
82,-20.3901106641,-20.3098257058,-20.651326495,-20.5733294539,-21
83,-20.4200275246,-20.3108288986,-20.6594726379,-20.6134510453,-21
84,-20.4444617885,-20.3216368382,-20.636094815,-20.6178551081,-21
85,-20.4735301106,-20.3344663205,-20.5831881281,-20.5843329907,-21
86,-20.513672865,-20.3426647595,-20.508277871,-20.5179297659,-21
87,-20.563706068,-20.341970413,-20.4236272808,-20.4303063145,-20
88,-20.6151101041,-20.332115107,-20.3437652848,-20.3377107658,-21
89,-20.6563575067,-20.3163594189,-20.281172358,-20.2568253116,-17
90,-20.6776707023,-20.2990433364,-20.2421166765,-20.1998840503,-20
91,-20.6740804506,-20.2828606409,-20.2243807675,-20.170847106,-21
92,-20.6462206851,-20.2680833286,-20.219003692,-20.16549884,-21
93,-20.5998733008,-20.2545971368,-20.2152849958,-20.1755658824,-21
94,-20.5448750655,-20.2440433118,-20.2061218058,-20.1941267031,-21
95,-20.4933320064,-20.2407291078,-20.1907574081,-20.2186065857,-20
96,-20.4565683322,-20.2494989972,-20.1738365709,-20.2492234469,-21
97,-20.441367829,-20.2729095355,-20.1612486838,-20.284675705,-21
98,-20.4473069449,-20.3088879844,-20.1557380929,-20.3196980941,-21
99,-20.4670844828,-20.3511247973,-20.154914584,-20.3465640691,-21
100,-20.4902481855,-20.3915955039,-20.1526305899,-20.3590528643,-20
101,-20.508119897,-20.4245110049,-20.1432640034,-20.355157635,-20
102,-20.5167054187,-20.4492796177,-20.1259234751,-20.336802589,-18
103,-20.516196432,-20.4708893796,-20.1061032987,-20.3075427468,-21
104,-20.508190533,-20.4976920589,-20.0939512887,-20.2709292255,-21
105,-20.4931141788,-20.536898804,-20.1001078923,-20.2314162678,-21
106,-20.4699821993,-20.5902008657,-20.1314585934,-20.195930053,-19
107,-20.4378175879,-20.651780189,-20.1885434501,-20.1735869761,-20
108,-20.3965722164,-20.7102248876,-20.264749513,-20.1718836077,-21
109,-20.3460831873,-20.7533175162,-20.3470419776,-20.191172832,-20
110,-20.2845263426,-20.7731715359,-20.4180606642,-20.2209764145,-21
111,-20.2088491408,-20.7689168775,-20.4599954396,-20.2416233863,-21
112,-20.1182557334,-20.7458970195,-20.4602061203,-20.2315843936,-20
113,-20.0188344456,-20.7121151686,-20.4165178205,-20.1776357927,-21
114,-19.9243700982,-20.6750104388,-20.3402126561,-20.0831617222,-21
115,-19.8513657966,-20.6394930286,-20.2535202715,-19.9697719455,-21
116,-19.8107806798,-20.6079669,-20.1823668433,-19.8706014687,-20
117,-19.8021987213,-20.5815532753,-20.1462395473,-19.8170991696,-19
118,-19.8145791215,-20.5610413136,-20.150900194,-19.8257440851,-20
119,-19.8331001878,-20.5475761092,-20.1876601225,-19.8911563272,-21
120,-19.8464160172,-20.5423870091,-20.2396818701,-19.9899262106,-21
121,-19.8501537264,-20.5462360502,-20.2914203487,-20.092371896,-21
122,-19.845635252,-20.5587265668,-20.335866455,-20.1758538611,-19
123,-19.8369485278,-20.5779302151,-20.3754178436,-20.2320710964,-18
124,-19.8293539892,-20.6006925538,-20.4164686395,-20.2659792865,-21
125,-19.8291366589,-20.6234634106,-20.4626528269,-20.2888424018,-19
126,-19.8428307897,-20.6434315412,-20.5111060486,-20.3107509865,-20
127,-19.8745486668,-20.6593371137,-20.5538997395,-20.3368451348,-21
128,-19.921663995,-20.6716221515,-20.5825638419,-20.3677672299,-20
129,-19.9731191517,-20.6814021081,-20.5924237686,-20.4021611034,-21
130,-20.0125795024,-20.6891772643,-20.584045853,-20.438623397,-21
131,-20.0247793696,-20.6938404372,-20.5621650369,-20.4758560856,-20
132,-20.0028398437,-20.6930109516,-20.5332015302,-20.511470302,-21
133,-19.9508751502,-20.6844060038,-20.5032030621,-20.5413018925,-21
134,-19.8814549111,-20.6676450519,-20.4765076729,-20.5602353535,-21
135,-19.8086571855,-20.6452442257,-20.4548730579,-20.56458668,-21
136,-19.7413380345,-20.6222918183,-20.4373346737,-20.5538046266,-20
137,-19.6808370056,-20.6054561108,-20.4209864047,-20.5301535514,-21
138,-19.6241280689,-20.6012635211,-20.4029113638,-20.4966761577,-21
139,-19.569577899,-20.6140431091,-20.382349579,-20.4557886984,-21
140,-19.5206897182,-20.6439994168,-20.3624183911,-20.4100372164,-20
141,-19.4843469639,-20.6862191662,-20.3497334652,-20.3647752638,-20
142,-19.4656402383,-20.7315044723,-20.3515259177,-20.3293634942,-21
143,-19.4635436402,-20.7695833403,-20.3715782808,-20.3141725193,-20
144,-19.4713689225,-20.7929834621,-20.4073491004,-20.324462716,-20
145,-19.4817008886,-20.8000520894,-20.4505762066,-20.3552468624,-20
146,-19.4919478856,-20.7949469927,-20.4903452526,-20.3921800343,-20
147,-19.5055820533,-20.7850951251,-20.5169656942,-20.4184838063,-21
148,-19.5278491822,-20.7775408156,-20.5243724501,-20.423774964,-20
149,-19.5589325149,-20.7757977143,-20.511579543,-20.4091115065,-20
150,-19.5900358669,-20.7787600588,-20.48311916,-20.3856614998,-20
151,-19.6065596569,-20.7817700687,-20.448660429,-20.3681847587,-20
152,-19.5966525896,-20.7791975364,-20.4208012866,-20.3672640309,-20
153,-19.5593278175,-20.7673482547,-20.4104608127,-20.3843210362,-20
154,-19.5059764534,-20.746605626,-20.4224458964,-20.4115860766,-21
155,-19.4545590652,-20.721787225,-20.4539588805,-20.4360497611,-21
156,-19.4208062665,-20.7004096693,-20.4969586121,-20.4457127887,-21
157,-19.4113751031,-20.6896500626,-20.5423792519,-20.4348667346,-21
158,-19.423104978,-20.693279209,-20.5832909749,-20.4061644809,-21
159,-19.4468169618,-20.7102300089,-20.6155683687,-20.3689170704,-21
160,-19.4724396474,-20.7351148448,-20.6371724914,-20.3346577041,-21
161,-19.491502377,-20.7605604144,-20.6473872918,-20.313231021,-20
162,-19.4961157069,-20.7799915749,-20.646216089,-20.3104361668,-21
163,-19.4764804333,-20.7899187619,-20.6336731919,-20.327435199,-21
164,-19.421311685,-20.7905702765,-20.6087837575,-20.3607628101,-20
165,-19.3223123892,-20.7849156472,-20.5696480856,-20.4024061724,-21
166,-19.1809357284,-20.7767349847,-20.5148081777,-20.440549943,-21
167,-19.010702355,-20.7685798027,-20.4451916729,-20.462615577,-21
168,-18.8325493215,-20.7607663693,-20.3648267878,-20.4597485179,-21
169,-18.6655364435,-20.7516204462,-20.2802795985,-20.4307439007,-20
170,-18.5200924599,-20.7387754235,-20.1994063303,-20.3825985047,-21
171,-18.3985658962,-20.7209016681,-20.13065116,-20.3270563986,-21
172,-18.3007925794,-20.6988231038,-20.0822815713,-20.2751835572,-21
173,-18.228841704,-20.6753114451,-20.0612851501,-20.2334038191,-19
174,-18.1864899255,-20.6536842911,-20.0715624324,-20.202593079,-20
175,-18.1755729077,-20.6360891185,-20.1125341032,-20.1790408887,-20
176,-18.1929539581,-20.6227935256,-20.17902802,-20.1568085383,-21
177,-18.2319771506,-20.61241056,-20.2622366617,-20.130326436,-21
178,-18.2859020018,-20.6027992392,-20.351193483,-20.0973373662,-21
179,-18.3506804832,-20.5917143509,-20.4340088575,-20.060869717,-21
180,-18.4245046075,-20.5770727118,-20.4999092984,-20.0291781333,-21
181,-18.5047700417,-20.557470093,-20.5414712164,-20.0120748173,-21
182,-18.585162704,-20.5329853774,-20.5566183932,-20.0157344489,-21
183,-18.6541910296,-20.5062406737,-20.5486490154,-20.0392003519,-18
184,-18.6974127845,-20.4827324785,-20.5243653361,-20.0748361372,-20
185,-18.7020305454,-20.4701549607,-20.4909643014,-20.1123859516,-20
186,-18.6623222378,-20.4764651253,-20.4539092264,-20.1434876686,-21
187,-18.582659824,-20.5070591706,-20.4161390161,-20.1641631646,-19
188,-18.4774611949,-20.5621517247,-20.3788405477,-20.1742511739,-20
189,-18.3678311622,-20.6356099226,-20.342945186,-20.1750485648,-20
190,-18.2763390447,-20.7156325842,-20.3099634831,-20.168025766,-19
191,-18.2221786208,-20.7876515742,-20.2819375519,-20.1555272721,-21
192,-18.2177370291,-20.8379032857,-20.2608827908,-20.1429077667,-21
193,-18.265983504,-20.8559298792,-20.2480025852,-20.1394282543,-20
194,-18.3589176759,-20.8358705734,-20.2439572268,-20.1553999444,-21
195,-18.477462865,-20.7773033456,-20.2493211423,-20.1968017076,-21
196,-18.5931704949,-20.6863362727,-20.2642812221,-20.2604477358,-21
197,-18.6746756473,-20.5766269631,-20.2868365435,-20.3341233605,-20
198,-18.6955209953,-20.4681746756,-20.3112247626,-20.4014611676,-20
199,-18.6421659572,-20.3828967202,-20.3286112668,-20.4491397031,-21
200,-18.5184163089,-20.3375857336,-20.3312755023,-20.4720719693,-20
201,-18.3452676423,-20.3377384707,-20.3177700966,-20.4729866901,-21
202,-18.1571502518,-20.3759692617,-20.2952267131,-20.4583411303,-20
203,-17.9940416517,-20.4358494793,-20.2765333946,-20.4336928337,-21
204,-17.890733658,-20.4987844597,-20.2737176668,-20.4019358179,-20
205,-17.8652717372,-20.5502836702,-20.2922507443,-20.3647684064,-21
206,-17.9099751808,-20.5830085937,-20.3301457947,-20.325478533,-21
207,-17.9907675687,-20.5963572938,-20.380890065,-20.2903433635,-21
208,-18.0579126553,-20.5939788323,-20.437314511,-20.2680820626,-20
209,-18.0662323274,-20.580714721,-20.4933158841,-20.2677874728,-20
210,-17.996879774,-20.5608264325,-20.5438340591,-20.296541164,-20
211,-17.8685198616,-20.5375776562,-20.5845137527,-20.3566925189,-20
212,-17.7309304355,-20.5132592488,-20.6128164142,-20.4434967854,-20
213,-17.6419834397,-20.4887296013,-20.6289644217,-20.5445413657,-20
214,-17.6402800345,-20.4628237506,-20.6355446965,-20.6421323076,-19
215,-17.7284983736,-20.4325764685,-20.6357019937,-20.7186329255,-20
216,-17.8744521936,-20.3952304187,-20.6311824196,-20.7618401321,-21
217,-18.0290250781,-20.3509394752,-20.6220385308,-20.7674861996,-20
218,-18.1487780284,-20.3045915164,-20.6084205065,-20.7380057198,-20
219,-18.2118132257,-20.2643331697,-20.591780399,-20.6793251435,-20
220,-18.2206778554,-20.2375568302,-20.5748338979,-20.5984363295,-21
221,-18.194400513,-20.2266787139,-20.5596744552,-20.5035783124,-19
222,-18.1549113584,-20.2276154832,-20.5462167933,-20.4056990714,-21
223,-18.1152624496,-20.232297743,-20.5322092974,-20.3186843188,-21
224,-18.0738081697,-20.2332457655,-20.5156561599,-20.2565059799,-20
225,-18.0166862872,-20.227560758,-20.4975746682,-20.2278804195,-21
226,-17.9282986692,-20.2181423832,-20.4832166208,-20.2319833973,-21
227,-17.8048348242,-20.2115967014,-20.4802376281,-20.2581225632,-21
228,-17.6644130762,-20.2145378711,-20.4945634481,-20.2905866175,-20
229,-17.5451744064,-20.2308874468,-20.5263295095,-20.3162383307,-20
230,-17.4907264424,-20.2606140407,-20.5684954981,-20.3305764352,-21
231,-17.5288379945,-20.2999771638,-20.6094407096,-20.3386874996,-20
232,-17.6550474541,-20.3425226179,-20.6386191881,-20.3505359628,-21
233,-17.8308692968,-20.3806955079,-20.6516257637,-20.3737430687,-20
234,-17.9972728221,-20.407674582,-20.6519550767,-20.4086936828,-21
235,-18.0965218764,-20.4187207703,-20.6477659963,-20.4479359659,-20
236,-18.0923404285,-20.4115406941,-20.6462038662,-20.4800118486,-21
237,-17.9802912965,-20.3863618855,-20.6479214039,-20.494095311,-20
238,-17.7863976415,-20.3459952564,-20.6461160207,-20.483560231,-21
239,-17.5569122651,-20.2961641318,-20.6296731703,-20.4474138895,-20
240,-17.343209524,-20.2452718645,-20.5887601011,-20.390146577,-20
241,-17.1874905809,-20.2024768103,-20.5193094203,-20.3211911966,-18
242,-17.1116314661,-20.1751941639,-20.4241519733,-20.2531631878,-21
243,-17.1128355441,-20.1668323894,-20.3116486077,-20.1991102014,-20
244,-17.1672943468,-20.1768312266,-20.1940416233,-20.1692459087,-20
245,-17.2407900014,-20.2016693115,-20.0858756272,-20.1687011148,-21
246,-17.3021100845,-20.2361999171,-20.0025971926,-20.1966052818,-21
247,-17.3326548959,-20.2741411751,-19.9569551731,-20.2467075024,-21
248,-17.3301171526,-20.3088689397,-19.9541859243,-20.3092259227,-21
249,-17.3055494619,-20.3346560724,-19.9884670855,-20.3732345733,-19
250,-17.2775665053,-20.3483403666,-20.0436236073,-20.4298269098,-20
251,-17.2659372268,-20.3496886525,-20.0992904205,-20.4742105748,-20
252,-17.2860095733,-20.3408054688,-20.1389562356,-20.5058586103,-21
253,-17.3456377756,-20.324990399,-20.1561733538,-20.5267072102,-21
254,-17.4440802975,-20.3066083477,-20.1555024666,-20.539145597,-21
255,-17.5734195997,-20.2917197715,-20.1481742479,-20.5451243147,-21
256,-17.7209246596,-20.2879147158,-20.1450131855,-20.5466534173,-19
257,-17.8704283148,-20.3018004526,-20.1502053935,-20.5463207025,-21
258,-18.0025985538,-20.3349627865,-20.1596941051,-20.5461231294,-21
259,-18.0951024038,-20.3813703773,-20.1644437285,-20.5455438156,-20
260,-18.1266850109,-20.4283254005,-20.1570820424,-20.5401172751,-19
261,-18.0841949036,-20.4610467264,-20.1364112556,-20.5226519935,-19
262,-17.9709451356,-20.4686552925,-20.1081099826,-20.4868260496,-21
263,-17.8098873057,-20.4478341421,-20.0805292797,-20.4308644524,-19
264,-17.6367664942,-20.4027240297,-20.0601157444,-20.3591015778,-21
265,-17.4860698527,-20.3417035236,-20.0490623239,-20.2804522858,-19
266,-17.3746029581,-20.2728578704,-20.0467150605,-20.2049793307,-20
267,-17.2960096404,-20.2009912126,-20.0527891891,-20.1408733162,-20
268,-17.2277474962,-20.1274453575,-20.0698190924,-20.093648634,-21
269,-17.1465234432,-20.0526361003,-20.1032058598,-20.066634773,-21
270,-17.040422578,-19.9797485214,-20.1585216825,-20.0618619315,-21
271,-16.910690368,-19.9162561593,-20.237220888,-20.07986491,-21
272,-16.7658032792,-19.8719801553,-20.3336146824,-20.1184706232,-19
273,-16.6133515412,-19.8526132751,-20.4348452489,-20.171518977,-21
274,-16.4574396905,-19.8539544731,-20.5243136305,-20.2293726191,-19
275,-16.3007807003,-19.8605396038,-20.5869198661,-20.280805175,-19
276,-16.1477064823,-19.8514333943,-20.612261837,-20.3166160445,-21
277,-16.0044194935,-19.8102845167,-20.5954949496,-20.3326688777,-21
278,-15.8777475379,-19.7336801323,-20.5363451982,-20.330877568,-19
279,-15.7741785022,-19.6330154756,-20.4387872886,-20.3174879143,-21
280,-15.7017098446,-19.5292459929,-20.3118569295,-20.2998819594,-21
281,-15.6719319199,-19.4437985462,-20.1708345077,-20.2845378306,-21
282,-15.6982524958,-19.3896879291,-20.036558092,-20.2765973858,-21
283,-15.7879755371,-19.3660445665,-19.9315734428,-20.2801489698,-20
284,-15.9325901526,-19.3587858696,-19.8743208191,-20.296997775,-20
285,-16.1023569416,-19.347059394,-19.8727856569,-20.3249704051,-20
286,-16.253954419,-19.3137194581,-19.9217054736,-20.3564887012,-21
287,-16.3497162215,-19.2542081323,-20.0041562112,-20.3805729365,-21
288,-16.3778779752,-19.1790838145,-20.0980645504,-20.3871951241,-20
289,-16.3607328198,-19.1084310501,-20.1838966156,-20.3718967901,-20
290,-16.3421188673,-19.0621791961,-20.2501566461,-20.3377640254,-19
291,-16.3619116717,-19.052172167,-20.2942298808,-20.2938691537,-20
292,-16.4297346678,-19.0799046357,-20.3195713428,-20.2516971096,-19
293,-16.5167060777,-19.1389919108,-20.331687564,-20.2213424293,-20
294,-16.56789791,-19.2188886972,-20.3353050791,-20.2095229148,-21
295,-16.5308754657,-19.3068619279,-20.3333861252,-20.2174670069,-21
296,-16.381997885,-19.3876907458,-20.3270754337,-20.2401323165,-21
297,-16.1377965102,-19.4440658502,-20.3162119653,-20.2661444789,-19
298,-15.8466755202,-19.4597830235,-20.2999180204,-20.2799330525,-20
299,-15.5670214145,-19.4247247305,-20.2775360213,-20.2660835943,-19
300,-15.344774032,-19.3399336442,-20.2493884039,-20.2151936284,-19
301,-15.19993561,-19.2189965873,-20.2176220464,-20.1288839863,-21
302,-15.1269388057,-19.0833337146,-20.1865252323,-20.0214762428,-21
303,-15.1047369209,-18.9539152769,-20.1626631597,-19.9166732775,-21
304,-15.110280903,-18.8435457282,-20.1537338257,-19.8397380846,-20
305,-15.1275232977,-18.7540629731,-20.1662898646,-19.8085569517,-20
306,-15.147582316,-18.6789452856,-20.2021730394,-19.8280501458,-21
307,-15.1613521124,-18.6081669481,-20.2554373629,-19.8907128369,-20
308,-15.1515589815,-18.5317969334,-20.3115176712,-19.9817362478,-19
309,-15.0919261964,-18.4418037581,-20.3503815999,-20.0847378545,-19
310,-14.958859056,-18.3336876816,-20.3535529032,-20.184922394,-20
311,-14.7471648476,-18.2078764178,-20.3122885794,-20.2702802565,-20
312,-14.479722496,-18.0691198082,-20.2330523736,-20.3322677724,-20
313,-14.2020849356,-17.9244453339,-20.1371415462,-20.3670954526,-20
314,-13.9642888945,-17.7807156624,-20.0528653388,-20.3763485794,-20
315,-13.8029988467,-17.6439866609,-20.0039589972,-20.3651834578,-20
316,-13.7322599588,-17.5217456602,-19.9995398907,-20.3398161301,-20
317,-13.7475591504,-17.4235807865,-20.0307669526,-20.3061128561,-20
318,-13.833688644,-17.3586749947,-20.0761716983,-20.2704131798,-21
319,-13.9704005382,-17.3301019206,-20.1116485811,-20.2406951417,-20
320,-14.1331463871,-17.330327179,-20.1199086225,-20.2258078396,-20
321,-14.2959814588,-17.3423534173,-20.0949595684,-20.2312351901,-20
322,-14.4376068351,-17.344803133,-20.040977334,-20.2552863764,-19
323,-14.5490911077,-17.3198195779,-19.9684520431,-20.287986181,-21
324,-14.6333786221,-17.2593920517,-19.8900196414,-20.3145845483,-20
325,-14.6961107661,-17.169400237,-19.818422833,-20.3210435265,-21
326,-14.733886244,-17.0696665697,-19.7651654247,-20.2980827101,-20
327,-14.7286954534,-16.9895309383,-19.739676616,-20.2427169829,-21
328,-14.654599011,-16.9578167993,-19.747191686,-20.1578826234,-21
329,-14.4915269974,-16.9912713312,-19.7863143725,-20.0516809281,-21
330,-14.236470561,-17.0864588901,-19.8475028319,-19.9371296988,-20
331,-13.906910229,-17.2203734571,-19.9148840306,-19.8304621381,-20
332,-13.5364036608,-17.3600998583,-19.9717111651,-19.747268294,-21
333,-13.1652146445,-17.475860408,-20.0073400047,-19.6974781757,-20
334,-12.8296396471,-17.5498683694,-20.0217501405,-19.6817695456,-19
335,-12.5513416851,-17.5787992577,-20.0247408227,-19.6916646644,-21
336,-12.3316764106,-17.5700708143,-20.0292948735,-19.7128641056,-20
337,-12.1536281921,-17.5375411178,-20.0430550284,-19.7306393943,-21
338,-11.9918672492,-17.4978019727,-20.0626233385,-19.7351293742,-21
339,-11.8234477076,-17.4678477222,-20.0751041343,-19.7251384344,-20
340,-11.6346003228,-17.4637837033,-20.0653741327,-19.7087489906,-21
341,-11.4217250104,-17.4967692737,-20.0258517403,-19.6993180068,-21
342,-11.1892872855,-17.5686316779,-19.9624717963,-19.7087251542,-20
343,-10.9478808134,-17.6681153497,-19.8936465556,-19.7411172312,-21
344,-10.7120510347,-17.7704248604,-19.8427670717,-19.7912825367,-21
345,-10.4994331969,-17.8425779407,-19.8280421609,-19.8484440834,-21
346,-10.3303143545,-17.8530305946,-19.8548994465,-19.9029153858,-20
347,-10.2274734454,-17.7832471912,-19.9143355346,-19.9511794007,-19
348,-10.211329096,-17.6357494534,-19.987857137,-19.9975949412,-21
349,-10.2905219113,-17.434840269,-20.0557814948,-20.0514568522,-21
350,-10.4501644364,-17.2191247942,-20.1045612588,-20.1219938249,-19
351,-10.6464465973,-17.0292318088,-20.1302343661,-20.2126109066,-21
352,-10.8169616108,-16.8967891997,-20.1359230194,-20.3170053609,-21
353,-10.9028089024,-16.8376698595,-20.1274443129,-20.4194159722,-21
354,-10.8730173896,-16.8501610532,-20.1098514131,-20.4997136864,-21
355,-10.7360375827,-16.9169308715,-20.0872015207,-20.5413245842,-21
356,-10.5331383991,-17.0095576979,-20.0649612723,-20.5386551451,-21
357,-10.3173651992,-17.095995318,-20.0509467159,-20.4999381371,-20
358,-10.1348353181,-17.1493730643,-20.052789625,-20.4435776845,-21
359,-10.0157855076,-17.1548501776,-20.0728120883,-20.3903462166,-20
360,-9.9762253633,-17.1089099487,-20.1044140595,-20.3549819817,-20
361,-10.0212615569,-17.0139030066,-20.1333633018,-20.3421476635,-21
362,-10.142190294,-16.8708041002,-20.1439444474,-20.3476721669,-18
363,-10.3118221974,-16.6774948731,-20.1264051525,-20.3631544165,-21
364,-10.4861215611,-16.4336650749,-20.081461883,-20.3799716141,-20
365,-10.619202941,-16.1479805198,-20.0194561734,-20.391003417,-21
366,-10.6843304994,-15.8421124251,-19.9548891738,-20.3906974186,-21
367,-10.6864646083,-15.5473339941,-19.8980844977,-20.3757008386,-20
368,-10.6567015052,-15.295755232,-19.848982164,-20.3469412141,-20
369,-10.6327340638,-15.1111500887,-19.7959860632,-20.3111765904,-19
370,-10.6381589235,-15.0027461924,-19.7206027571,-20.280055381,-21
371,-10.6737721798,-14.9640333954,-19.6066519843,-20.2658098036,-20
372,-10.7228769641,-14.9774376981,-19.4492643552,-20.2756035022,-20
373,-10.7644308209,-15.0187274106,-19.2591773653,-20.3075033044,-20
374,-10.7843426221,-15.0629911467,-19.0614740275,-20.3513264475,-21
375,-10.7787993418,-15.0883266906,-18.8879979002,-20.3933904977,-21
376,-10.7508123584,-15.0803434066,-18.7671472227,-20.4228502887,-21
377,-10.7010930207,-15.0350528184,-18.7151299753,-20.4354494874,-21
378,-10.6222556602,-14.960805937,-18.7319670172,-20.4329630962,-19
379,-10.498170358,-14.8752523111,-18.8045513435,-20.4197671611,-20
380,-10.3121347531,-14.7961508572,-18.9138328034,-20.3986488305,-21
381,-10.0584447764,-14.7319461722,-19.0419540175,-20.3694156877,-21
382,-9.7478722669,-14.6749992262,-19.1762231446,-20.3303984612,-20
383,-9.4036226196,-14.605868815,-19.307896433,-20.2814509749,-20
384,-9.0503270969,-14.5037593449,-19.4288167495,-20.2256480671,-21
385,-8.7022468762,-14.3573176799,-19.5285849116,-20.1682801803,-20
386,-8.3586024412,-14.1673114177,-19.5952576691,-20.1143912302,-21
387,-8.0096753937,-13.9427238418,-19.6203324901,-20.0669292771,-20
388,-7.6499241173,-13.6953691588,-19.6045912472,-20.0268158562,-20
389,-7.2922567922,-13.4380080156,-19.5609655101,-19.9943511157,-21
390,-6.9681162983,-13.1847654418,-19.5112853115,-19.9698481766,-21
391,-6.7113468539,-12.9496480676,-19.4773128065,-19.9531108201,-21
392,-6.5316602897,-12.7421870335,-19.4720976228,-19.9425680423,-21
393,-6.4010857719,-12.5604277634,-19.4956055283,-19.9352328488,-21
394,-6.2674713275,-12.3864065939,-19.5370512278,-19.9284233558,-20
395,-6.0928614907,-12.1839914142,-19.581552893,-19.9212255434,-20
396,-5.8864693247,-11.9022703276,-19.6160596482,-19.9141980569,-20
397,-5.705119001,-11.4878662877,-19.6327031694,-19.9073750754,-20
398,-5.616209646,-10.9102563585,-19.6300758621,-19.8988860141,-21
399,-5.6485296545,-10.1896351244,-19.6125816747,-19.8854754356,-20
400,-5.7674688467,-9.4136284494,-19.5888722381,-19.8658957852,-21
401,-5.8886769287,-8.7242110093,-19.5676056538,-19.8427374395,-21
402,-5.9181421325,-8.2774353258,-19.5524708385,-19.820438952,-19
403,-5.7905740456,-8.1905420005,-19.5401145322,-19.7994928729,-20
404,-5.4895749512,-8.5018159789,-19.5238235508,-19.7715771561,-20
405,-5.0451188578,-9.1560499891,-19.5009665852,-19.7221006864,-21
406,-4.5192472652,-10.0214669341,-19.4781349907,-19.6398099901,-19
407,-3.9902601779,-10.9295921353,-19.4687351117,-19.5291053147,-19
408,-3.5367621668,-11.7205424751,-19.4843921886,-19.4145721768,-21
409,-3.2240741534,-12.2814386041,-19.5262887424,-19.3328614508,-21
410,-3.0943305463,-12.5649464709,-19.5827049428,-19.3145485742,-19
411,-3.1572047151,-12.585545581,-19.6339107891,-19.3668656309,-21
412,-3.3852137184,-12.4023289608,-19.6604656976,-19.4687562912,-21
413,-3.7136345393,-12.095435941,-19.6499016276,-19.5818515632,-21
414,-4.0478264589,-11.7461288055,-19.5987354846,-19.6704050404,-19
415,-4.2838931245,-11.4221437599,-19.5105433037,-19.7175626415,-21
416,-4.3367498581,-11.1660831788,-19.3926540027,-19.7285057396,-19
417,-4.1678225093,-10.9864987536,-19.2535279856,-19.7192448734,-19
418,-3.7969564881,-10.8592038745,-19.101632329,-19.7006867552,-20
419,-3.2943438186,-10.7354955738,-18.946210192,-19.6688695073,-20
420,-2.7548218166,-10.5562553248,-18.7975698665,-19.608555861,-20
421,-2.2689412635,-10.2666490285,-18.667517322,-19.5062263816,-21
422,-1.9003238314,-9.8258493054,-18.568479529,-19.3634947816,-21
423,-1.6739863126,-9.2155858276,-18.5107941665,-19.2019714791,-21
424,-1.5764472125,-8.4439406141,-18.4985278099,-19.0567965367,-20
425,-1.5644997624,-7.5417028732,-18.5252078424,-18.9626616195,-21
426,-1.5820479443,-6.5493329935,-18.5738150814,-18.9406346799,-20
427,-1.5777260439,-5.5026991403,-18.6229657568,-18.9908957018,-21
428,-1.5172325515,-4.4297040763,-18.6584480056,-19.0943225771,-21
429,-1.3882935168,-3.3632125333,-18.6826290602,-19.2210888848,-20
430,-1.2038277781,-2.3582341334,-18.7145741542,-19.3415865712,-20
431,-1.0030085641,-1.4893768415,-18.7784419914,-19.4350684847,-21
432,-0.8461745111,-0.8222746296,-18.8870714111,-19.4923218261,-21
433,-0.7985792559,-0.3778579441,-19.0305502582,-19.5132604521,-21
434,-0.9056417095,-0.1167931906,-19.1776244245,-19.502735495,-21
435,-1.1736494721,0.0357234501,-19.2895598511,-19.4683643374,-21
436,-1.5667788749,0.1440422002,-19.3386517867,-19.4198397595,-21
