episodes,DQV,DQV-Max,DQN,DDQN,Upside-Down
839,15.7145194476,17.0333063961,-9.989067226,-5.2683376887,-20
840,15.9916685747,17.0691857285,-10.3411946707,-5.3541174574,-21
841,16.3398996568,17.1560363234,-10.6892297299,-5.4940594033,-20
842,16.6939168499,17.2699400587,-10.9913503649,-5.7007873859,-21
843,16.9873309017,17.3761444698,-11.2036990662,-5.9834662723,-20
844,17.1718389407,17.4429774757,-11.2877232459,-6.3344547677,-20
845,17.222476223,17.455581379,-11.2201795651,-6.7203825979,-21
846,17.1328035237,17.4220017833,-11.0039361187,-7.0836462506,-20
847,16.9117493734,17.3670497115,-10.6741164807,-7.3546880303,-21
848,16.585856153,17.3158964309,-10.294762824,-7.4720956609,-21
849,16.2030904905,17.278240787,-9.9448094671,-7.4034469463,-20
850,15.8298047051,17.2430321862,-9.6971187956,-7.1555077052,-21
851,15.5363334338,17.1877174489,-9.5994012118,-6.7722457707,-20
852,15.3737969702,17.0946450702,-9.6580381896,-6.3217214853,-18
853,15.3534069238,16.964206346,-9.8337711872,-5.878832189,-21
854,15.4397722535,16.8158274038,-10.0482942518,-5.5117944377,-21
855,15.5652627639,16.6800383084,-10.203641908,-5.2744845375,-20
856,15.6597311356,16.5841741279,-10.2121510426,-5.2003346811,-21
857,15.6815484217,16.5401358824,-10.0269635187,-5.2931235292,-20
858,15.6340065492,16.5373571247,-9.6584893547,-5.5180685156,-21
859,15.558451024,16.546049641,-9.1657962386,-5.8027668709,-21
860,15.5093431304,16.5318078685,-8.6274749049,-6.0596830063,-19
861,15.5263345832,16.4763538896,-8.1098828236,-6.217841596,-21
862,15.6177787668,16.3916555118,-7.64908713,-6.2503392532,-20
863,15.7625097704,16.3155829841,-7.2514230961,-6.1777545817,-21
864,15.9242421639,16.2899797178,-6.9082765358,-6.0500352158,-21
865,16.0689373636,16.3347772313,-6.6116181333,-5.9184831531,-21
866,16.1761672361,16.4375502987,-6.3615321431,-5.8157163321,-21
867,16.2433390238,16.5641117838,-6.1647818404,-5.7473768461,-20
868,16.2828119284,16.681087055,-6.0261766782,-5.6944297344,-20
869,16.3137495816,16.7740614874,-5.9405473385,-5.6182097896,-21
870,16.3529589636,16.8496100633,-5.8886426311,-5.4683069546,-21
871,16.4073247717,16.9236098539,-5.8361945183,-5.1976389488,-21
872,16.4719329535,17.0051077954,-5.7368895827,-4.7837102528,-21
873,16.5339438324,17.0871153835,-5.5427676371,-4.2500908118,-17
874,16.5788647464,17.1494338545,-5.221464604,-3.6793200117,-21
875,16.5966909996,17.1706539862,-4.7795730603,-3.198480275,-21
876,16.5843617221,17.1432192616,-4.2761809658,-2.9388029358,-21
877,16.545954954,17.0782355083,-3.8158541106,-2.9800315029,-20
878,16.4924543483,16.9975684201,-3.5099846255,-3.310815826,-21
879,16.4412394713,16.9169057961,-3.4279392148,-3.8270084995,-21
880,16.4147938826,16.8319852318,-3.5652720696,-4.3712250319,-20
881,16.4348361738,16.720049847,-3.8498883881,-4.7944077187,-21
882,16.513522697,16.5584659943,-4.1816129576,-5.0089794562,-19
883,16.6451825678,16.3486815712,-4.4794065967,-5.0107141681,-21
884,16.8066135555,16.1300832544,-4.7107778251,-4.8627490324,-20
885,16.966011629,15.9695894339,-4.8892651566,-4.6556683124,-21
886,17.0954775489,15.930018773,-5.0494446031,-4.4691268465,-21
887,17.1803901656,16.0333790754,-5.2174516378,-4.3445667025,-20
888,17.219592093,16.2430409214,-5.3932938337,-4.2780484554,-18
889,17.2212774384,16.479231162,-5.5522578314,-4.2247474804,-21
890,17.1982233065,16.6587034139,-5.6602889351,-4.1166354908,-19
891,17.1657072145,16.7352384547,-5.6918949018,-3.892522464,-21
892,17.138799976,16.7158887279,-5.6411902577,-3.5310842474,-20
893,17.1270767438,16.6481216382,-5.5230938706,-3.0691568518,-20
894,17.127972238,16.5909040536,-5.3656324258,-2.5852764423,-21
895,17.1247197384,16.591435331,-5.2021982919,-2.1587814693,-21
896,17.0921379422,16.674229961,-5.0623682768,-1.830378255,-18
897,17.0074834403,16.8426743353,-4.9637187685,-1.5956800426,-21
898,16.8612273851,17.0810970544,-4.9018668441,-1.4298286052,-21
899,16.6605041628,17.3567453897,-4.8444059399,-1.3146415226,-21
900,16.4257338563,17.6255909764,-4.7337603297,-1.2444003266,-21
901,16.1834874108,17.8414621095,-4.5050642238,-1.2045549444,-21
902,15.9610369331,17.9706742507,-4.1116781874,-1.1550881957,-21
903,15.7848758151,18.00044364,-3.5495778052,-1.0366182069,-19
904,15.6811709684,17.9417392972,-2.8650564391,-0.8017624883,-19
905,15.6729185662,17.8226464621,-2.1395648149,-0.4480128358,-20
906,15.7719044057,17.6770083191,-1.4576537103,-0.0254635686,-20
907,15.9689438846,17.5315089064,-0.8719936547,0.3842692626,-20
