episodes	DQV	Tiny-dqv
192	35886.80998948954	34389.77739718082
193	35398.54322781167	35030.78406916552
194	36107.576630435884	35774.106098017
195	38111.720751513705	36534.173050236815
196	41213.401036744115	37218.054747222406
197	44948.45459549027	37726.76989096224
198	48709.46334969513	37982.54123265951
199	51905.44322472223	37972.414206551264
200	54111.324162119236	37781.56005143052
201	55144.35969839673	37565.42708345678
202	55071.26115601052	37471.174627358865
203	54134.53044683095	37553.8987730784
204	52642.83809420715	37741.38260263347
205	50861.21815575665	37871.972286849006
206	48966.54721838292	37771.976773723945
207	47089.664858394	37312.659680549084
208	45395.552773620206	36438.14052142594
209	44125.71598448847	35161.91579926494
210	43523.18867990389	33555.082326198826
211	43671.22893205717	31737.619965823724
212	44352.54828695224	29866.360384532505
213	45074.722528318816	28120.725652309182
214	45264.48592557869	26680.14068157581
215	44556.77906580938	25700.70685058521
216	42970.81241700686	25281.431190390602
217	40881.9986164214	25440.639708607192
218	38834.72440354226	26108.601546523954
219	37345.209108800846	27147.014686904527
220	36777.6253578064	28389.148732645055
221	37316.195824785	29688.470010879588
222	38963.19198823499	30955.991457164604
223	41539.72727026917	32163.254594469377
224	44728.08271171321	33322.24011975425
225	48156.783082103044	34440.782837031344
226	51499.90381343204	35496.05550551677
227	54510.09322078635	36422.30736926866
228	56981.42873994024	37122.55354642152
229	58689.32531409508	37503.30287500468
230	59409.90019655811	37516.9549565019
231	59027.422745714895	37214.216152883615
232	57663.20531001245	36762.909027582835
233	55697.17001129792	36401.01753808156
234	53631.499334847846	36328.895729921394
235	51859.0815084233	36601.83875730205
236	50500.89818006563	37099.34857580674
237	49408.218334603196	37602.67130977377
238	48347.38504044479	37916.96030280689
239	47224.365905889994	37966.235278305576
240	46180.89205415551	37809.57837153023
241	45541.7106584406	37595.66042762245
242	45631.98902648498	37493.99058923362
243	46615.79091850821	37652.430731630055
244	48432.287688701865	38162.35889213596
245	50838.13698088688	39032.152962487664
246	53474.16812980526	40165.46482489682
247	55914.28481295329	41351.20454424361
248	57717.108884462774	42301.89412734113
249	58498.34414301829	42740.22293999777
250	58041.1631797608	42526.738381635565
251	56380.28001646068	41745.862816608365
252	53804.56861238881	40703.46126850055
253	50767.618691540396	39817.53217768756
254	47768.42954686292	39452.24243585017
255	45250.51098511196	39784.236274211
256	43543.099240921496	40750.00325885959
257	42799.515004518944	42078.39548802372
258	42944.71708997976	43372.65822303947
259	43655.715589369385	44228.05571942486
260	44446.69317620795	44359.75933332866
261	44839.26958290888	43704.09654107705
262	44553.74148250344	42436.170113735425
263	43586.24705461402	40892.192085188486
264	42160.62224984208	39430.78068126612
265	40595.968832881066	38338.68707769551
266	39177.03063678562	37804.97237421612
267	38092.39166298748	37936.619643181395
268	37423.2049232095	38747.075245875916
269	37139.704675195375	40113.85833495279
270	37119.08154214089	41758.947666752174
271	37182.50795666575	43305.59108087049
272	37176.79939653	44413.063427884365
273	37050.014080813125	44903.63310377964
274	36879.167363761735	44798.53722948326
275	36832.80566477203	44247.55196678776
276	37087.331666537735	43417.683565268206
277	37763.00042597005	42420.82645757706
278	38897.276752531274	41303.26797694359
279	40438.32064055838	40095.71390439577
280	42245.605816539515	38872.53845527926
281	44088.40122870959	37785.17151317597
282	45682.14291094027	37038.33748500614
283	46778.99100275854	36803.15977757932
284	47280.06549077447	37098.991479180884
285	47296.764042269206	37736.73387125514
286	47119.94056809905	38379.341251966194
287	47084.9465909816	38713.93826189739
288	47403.37392385556	38624.03001674816
289	48054.36659970969	38242.75269900808
290	48794.82100216916	37846.31270184747
291	49286.16067719726	37686.410667307115
292	49261.47433445519	37873.322444877645
293	48644.631788597	38370.369792391124
294	47576.54549225203	39062.07521041109
295	46340.051084020044	39814.72195214411
296	45235.575025331855	40505.11557397463
297	44445.56878127727	41033.36245390497
298	43963.92488482709	41350.23238323323
299	43612.54795505822	41497.4859426418
300	43159.69580924307	41614.99307662107
301	42482.583987823826	41882.69338924464
302	41682.098174909195	42409.715055496315
303	41077.35357544608	43133.3043164333
304	41073.89592180946	43790.36260971363
305	41969.388291380936	44010.15152525101
306	43801.23838566636	43491.482771790776
307	46306.00568076531	42179.876211716066
308	49002.75019868306	40321.80167846516
309	51381.47930505553	38359.22589800724
310	53099.01901211242	36720.40618737058
311	54083.764353661114	35641.00475752679
312	54490.93845857072	35115.78033040243
313	54536.03343665769	34984.107696415704
314	54311.24978669812	35075.92238899298
315	53723.27947458075	35306.05049199555
316	52580.30037075649	35675.82595940938
317	50776.69798080511	36192.79299652914
318	48438.35119948903	36789.63740981968
319	45943.70890857719	37309.98853198865
320	43806.42367269048	37578.88126963204
321	42483.93619274689	37507.9877182713
322	42221.629096430726	37152.916263571075
323	42973.40191519834	36677.475282839354
324	44435.74752791005	36250.65384639612
325	46143.886224634225	35959.057393967945
326	47615.28669407803	35794.39157498165
327	48478.155320310194	35706.269248560624
328	48569.37575635739	35660.892976728894
329	47974.132712151295	35643.90305480403
330	46971.117519194486	35620.51786995006
331	45905.03605418787	35505.023182382574
332	45038.27905767342	35187.40828403895
333	44463.44351673509	34610.81132988538
334	44110.799059074816	33845.54636584146
335	43839.128425991774	33104.315450172086
336	43529.61717091064	32688.762434550208
337	43139.226196325966	32878.15524984276
338	42696.00099546515	33820.65144370416
339	42268.0823668694	35461.53416140561
340	41925.57439883193	37544.5233753427
341	41707.90677046457	39675.75625333841
342	41594.88839303196	41436.65582655988
343	41497.734033301225	42501.679620155686
344	41287.52300475523	42719.071936567154
345	40858.71489673065	42143.2560189943
346	40195.31269875734	41003.317774151
347	39400.0303578021	39635.58161256224
348	38672.65411317823	38389.39011394674
349	38251.49944275046	37543.06526026388
350	38351.68833374677	37239.02102025117
351	39106.858185835605	37458.883426036045
352	40526.051646775246	38039.662554556795
353	42462.56665471514	38725.869494750295
354	44613.90373172568	39247.81616838515
355	46596.085862296575	39406.44197022123
356	48065.001945217315	39131.71335824182
357	48846.84643322193	38486.79214670845
358	49004.81927412093	37622.3739295816
359	48801.1812695487	36709.09056219841
360	48565.48619542449	35897.41726407795
361	48537.5422312782	35312.34953815348
362	48748.05312216689	35060.57038293536
363	48987.20682839817	35205.25414191322
364	48875.42864311403	35726.069888790866
365	48013.90212425988	36494.76150048702
366	46167.616325400224	37316.44261689062
367	43403.866152618924	38029.8264487562
368	40119.308905294485	38611.55496055596
369	36939.7552961329	39209.61289111344
370	34527.552027817444	40057.26591577938
371	33383.48017738439	41309.35647325647
372	33719.466719903496	42881.727299209226
373	35440.937028241	44428.097437195735
374	38215.86082381381	45481.10877242686
375	41581.3514886114	45689.90651466799
376	45032.57783612795	45003.98110910335
377	48085.480243107486	43679.206987630365
378	50336.80502255933	42127.387902934264
379	51559.39826180397	40721.38623186377
380	51795.46189840122	39675.77605210955
381	51387.97478871929	39035.09551709177
382	50885.22310392089	38734.72190603716
383	50836.480452219104	38663.42942412539
384	51576.208220079614	38713.25710347379
385	53087.82281765609	38813.41615302104
386	54997.33727236572	38951.012651977675
387	56692.49631197286	39179.71400228031
388	57528.38903103954	39603.501447346556
389	57073.148521345895	40331.48037183205
390	55296.02252533606	41411.5710114912
391	52600.9282815365	42764.527664166424
392	49683.33781370493	44154.50047095508
393	47272.559573173465	45235.750870702104
394	45896.13542915313	45675.49807898207
395	45786.178201188835	45302.06733971462
396	46922.30542586922	44190.00550575544
397	49123.96209356478	42629.68897685254
398	52102.55863366644	40992.37870931532
399	55442.37336280993	39583.031911236496
400	58595.43350911413	38554.76302707588
401	60957.90975346344	37916.23910663322
402	62045.214973623275	37602.893549010056
403	61677.888383153084	37558.31240016207
404	60062.366199472315	37769.5507939906
405	57715.217340060226	38242.07762802337
406	55266.652276829685	38935.60231845315
407	53245.802128168	39700.557216714966
408	51946.83678787705	40286.92733212817
409	51402.49837134036	40433.523869212
410	51459.9925213299	39993.57301920898
411	51897.76363798024	39035.11945498263
412	52520.73644547313	37846.83528410198
413	53185.14803760622	36853.37399485593
414	53747.79627686791	36464.719162388
415	54014.93988460216	36922.99762831893
416	53754.36331224277	38199.20943367489
417	52784.59578995393	39988.73708736249
418	51092.711452497766	41813.29662874429
419	48890.50512258339	43187.30421709706
420	46568.65542524432	43765.22619357432
421	44567.06592731562	43417.03699294166
422	43235.16960800578	42210.02851473924
423	42737.58155841661	40361.77854427269
424	43027.56178262626	38192.0077624253
425	43878.45448798245	36110.359416219995
426	44970.959202656624	34575.09464580115
427	46007.11667420771	34015.54504811672
428	46825.56790055445	34704.832766006286
429	47461.00667867511	36647.612938723316
430	48106.424163254735	39522.28874032875
431	48977.91644872377	42722.169935394195
432	50156.75866149503	45493.95301625706
433	51491.94987776533	47140.27980824156
434	52653.15189289061	47227.83778874617
435	53309.61750850133	45731.58700558852
436	53334.11945086275	43039.51356724119
437	52889.826718706936	39805.11966026787
438	52345.29249682565	36702.95832808539
439	52061.8450109813	34208.52536494982
440	52196.98078719035	32507.11193456727
441	52649.500270618315	31552.85172179639
442	53153.64835195912	31201.357452148855
443	53443.809572223494	31320.395580847173
444	53372.78591749427	31818.87388910947
445	52943.85094162225	32616.23798815145
446	52274.20225146836	33594.81816734466
447	51545.12580515462	34596.0883873908
448	50943.16036096787	35438.97447649355
449	50605.358908425595	35973.71999633511
450	50577.066443094314	36121.148090377545
451	50806.52893994047	35922.00818017119
452	51186.13622963936	35537.82604477207
453	51611.916591753514	35204.64687826105
454	52004.26298583938	35129.953802001226
455	52313.59841287063	35396.64299022256
456	52495.54622017898	35927.76780590576
457	52510.99136417791	36548.48476288777
458	52355.10885621781	37088.57388253374
459	52075.882800766565	37459.37930055991
460	51765.482849784035	37668.34539110519
461	51505.015047334935	37785.09748787494
462	51291.27424622225	37916.60053625668
463	50987.22848607077	38204.01951930506
464	50359.23347766147	38805.92576037077
465	49207.37150299727	39833.176398934585
466	47525.170031318194	41255.16339775174
467	45590.69106499306	42841.341917690945
468	43899.038432075504	44196.845819797876
469	42955.98632726406	44906.56385364373
470	43056.12800494999	44707.642482466305
471	44189.86145427473	43604.71680379004
472	46118.38246751658	41856.59238495067
473	48557.1314254643	39871.379335300975
474	51318.81011574584	38067.488005929066
475	54302.325794818214	36767.19023302084
476	57387.75767790443	36136.37074921302
477	60340.660040580384	36166.461011347696
478	62853.5267283658	36684.67311585214
479	64696.02762513493	37403.6237786153
480	65843.48811148402	38016.73261973557
481	66458.77077694106	38322.81041005505
482	66741.0755579762	38317.225153192914
483	66761.27391778879	38199.08417960957
484	66438.58821393376	38260.87671663308
485	65662.96000889775	38708.392823745366
486	64464.62634906323	39520.577662173106
487	63085.76691837172	40421.8640890151
488	61897.887965608475	40999.90697673994
489	61212.0009312506	40904.88589272335
490	61098.93470194332	40020.835746176315
491	61333.01656262997	38515.83218017631
492	61483.38995382439	36757.937766872696
493	61112.94571856576	35156.49821441607
494	59993.187390604304	34015.49152562616
495	58248.478654186605	33470.41765547492
496	56352.50029349633	33497.34668039935
497	54960.26657848959	33974.071162459215
498	54637.62162771242	34731.43761663171
499	55607.45337700393	35584.29567762326
500	57654.15339284956	36347.939637756484
501	60234.978648390126	36853.92474180445
502	62771.10554673249	36982.67211288978
503	64932.485634157136	36698.217042516575
504	66743.50855675878	36067.31251097132
505	68418.05355984798	35241.68813296183
506	70077.24183967989	34411.64610553338
507	71541.77099203637	33746.66345373748
508	72399.06800887105	33348.12095067145
509	72290.21562900874	33233.1497335741
510	71199.14170376315	33346.96201442636
511	69522.45004787162	33594.95197587439
512	67847.54332463148	33884.589612303964
513	66617.26611778607	34156.315362641806
514	65908.43975527721	34395.571808393135
515	65458.069429211784	34620.12621063933
516	64882.565940135784	34859.654869087586
517	63938.4759300077	35137.65688888914
518	62651.89705949012	35466.77533928548
519	61291.24119579677	35853.50391964827
520	60207.48215824562	36300.282790562575
521	59665.7377156321	36799.29836325624
522	59738.05067957708	37316.07957520485
523	60283.0590165723	37781.025648137766
524	61008.60732410476	38103.82294492079
525	61579.70162466533	38208.25777356886
526	61721.70505702701	38076.61065509777
527	61308.73030264723	37768.7179753668
528	60387.85143441001	37410.04113842062
529	59153.59949280526	37141.49295176298
530	57878.50516145033	37070.48714527355
531	56844.13408694426	37234.65826410048
532	56299.20760951297	37603.031771909096
533	56415.666297046606	38098.60145602075
534	57232.66194264405	38631.68843487579
535	58631.08027662724	39138.47835178414
536	60369.30804813966	39595.25328135926
537	62198.02195787651	40019.62305514981
538	63955.71121650141	40440.57828023006
539	65587.94727425264	40873.98622656171
540	67089.30186959986	41314.27166148023
541	68444.36990140371	41755.178686991065
542	69635.38853641895	42214.44232579024
543	70707.23145866433	42724.625696860036
544	71779.44254665138	43279.908863239136
545	72999.50239214569	43774.770198601545
546	74445.30705216076	43996.91382182815
547	76050.95824874224	43702.115427148594
548	77605.29667346185	42746.883682019274
549	78795.73295726752	41188.14968348389
550	79280.85898757358	39300.07001357527
551	78791.4529373656	37484.79005181357
552	77223.09062578807	36127.91176662354
553	74726.13088593811	35461.4069285584
554	71721.22878802623	35502.8333142508
555	68797.28913096905	36075.28167551033
556	66509.56965031107	36903.27038066069
557	65169.887783147715	37732.365428425284
558	64760.81206774431	38419.63807874044
559	65024.11032076215	38968.44756457414
560	65655.76715227516	39504.56111445985
561	66472.04588166802	40220.20432733432
562	67435.86814831103	41275.44727945582
563	68554.54496280478	42701.35210375477
564	69742.34765575387	44317.68487095098
565	70755.55223149016	45745.919338262756
566	71250.90634046332	46557.46068711488
567	70912.13123195978	46500.00463655005
568	69587.64647792594	45680.262701483065
569	67365.73155048488	44552.597803589306
570	64562.91398585976	43693.68505025668
571	61631.28910014933	43487.56414827249
572	59032.664348616934	43915.461938139415
573	57107.27934046372	44574.389993618
574	56002.12458189292	44911.714868963485
575	55663.4055118402	44522.98795435124
576	55875.012499642326	43357.23621671687
577	56348.74888540049	41716.36737344212
578	56810.132694209155	40079.830537293936
579	57072.92158960369	38859.38107197962
580	57091.03055812135	38234.40443114203
581	56987.09753963129	38146.40685512022
582	57045.95213750511	38421.59544981405
583	57649.38816911432	38923.358875720536
584	59103.59042891572	39608.826785530175
585	61431.73624960342	40469.256529884595
586	64250.15922230747	41422.553348635905
587	66865.19023693685	42274.88275953343
588	68572.11588134672	42790.45582054849
589	68974.4416694206	42835.68253778954
590	68114.97758973065	42471.74888512564
591	66343.57494375133	41923.35046464302
592	64084.51503048655	41456.40918588585
593	61664.41283869617	41236.54461866496
594	59305.69498040083	41274.7968775671
595	57206.335969640546	41455.85611800951
596	55610.769124907005	41625.75341484045
597	54807.87897725302	41666.485343042455
598	55071.247733581156	41528.847390094204
599	56565.382667707745	41224.57621495248
600	59232.02558507223	40804.74293466745
601	62722.1498803553	40341.61882822736
602	66407.85866494206	39936.55662029611
603	69533.45950010579	39731.706493437494
604	71442.23051851164	39907.5699134651
605	71791.22161716355	40637.62376835259
606	70626.81264522209	42014.86666318545
607	68313.49667081556	43995.478469537855
608	65339.342106740936	46398.56416450303
609	62157.58788834253	48964.637435013276
610	59094.29358006074	51423.65246224461
611	56365.88599845726	53538.2058509533
612	54140.88779738601	55129.14037380435
613	52589.73791117071	56100.63021697281
614	51887.94438477939	56480.16854119333
615	52161.54736287889	56439.634663655444
616	53399.81963551881	56265.54993176191
617	55382.203138913676	56260.533880636955
618	57681.942481549006	56629.98394432103
619	59765.10672297473	57403.07658120292
620	61144.552519303616	58427.0658456834
621	61526.07533690625	59431.442668098665
622	60877.70888395826	60154.34637674172
623	59393.335560835534	60467.77914130612
624	57382.65439866873	60424.98687171142
625	55162.85538502627	60192.923572032676
626	52984.08301497098	59902.681014606074
627	51009.35747775169	59529.961995523365
628	49319.34071251037	58890.954933365276
629	47924.21434699607	57767.18813853219
630	46785.00462135457	56061.72777952665
631	45851.038504529424	53881.50376923871
632	45122.051420409516	51498.655711896645
633	44692.40107993193	49239.46811802126
634	44730.33134176729	47362.81642583875
635	45409.914900291245	45987.979044005246
636	46806.23621247697	45071.5262975645
637	48860.424016005054	44431.8125117981
638	51409.48176040019	43826.69140416196
639	54252.54367447938	43057.186578968445
640	57193.40918847137	42077.11203870918
641	60029.29084174031	41033.97872534234
642	62526.04951739626	40227.068043992025
643	64427.66713055312	39965.91143611671
644	65510.62206077477	40405.54330620061
645	65683.04287803094	41455.05122027745
646	65055.45858655784	42809.172481790985
647	63952.11872924107	44089.80639596831
648	62845.40990406931	45036.653980218034
649	62208.89730202397	45612.890031004405
650	62341.82399712846	45998.46280628137
651	63230.98812699711	46475.40004793357
652	64525.27913778556	47289.53300739591
653	65632.35230929933	48569.06244734772
654	65916.60682200603	50302.3911524115
655	64925.9818084389	52351.00745337883
656	62586.36166058815	54461.42861496719
657	59295.06326320623	56281.87053789572
658	55866.73968294472	57416.257873520706
659	53315.63200650017	57537.492574813434
660	52525.73999987162	56528.6385510563
661	53933.952528944326	54576.69198920607
662	57365.1414066398	52137.58429637792
663	62094.78345241898	49778.85164090317
664	67101.64050521236	47964.54272993176
665	71392.37899524503	46900.09071112212
666	74267.71798593923	46535.32900097541
667	75425.90183637428	46693.845008379605
668	74926.47769003607	47240.19611717702
669	73051.23171810551	48145.66407215113
670	70155.40214134383	49425.23358460454
671	66589.43401433132	51012.35166082733
672	62703.48041857588	52690.787804164116
673	58906.79549052821	54138.34909505391
674	55690.84128003762	55072.56281204292
675	53559.00158054051	55352.188051800156
676	52862.48473735748	54999.283004141515
677	53626.31290101571	54138.34392180912
678	55496.173236628514	52941.89668194264
679	57857.22049497884	51617.64313715997
680	60071.01057230562	50405.407463329044
681	61722.18432406774	49533.59212887686
682	62706.71918010317	49116.44594060508
683	63154.90247378849	49078.054101893445
684	63257.53966287937	49171.851615692125
685	63154.273710583904	49118.45785075303
686	62922.19385593885	48763.17457983493
687	62616.87699607246	48155.37661279151
688	62285.86238336502	47483.352656474715
689	61936.454172581	46932.33789891325
690	61517.79633830327	46580.610415060124
691	60956.68445530949	46390.25028021257
692	60234.5437932214	46306.61831422309
693	59415.78339017365	46356.0342978493
694	58598.195507651	46680.92801526889
695	57822.70191427622	47473.77507156473
696	57032.788061117026	48873.14229571872
697	56142.849094233046	50878.29893075686
698	55162.603501223726	53321.48956997611
699	54263.9275185853	55888.757989027916
700	53714.37312937163	58180.67222999304
701	53699.04073489286	59800.92906481576
702	54158.389230068155	60461.1044200202
703	54748.228318003916	60069.42995016911
704	54986.6827576151	58757.496424324134
705	54508.96226576875	56827.10214215497
706	53284.36691539573	54646.99356393669
707	51671.59713451394	52559.65031773351
708	50277.546528330065	50809.63141256395
709	49721.87980702554	49512.35000082631
710	50425.389845128186	48634.86247226743
711	52516.27408307058	48030.23718517321
712	55818.88243669449	47515.63432677659
713	59914.231150893145	46989.95593306604
714	64238.37255733399	46511.42753141704
715	68225.77189965738	46272.84707987432
716	71444.55288384669	46488.13423582287
717	73651.17276848917	47249.524578719895
718	74741.86766003838	48457.19294935694
719	74687.1264515947	49838.44221847087
720	73520.4647686832	51042.9006676081
721	71430.88546967068	51753.85803527277
722	68823.70921112699	51774.05947810662
723	66264.33372476687	51068.19235577735
724	64303.41368476558	49759.87558079888
725	63273.667995317664	48104.76612687549
726	63189.275515606976	46427.4226248692
727	63769.46510012784	45040.73429258136
728	64576.4400478053	44171.300433470285
729	65177.67441506793	43931.529407162394
730	65299.60955472439	44326.83415676262
731	64908.39943832777	45280.62703636344
732	64193.34182141283	46641.28814975287
733	63467.0857560465	48180.965165768706
734	63022.457420030616	49616.45801255733
735	63027.16926477596	50687.39884669565
736	63482.8568480679	51252.543068024825
737	64255.07232839939	51337.40169132303
738	65122.72695821763	51072.082211833535
739	65815.67101592358	50572.907536289196
740	66055.9787632168	49867.67194527952
741	65608.16662750996	48935.263064630984
742	64358.199172486085	47810.03524033698
743	62394.67823995771	46649.59209545849
744	60024.65346877767	45690.30335042364
745	57694.83828867297	45120.443692841654
746	55829.60134134621	44978.8327244394
747	54667.26373358632	45150.15251421194
748	54202.07070892722	45451.73152973152
749	54241.104192500185	45743.59848215198
750	54556.69845947981	45977.76368759626
751	55008.73710111067	46181.8358272147
752	55592.92227735594	46392.94974724301
753	56385.75710764909	46586.44858718592
754	57433.13934684045	46649.41478870434
755	58660.47356888902	46418.3569870794
756	59845.663535701686	45768.78864811991
757	60703.545601748934	44711.39982458692
758	60998.57347636353	43438.71036980324
759	60668.15521494372	42271.76187824165
760	59871.26827530212	41532.69972159994
761	58943.14580752578	41412.47619765757
762	58260.90723705496	41918.0588662489
763	58064.96192408947	42927.00824601698
764	58329.09381303264	44305.82552986231
765	58758.057945421955	46010.04795899544
766	58950.28645075238	48090.82508003048
767	58632.568050497066	50595.43568214985
768	57841.105098630804	53429.09601538762
769	56906.56235612271	56290.78195011872
770	56265.56885034296	58739.081114774846
771	56203.48274443161	60386.72639695753
772	56718.472177131014	61097.432666182576
773	57544.72784434138	61062.910113968916
774	58329.863838525634	60696.75374143428
