episodes	DQV	Tiny-dqv
775	58780.80925118539	60416.64115187123
776	58736.63704870448	60454.51945562082
777	58144.72452859932	60788.65519629875
778	57039.97052690822	61200.99752087187
779	55589.59308391677	61382.74785176287
780	54125.249047278114	61037.643557571864
781	53117.73983523829	59959.1586458994
782	53003.924005420915	58087.94580360969
783	53988.136267033886	55521.46735600858
784	55898.48105032975	52487.27417992577
785	58235.360264693474	49284.32434166642
786	60367.244720731964	46219.81403221061
787	61792.444386943556	43571.88964535861
788	62311.01887749774	41563.798361275556
789	62043.380987266464	40348.50824600592
790	61310.22849078389	40004.1736760596
791	60446.88055081035	40537.741205161554
792	59660.51579551138	41888.44369462607
793	58974.57405165743	43909.64430949546
794	58289.37438911211	46337.58269436872
795	57488.22769562971	48795.7476842928
796	56548.358735073256	50858.391692978024
797	55606.33354674885	52185.54578126557
798	54947.04260380899	52635.123130649554
799	54904.43171493755	52291.938163857856
800	55701.494426500605	51388.09102025958
801	57302.70140248575	50172.022606956554
802	59386.16510079386	48817.91525865825
803	61467.15444801562	47406.0484803752
804	63102.651530114475	45974.81733670361
805	64072.52317109235	44587.294300651934
806	64395.14756140139	43371.55826531392
807	64214.92912794514	42507.56389848816
808	63651.293057930685	42166.03939418291
809	62751.61628438319	42422.67802121822
810	61541.69129041104	43199.86995690852
811	60121.5967809499	44283.81740101399
812	58683.416766819675	45403.84927511237
813	57479.6470791047	46341.32162026412
814	56772.42381114394	46993.651181343324
815	56813.668974935594	47369.78408813267
816	57827.45234829984	47541.29947961184
817	59913.23469361611	47581.124904987955
818	62929.59041052127	47526.1682972773
819	66424.7643038455	47368.956438542984
820	69756.51172796512	47070.1613469499
821	72328.98784086718	46587.228273806606
822	73818.67569038236	45911.4674623125
823	74237.46053530517	45089.65328885527
824	73831.00708998147	44216.070722333876
825	72926.95473773395	43411.530487364005
826	71832.44163718895	42794.520783181615
827	70791.77632709904	42477.75842284731
828	69967.35539355435	42560.623347024826
829	69392.17913386249	43099.21213423494
830	68931.81553548758	44084.293406106306
831	68310.89426955208	45428.6916147941
832	67227.5379635095	46992.010992506664
833	65527.544624083734	48613.025769989974
834	63356.7147781667	50121.37033712202
835	61181.51636604373	51336.95368649725
836	59626.95318523304	52089.07874821907
837	59208.81459996287	52282.63298626607
838	60081.97145990638	51989.11282763914
839	61958.810805455214	51479.95556413963
840	64249.67271008919	51147.04406969235
841	66342.82583179194	51315.987985856256
842	67842.27414411123	52044.86343996746
843	68625.32997300368	53057.60006929977
844	68744.63367396982	53873.742050625544
845	68291.28476637279	54086.52883599445
846	67364.95283720129	53615.32918917204
847	66140.72266876476	52768.706948026025
848	64940.42601146015	52068.710231516656
849	64177.76216741154	51967.292028196476
850	64189.61021165275	52633.77356017711
851	65049.34151641233	53925.30217929477
852	66521.61765413544	55494.08212939765
853	68184.62152285401	56941.64999399345
854	69640.6254927231	57919.88469300207
855	70657.22304554879	58163.40640682105
856	71191.29196879946	57518.35012929815
857	71317.81107320674	55982.29035117908
858	71153.9402278258	53741.08900895316
859	70803.5088877398	51154.56683004498
860	70333.62783624191	48654.19422002338
861	69779.74114106057	46606.901299165416
862	69195.37261644517	45206.41932052606
863	68732.90856788062	44444.44978783586
864	68693.31435492415	44162.42932136471
865	69430.59052765138	44142.8944670813
866	71117.39196706329	44194.92344655094
867	73527.7697065936	44205.025591583
868	75998.13100450316	44135.029818848845
869	77657.39592907253	43997.03132347934
870	77785.75899339457	43820.52677871875
871	76118.78423106356	43635.12485278563
872	72904.94698322334	43464.787335313114
873	68760.91616320127	43331.7899992318
874	64433.63994761065	43243.6942272591
875	60601.464444173725	43186.54508224822
876	57768.20720731187	43136.921760539575
877	56204.02181696992	43090.112611470984
878	55904.807273155195	43089.433298078664
879	56589.20180469396	43211.38711523476
880	57765.88372312515	43511.052369716585
881	58879.99408403167	43949.90839113933
882	59478.99756794271	44376.28886935403
883	59320.50155487642	44586.757598430326
884	58399.47881419694	44430.12236054695
885	56919.45226297385	43889.05785564097
886	55235.75997472163	43082.08672766983
887	53757.21263489601	42191.417217959315
888	52804.41358513126	41367.97069419007
889	52435.4116353645	40669.84482538776
890	52384.22133906308	40068.058580179466
891	52175.544874780826	39513.37955914551
892	51400.49344634729	39017.32475699525
893	49981.63410999184	38699.10998443074
894	48271.89228658744	38763.017593374716
895	46913.85637615039	39414.72683370678
896	46547.89211886231	40744.82467906936
897	47551.694231824986	42643.02196555726
898	49900.741396679055	44785.72348102579
899	53208.75088390336	46725.54977004259
900	56887.165401816426	48054.377455832684
901	60348.03233208095	48575.766826213716
902	63162.3517406958	48373.106275175065
903	65131.83512475838	47735.951397659504
904	66266.536360347	46983.05055776669
905	66723.41220727179	46301.23119065765
906	66722.48338681088	45705.78905758597
907	66481.33751940035	45116.65046201481
908	66154.14769357898	44474.56768956887
909	65803.59159116921	43802.41593749102
910	65424.07233055685	43183.76705787099
911	65011.804083761475	42690.74852149271
912	64617.30200570139	42339.50259574835
913	64326.46180317593	42090.71516472244
914	64174.23088461367	41900.54164246583
915	64099.78320519235	41767.443781420494
916	63993.73102062446	41751.94214153846
917	63809.14707221961	41961.39585031686
918	63626.67892661923	42495.19634160581
919	63592.47116462997	43379.86533718027
920	63779.073485990375	44509.73837128952
921	64086.699820175694	45640.38344504852
922	64263.64115904582	46448.37759685625
923	64056.31169781859	46651.81978037214
924	63376.38010488435	46131.40478031927
925	62388.92010715768	44989.25734230333
926	61454.97431935326	43499.162866902654
927	60962.60335439764	41997.29071576886
928	61113.465690411605	40768.60027868187
929	61798.173312074934	39997.27226314895
930	62616.243755906704	39762.56316857585
931	63077.00722847899	40051.12523975466
932	62853.23889777501	40759.44545431067
933	61970.674520450906	41710.26372861228
934	60786.79415243439	42727.95628930708
935	59796.978478204095	43744.804594495705
936	59374.365036595744	44861.181722211084
937	59598.71723578599	46277.61718809247
938	60269.89036760323	48119.56937510716
939	61082.01693240346	50275.898712734124
940	61804.392289958094	52391.175174277756
941	62398.88346671217	54030.630661309915
942	62970.80612919495	54919.247452667856
943	63650.55034898305	55086.729140823605
944	64485.62033891039	54826.73290181768
945	65434.439104887206	54506.01381674422
946	66441.8836833534	54342.542480368924
947	67533.53685097094	54275.66620924898
948	68835.7563573952	53992.74697621114
949	70510.35204484557	53098.13522964825
950	72622.09669682753	51338.189379782256
951	75042.83572793615	48763.64503324962
952	77428.84063140533	45722.94075286809
953	79320.74900224007	42723.61999376903
954	80307.98536209596	40232.95571103259
955	80186.20043861656	38541.93751273654
956	79011.53181708335	37730.91479938755
957	77033.18930422966	37724.040111030605
958	74546.46652211715	38368.72925980625
959	71776.0387866313	39487.898812643085
960	68840.57587183554	40894.88519991276
961	65826.00904331663	42376.9581291388
962	62870.94144306764	43697.826247811136
963	60192.619967238716	44642.957117599755
964	58036.832379946696	45093.62559514298
965	56601.52557536458	45079.413452810986
966	55972.233673073955	44764.140564430774
967	56114.153825503025	44355.749615511704
968	56870.71847426164	43995.55827229407
969	57971.11968957883	43687.1273119859
970	59066.36145012249	43310.26229464707
971	59800.15334495799	42717.665906476526
972	59933.16266356947	41845.087525110226
973	59438.294945360736	40780.63481330754
974	58523.33581691529	39753.51430335521
975	57541.8709231774	39061.00525187534
976	56838.300387100244	38974.21578818824
977	56608.594395723616	39651.57950393949
978	56834.43488076924	41062.262067141666
979	57320.71232826161	42985.8320790366
980	57807.478763542764	45061.2678206851
981	58102.014224378014	46911.473393372275
982	58151.40331607218	48273.26299546452
983	58042.932085591165	49076.89528415806
984	57942.33723378075	49420.10431948754
985	58014.65645686359	49466.164504361455
986	58356.44523820603	49331.853806211686
987	58962.2917974574	49027.64029289472
988	59736.08231040877	48483.95866702608
989	60544.25096466861	47630.10155068296
990	61272.46018594687	46473.99910714028
991	61873.524500087085	45121.87628956951
992	62380.814206016716	43734.897767485716
993	62915.66351443835	42459.10759920826
994	63667.71161346717	41382.687393605505
995	64815.45390675155	40533.78769105385
996	66414.37304860087	39904.19587751215
997	68276.02061860645	39470.80239166891
998	69975.52418854694	39206.89455084032
999	71000.11913145035	39083.27943300671
