training_steps	true_return_DQN	true_return_DDQN	true_return_DQV	true_return_DQV-Max	estimate_DQN	estimate_DDQN	estimate_DQV	estimate_DQV-Max
0	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.12435141539871693	0.0840581315845251	0.07375396840870381	0.11585175521969795
10	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.12428191764056683	0.08385177014470101	0.07425439840257168	0.11565458882451057
20	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.12394403557777404	0.08380693076848984	0.07437205711603165	0.11559861716032029
30	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.12411689262092114	0.08340477157533169	0.0729703770071268	0.11547341164648534
40	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.12426327832341194	0.08391942338049412	0.0740617380052805	0.1158290037214756
50	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.12421918192505836	0.08346963091790677	0.07353948397934437	0.11536392222642898
60	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.124329066157341	0.08353874258100986	0.07287101780176163	0.1150784226834774
70	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.12407169556617736	0.08358175071179867	0.07394859271049499	0.11519094613790512
80	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.12402112919092179	0.08380013821423053	0.07440321186184883	0.11540779082477093
90	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.12409507789611816	0.08345538981556892	0.07375917747616768	0.11606621913611889
100	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.12444979091584682	0.08352278452217579	0.07370217798948288	0.11606439682543278
110	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.12414525331258774	0.08365019879639149	0.07349965704083443	0.11592162073850631
120	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.12430232145786285	0.08338369115591049	0.07450706280171872	0.11608666611909867
130	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.12405101398527622	0.08370168773829936	0.07372193385660648	0.11561045356690884
140	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.1239881089270115	0.0838844752639532	0.07270194409787654	0.11550099380612373
150	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.12423406284749508	0.08385415633618831	0.07376724755167961	0.11568595205843449
160	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.12395593246519565	0.08386982230842113	0.0734736022233963	0.11615315503180026
170	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.12389176326394082	0.08378656539618969	0.0740715296804905	0.1162556398332119
180	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.12436020518541337	0.08383038485050201	0.0744962042272091	0.115651589345932
190	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.12428280300199986	0.08383621295392513	0.07415044439435005	0.1155426210641861
200	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.9241173893679865	0.02957617626413703	0.03431569730769843	0.10016747163534165
210	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.1611653707981109	0.026456189650250598	0.036822980646044015	0.09731452822387218
220	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.2003368135690689	0.02465311097856611	0.037015267526358364	0.09737646656632423
230	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.19937754778862	0.027891857952799182	0.036238437262177466	0.09769635110497475
240	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.239795296049118	0.0322482140570879	0.09687751146703959	0.07589966371506453
250	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.2490910821676253	0.0321105755161494	0.09860676822662354	0.07522365452051162
260	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.2747110762119294	0.034020026901364325	0.09701030310988426	0.0760178811043501
270	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.2698470228195191	0.03269400300085545	0.09096461135558784	0.07625132933706046
280	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.1205125785112382	0.0514404760748148	0.1030527897208929	0.06132592907249928
290	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.2250651716470717	0.051327974830567835	0.11666316258087754	0.061159974433481694
300	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.3290372522354126	0.050633163860440256	0.11367764279842377	0.06129202491641045
310	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.4377838093280793	0.05040261129289866	0.11270086312200873	0.061515641926229
320	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.4733287517547606	0.06367030746638774	0.12555094317533075	0.050739853689074514
330	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.544663311100006	0.0607985272526741	0.13640334821641445	0.055021267546713354
340	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.6747168354988098	0.06040098890066147	0.13724899943415075	0.06071632650345564
350	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.6071378668308258	0.06356819452941417	0.13181090694107114	0.06471844082176685
360	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.6892504265308381	0.08075575310885906	0.18980336191710084	0.0826081985220313
370	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.7469312389850618	0.08027974099814891	0.1843403987279162	0.09620322249978781
380	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.6918873891830444	0.07789872755855322	0.18754248364390805	0.09796266824603081
390	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.7607634452342986	0.07752214184254408	0.19084579918039962	0.0985303468555212
400	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.733815924310684	0.09000076479762792	0.20227871278617532	0.11977446185797452
410	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.7500471890449525	0.10672198323607444	0.20579859823654406	0.12357378799915314
420	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.8584250336647035	0.09982090235352516	0.19072253867262043	0.12927950305640698
430	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.7936187888145447	0.10207011320590972	0.22066784098602366	0.12574643248021602
440	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.7403056568145752	0.12499221541285514	0.21880911402262282	0.13050013264864682
450	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.7634287415981293	0.13440628524571657	0.23515445600056556	0.13567433582246305
460	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.815262250995636	0.12337445713430643	0.23084108437020331	0.12986580832302572
470	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.7621875728607177	0.13079003556072713	0.23604819043516181	0.1355561330229044
480	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.717818324995041	0.15086541333198547	0.23473814584135544	0.14329671560972929
490	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.7004557693481446	0.13530798035264016	0.23956577334525064	0.1546856457620859
500	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.6870953422546386	0.14134912034720182	0.23224881894625723	0.14498185200989247
510	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.5854890216350555	0.12944619680941105	0.23143077952531166	0.158720807492733
520	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.5439244252443314	0.18190099244862795	0.2713998074951582	0.17293963340967894
530	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.5867251769781112	0.15469933512210846	0.24637333698435687	0.18477983854711055
540	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.4816635872602464	0.1636274177864194	0.26712963445713395	0.16283853866308928
550	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.5568256723165512	0.16197908513247966	0.23895448542311787	0.16424454539567232
560	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.5049371633768083	0.17049695904403925	0.30270239447429775	0.18705468650609255
570	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.551151218366623	0.1759578204780817	0.29215869263550265	0.16409741552323104
580	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.5427225789308547	0.18056410908401013	0.2671051765093114	0.168179683534801
590	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.636690089583397	0.16675858360230922	0.27934667290968357	0.14469898171275855
600	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.6206008879423142	0.16621183955073357	0.3118733931796509	0.19378451021313667
610	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.6167114025354385	0.19007380363345147	0.3079932641164167	0.1918896397680044
620	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.724724465227127	0.19748760998547077	0.2921867415410641	0.19693082592338323
630	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.688856730055809	0.17994492984861135	0.3015364946302259	0.1667133155167103
640	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.714732608294487	0.18270408497452736	0.3232821531597292	0.2126943510442972
650	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.631558858370781	0.18379955274015666	0.3034024176395265	0.19690129273980855
660	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.745907972550392	0.16423674196153878	0.296039514965564	0.19957563456892968
670	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.7798548337459563	0.20239662704765796	0.3088960187604185	0.18571581477075816
680	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.6545274142026902	0.1854373464152217	0.33392611127044075	0.24880835851728916
690	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.703485860300064	0.21975167562365533	0.32886651071128437	0.27053188105523585
700	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.7569656119823456	0.1996515972673893	0.31240189608335495	0.23908629693984984
710	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.7488818746089936	0.20150736525207757	0.32764227653802375	0.22800617844760418
720	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.7037864675760268	0.22363477307260035	0.34190850881328805	0.27938186960816386
730	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.71344617831707	0.21766380595862866	0.2979487612562254	0.23402825689315795
740	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.7322100934505462	0.25707469048947096	0.38016866558212786	0.24038967018276453
750	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.65359547727108	0.21315722035467624	0.3371371917604469	0.2504356257542968
760	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.7250031886816024	0.23003442815691233	0.36354429708304814	0.2423435327425599
770	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.6935109320640565	0.22284629239737988	0.3700071821069112	0.2628351623222232
780	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.69153123357296	0.23695430080890656	0.3815434140308294	0.2946336145997047
790	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.6975927266836166	0.25696786370426417	0.3354467897061724	0.26594643434137105
800	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.8144964035987854	0.2810890276685357	0.3510203995718621	0.2966328859180212
810	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.663796070933342	0.28104446405470374	0.4129259876254946	0.2663728626355529
820	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.6936598342895508	0.2579692922383547	0.3692438833197579	0.23879577282965184
830	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.6890887225151061	0.22055336877405643	0.4391824747601524	0.2485891286402941
840	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.7308728643178939	0.2721923612460494	0.356269654921256	0.25134924734383823
850	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.6176012245416642	0.27280862735658884	0.3287726609056815	0.26407693857103587
860	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.6494430456399918	0.2721697103947401	0.367695581882447	0.2883264975115657
870	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.6196308008909226	0.24076501445770263	0.30459152453634886	0.26393281799554824
880	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.7551363256931305	0.27091302352696656	0.37944194994829594	0.2356136438935995
890	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.634135177564621	0.26886229951828716	0.3450511752927676	0.2875272107243538
900	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.557807346510887	0.26367087455540894	0.42064674809500574	0.28530075079202655
910	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.6229323710918426	0.24868435645997525	0.3677985704289749	0.2729978894248605
920	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.6548848155498506	0.30432643081992866	0.4128431551380083	0.26804272543787955
930	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.546710151219368	0.2957484756723046	0.3801726584257558	0.2618509123653173
940	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.619797977232933	0.3114859176635742	0.3700132574623451	0.28117426656484606
950	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.657338781285286	0.2877046306401491	0.3514875175831839	0.2489072086110711
960	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.5553039190769196	0.31001532491892575	0.3717463489238173	0.2942186186671257
970	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.5322399652957917	0.29075021361261605	0.35623512556049974	0.29287927716225387
980	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.6217750341892243	0.27848077831715345	0.4083775465555489	0.30489403263628484
990	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.5704698618888855	0.25168503527641295	0.35820798817910254	0.30995996834635736
1000	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.6596766295671463	0.29343108837753534	0.3587842151846737	0.27927457002699374
1010	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.5606760037183762	0.29722886314839125	0.383130277357623	0.29788398237526414
1020	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.5100618455410004	0.2892723583266139	0.37417518338123334	0.3263265531912446
1030	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.5414207574605943	0.3166027050063014	0.36857306444400456	0.33707217128425837
1040	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.4714224687814712	0.3353547318801284	0.3868096752206795	0.3351345855817199
1050	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.4688624568939208	0.3039662758737802	0.38400024460568094	0.3210066980302334
1060	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.420888186621666	0.29557855388224125	0.382116460310109	0.3021953679859638
1070	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.4658514273166656	0.3140329556763172	0.36509282883415	0.3274791517525911
1080	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.4642966564416886	0.3357967095777392	0.3930601455204189	0.3315520911321044
1090	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.3778927871942521	0.327673578093946	0.3874193532898091	0.3009397495239973
1100	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.3914937391757964	0.31456834853887555	0.38520057575860994	0.32813531040102245
1110	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.3910530985116958	0.3586833253890276	0.37696804603207856	0.336547588250041
1120	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.3926372262835502	0.32502519081383946	0.39722768828142435	0.3593051429703832
1130	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.341666512298584	0.3035742791265249	0.3918716968868859	0.3598277580276132
1140	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.3562194712042808	0.37405988141298296	0.36665492741223427	0.30951157822310926
1150	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.2681076301574707	0.293695179438591	0.36296016213670373	0.3473670372739434
1160	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.2256499044537543	0.34153740572333335	0.3992516041836701	0.35734273278266193
1170	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.2671529254674911	0.3181771317496896	0.3808032342426479	0.3261662281960249
1180	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.2494064987897873	0.32534263511002065	0.40450974494246766	0.32924101381003856
1190	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.2079947502970696	0.31116703915894034	0.3867411089663394	0.3554046485871077
1200	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.2558256732940674	0.2926068149104714	0.3976229997307062	0.33351257095187903
1210	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.145424635142088	0.3231278069004416	0.4022943167650141	0.32146041996479036
1220	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.21252007958889	0.3391052071452141	0.4128785344882868	0.316737423825264
1230	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.1153619109034538	0.3542040116891265	0.3796033980767243	0.3184039538785815
1240	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.082780486381054	0.3014338002577424	0.39174198685158046	0.29442198812663556
1250	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.0924331483393908	0.30403707790821793	0.40511591732921076	0.32476996372193095
1260	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.0875125833630561	0.2950340933829546	0.385964377556718	0.3318354171812534
1270	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.0805352435588838	0.3189369859397411	0.414584643127583	0.331078593108058
1280	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.0208244809269904	0.30008978175520895	0.37993757994049226	0.3457296351611614
1290	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.0443005717158318	0.31608610515892505	0.4079075404312694	0.32521238890886306
1300	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.0228881729245185	0.3203235244959593	0.39336579978987574	0.31908560791909696
1310	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.011668722844124	0.3172976222187281	0.36207311033549483	0.3190926097422838
1320	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.9631655608579517	0.3155133741796017	0.4221020396815613	0.29478755006045104
1330	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.0233502162754535	0.2799473913550377	0.40628577979793773	0.28743707588911055
1340	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.9882500228911638	0.3569093699932098	0.40760089225452395	0.29335235946923494
1350	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.9811893671751022	0.33680051939040423	0.41600435617463666	0.32157490947544576
1360	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	1.004105531667173	0.3147149494811893	0.4188375506661832	0.3397716237306595
1370	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.8861397422134877	0.37521793034672735	0.4205655723448843	0.3173025257244706
1380	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.891154108375311	0.31731743744462726	0.4298789834601572	0.31750657746046784
1390	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.8919515878856182	0.34307742015868425	0.4238132208995521	0.3423069002702832
1400	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.8320270822718739	0.3325671908274293	0.43474941728329286	0.329319762827456
1410	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.8578403914928436	0.3472035684384406	0.43484096418055707	0.3135677933871746
1420	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.9126373888105154	0.3505631335578859	0.4334650833484251	0.3285869948357344
1430	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.864862112301588	0.4014757246054709	0.4578946753073484	0.2998786602780223
1440	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.8568997216254473	0.4062852677285671	0.44714286026479677	0.3164231026604772
1450	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.9451772926181555	0.35366937663704157	0.4311295668273233	0.3320620219632983
1460	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.8513192222207785	0.38768537373542783	0.48444071324290705	0.2888764373376966
1470	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.8666986887872219	0.352282451954484	0.4572597946304828	0.3094064363896847
1480	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.7788835098385811	0.38800934351980687	0.44284326826119796	0.3042949510574341
1490	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.828381950944662	0.3726586537979543	0.49435412100963294	0.307051797413826
1500	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.7965351260006428	0.3911706022068858	0.48877297683367504	0.3130376885503531
1510	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.8054147365927696	0.34939267459213735	0.4686209165830165	0.331572417011857
1520	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.781003031091392	0.3520258767038584	0.4348800869589671	0.3099842498317361
1530	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.7384647208213806	0.415248465667665	0.44047014588564637	0.28022581194341184
1540	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.8465682725995779	0.3895808439306915	0.4720622846186161	0.28002074312269687
1550	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.6719180340081453	0.3660455756686628	0.4310058514079079	0.28953990252912043
1560	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.668135943827033	0.3567209627613425	0.433370939639397	0.29661684685796497
1570	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.7275404025346041	0.3727565659560263	0.4677186212569475	0.31781619658619165
1580	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.6988056912079453	0.3749532270975411	0.4526158389700111	0.3238878708124161
1590	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.6664558002471924	0.3277247960217297	0.44192331718988714	0.30450489459335806
1600	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.6673868169799447	0.39061168978884814	0.44573443464497103	0.37799630241394044
1610	0.40186327267716454	0.4104589192909233	0.47601778902836356	0.5405087852966061	0.6197988321647048	0.38594675471112133	0.45490076694786546	0.33458260558247566
