episodes	DQV	Dueling-DQV-1st	Dueling-DQV-2nd	Dueling-DQV-3rd
376	-10.750812358354162	-19.838175211813905	-17.48386863856119	-14.916356681880897
377	-10.70109302073186	-19.95170446117718	-17.639289884985335	-15.250656224929939
378	-10.6222556602169	-20.064145675844298	-17.732016512476118	-15.467530721976114
379	-10.498170358041794	-20.16346666775912	-17.728107161476366	-15.563954648401715
380	-10.312134753101107	-20.230822317358417	-17.635258146982114	-15.586821808150452
381	-10.058444776400847	-20.248221084815594	-17.506690848608457	-15.61048210557849
382	-9.747872266936291	-20.21024968842594	-17.41851108548002	-15.701515065683294
383	-9.403622619552603	-20.1314865838129	-17.431706111540606	-15.890303275143687
384	-9.050327096947441	-20.043627037990973	-17.559755493248907	-16.162118851308428
385	-8.702246876175366	-19.983441538404374	-17.762483732749217	-16.47133352407387
386	-8.358602441194716	-19.977829144978095	-17.966783553862662	-16.763517748041835
387	-8.009675393699299	-20.034659134062377	-18.102029467933345	-16.99222529523656
388	-7.649924117270042	-20.14230775084958	-18.127184778240927	-17.125624804091835
389	-7.292256792194298	-20.27655712690411	-18.038970602619834	-17.14529495571579
390	-6.968116298276826	-20.409309948321045	-17.863222140686965	-17.045801507774947
391	-6.711346853885109	-20.51641377508816	-17.640156111244508	-16.835452312540962
392	-6.531660289741485	-20.582560408476922	-17.41277701709612	-16.53445617030174
393	-6.401085771871556	-20.60247839127672	-17.221900967181732	-16.16544820876178
394	-6.267471327454425	-20.579676714721547	-17.101325552280443	-15.743250083591509
395	-6.092861490694887	-20.523120756451462	-17.073418333960607	-15.272220754611332
396	-5.886469324704566	-20.444280032334753	-17.14252285362763	-14.757747457836196
397	-5.705119001011208	-20.356041085739342	-17.289932138601714	-14.224034411446423
398	-5.61620964595187	-20.273054751717723	-17.474730384160516	-13.720829847989101
399	-5.648529654499964	-20.211592416956304	-17.64143250256297	-13.308350041912156
400	-5.767468846662141	-20.18598526338066	-17.734609934561114	-13.027303819721983
401	-5.8886769287048875	-20.202311959325474	-17.715142262220663	-12.872433978667253
402	-5.918142132523478	-20.254041241813546	-17.573179523143878	-12.78752995248739
403	-5.790574045586563	-20.322711853248023	-17.328957806169722	-12.688151540164185
404	-5.489574951155507	-20.38452464569034	-17.021165785808098	-12.501014013827824
405	-5.045118857769693	-20.419932404893434	-16.686926070109696	-12.198881243080798
406	-4.519247265154701	-20.421198723745135	-16.342299670355857	-11.812059435096359
407	-3.9902601778675035	-20.394585563756344	-15.97816767871343	-11.411436749646736
408	-3.5367621667638476	-20.35661268247737	-15.57433145161595	-11.074364418024281
409	-3.224074153398492	-20.326278605167456	-15.12657099000368	-10.854283640413287
410	-3.094330546300326	-20.317492477153042	-14.668358978111563	-10.7687489519157
411	-3.157204715132256	-20.33495347183159	-14.270678214159672	-10.80707299374524
412	-3.3852137184239095	-20.37466920971793	-14.016423828723195	-10.944018442816532
413	-3.7136345393113324	-20.42793151036321	-13.962188188060134	-11.148662919691485
414	-4.0478264589016595	-20.485277235163423	-14.110271091173399	-11.38572637863629
415	-4.283893124455965	-20.538793017792806	-14.406155832977824	-11.614515063777281
416	-4.336749858120683	-20.581574783307683	-14.762899833333499	-11.792563578221621
417	-4.167822509309163	-20.607523031938438	-15.09650553127622	-11.882234405802867
418	-3.796956488102264	-20.61223078129754	-15.354116816899854	-11.856757887476153
419	-3.294343818558195	-20.594860290535607	-15.524402917079646	-11.699666234520727
420	-2.754821816643348	-20.56015550859215	-15.62756435628259	-11.403979356920978
421	-2.268941263480939	-20.51809173586326	-15.696615085873912	-10.97948857591303
422	-1.9003238313889224	-20.481505863670872	-15.75851635832442	-10.468768804519213
423	-1.6739863125524244	-20.461380268117537	-15.822898676007341	-9.963249784233156
424	-1.576447212532407	-20.461551328924777	-15.88212217970343	-9.594420454268207
425	-1.5644997624307477	-20.47585058192153	-15.919836267124323	-9.496602728780736
426	-1.582047944291731	-20.489360859248308	-15.922399753485182	-9.751279455262175
427	-1.5777260439122989	-20.48470421295839	-15.88451127522116	-10.34540872734301
428	-1.5172325514606486	-20.451122653255386	-15.809620589948523	-11.170162368699527
429	-1.388293516849895	-20.3916008176218	-15.701449370731673	-12.063351899620992
430	-1.2038277781107176	-20.32330934492131	-15.557276341775065	-12.87407328363588
431	-1.0030085640655635	-20.270178939609664	-15.364967802362093	-13.514569651120812
432	-0.8461745110918688	-20.251485444711577	-15.107707104957075	-13.977881045268228
433	-0.798579255896364	-20.27338568541481	-14.77613574932038	-14.317121538480674
434	-0.9056417095127282	-20.328196820225187	-14.380597733250726	-14.60141231219179
435	-1.1736494721450472	-20.400537500664207	-13.958145009813006	-14.873520121312643
436	-1.5667788749195812	-20.47428265224277	-13.56934089452561	-15.12700622704188
437	-2.017371307327646	-20.536380299767693	-13.277000503130015	-15.314118010762597
438	-2.444551209578654	-20.57677575899133	-13.119837096253097	-15.370706526567588
439	-2.7722495065183264	-20.588383094479255	-13.089822667475216	-15.24262582629397
440	-2.943463758841278	-20.568653205658645	-13.124387642264907	-14.900934806619272
441	-2.928773961908509	-20.522458309640715	-13.12091697599148	-14.34982942519941
442	-2.725779521792025	-20.462170449911895	-12.968028049358722	-13.635955396592486
443	-2.3485080196019346	-20.403707606592803	-12.582801310265502	-12.855967049103393
444	-1.8168097367613638	-20.360116592566236	-11.94008067502995	-12.149092147112036
445	-1.1543839507343119	-20.33584917323096	-11.086555061723303	-11.661938747965861
446	-0.3989299459600094	-20.3260489099682	-10.131764043181875	-11.487957458863962
447	0.3882203076863755	-20.320340030647536	-9.21818637135678	-11.620031058698132
448	1.125234795555657	-20.309420714360623	-8.479017355219977	-11.944988771353717
449	1.7297192537463615	-20.289985788205463	-7.99830546870609	-12.294071399844803
450	2.1450562290894295	-20.26500981572012	-7.792653097607136	-12.516657992888709
451	2.3592024269773826	-20.240043038309427	-7.8197457701123065	-12.539038311394346
452	2.4055012653979535	-20.219268809230442	-8.007001962057144	-12.379144356131405
453	2.348846806602534	-20.205142390083687	-8.278137795995729	-12.116253827914274
454	2.2648966278342826	-20.20122443794666	-8.563182414841604	-11.840449869989254
455	2.2216668277644342	-20.214595903973382	-8.787258462381049	-11.611590523489983
456	2.266676734113878	-20.253718839783588	-8.859579751121183	-11.446434916952018
457	2.4220144983551957	-20.322507044351863	-8.68297029531963	-11.332868639599713
458	2.6849910819746006	-20.414835739969433	-8.188535482719644	-11.255117671033126
459	3.034054471825443	-20.51385439741275	-7.380440811949255	-11.20890254300944
460	3.4390743623200435	-20.5968817574691	-6.363371597661723	-11.196323925122014
461	3.8714659999718846	-20.64357017991975	-5.327107799433619	-11.210769033149017
462	4.311485519228505	-20.64228585372689	-4.497572631541521	-11.227945436223969
463	4.747792303838432	-20.593114664130383	-4.060997061927567	-11.21534433951338
464	5.166652409508875	-20.506830995560684	-4.097099191647187	-11.153640475721481
465	5.536214656354847	-20.402233481484732	-4.545032464650148	-11.04754993841262
466	5.80011273610311	-20.3023023387518	-5.218478024421016	-10.917059804970538
467	5.892665059633305	-20.229943372684517	-5.8638308891552136	-10.776099245563394
468	5.774494727556988	-20.202588028491082	-6.241513675741155	-10.615140219922331
469	5.46935127627195	-20.226729335374387	-6.2063555518786195	-10.403808585778773
470	5.072972435893018	-20.295453143093027	-5.756136927895751	-10.109193705418399
471	4.7226049610169545	-20.3902860283796	-5.039043428150059	-9.720073319685032
472	4.542590409048472	-20.487866672333297	-4.305231770114091	-9.257544055912449
473	4.597964771547235	-20.567823098816966	-3.8206107196140837	-8.77078717582448
474	4.88157496843778	-20.618240111097045	-3.7661821178268884	-8.319498583462899
475	5.332204314861208	-20.63702757426369	-4.169114957356149	-7.952423939333201
476	5.867563249932561	-20.630418028893914	-4.90164077214951	-7.693547317523001
477	6.4110759966575745	-20.61005221800651	-5.74324725486324	-7.541480448419829
478	6.906233366507541	-20.58951349381929	-6.474802777542467	-7.484909578778552
479	7.319103744370719	-20.5803499416454	-6.948519496595073	-7.5242377721326426
480	7.6365689025546075	-20.588404617181627	-7.11155525038307	-7.678764782102582
481	7.863613388942845	-20.612365412495322	-6.9890027407974165	-7.974247581806704
482	8.01982402325889	-20.645333850371486	-6.653251851340785	-8.413511050026425
483	8.134087336211968	-20.67872782840623	-6.200454671640378	-8.950145335523597
484	8.23387727394591	-20.70560236172107	-5.729318006546604	-9.482876748668698
485	8.335281789227832	-20.722222898146175	-5.324075947862875	-9.872831706731397
486	8.436344932293071	-20.72658855446624	-5.04488527035416	-9.979319402698724
487	8.519841831352405	-20.716420138379316	-4.916971021666079	-9.699526689223298
488	8.566607471948252	-20.687546369729105	-4.929385386545402	-9.003883537844283
489	8.572182005696202	-20.63471567516673	-5.035508404039489	-7.955960125246923
490	8.556197375767331	-20.554687586165315	-5.164580856290514	-6.711308870243292
491	8.556722930694768	-20.450715124505784	-5.241791086901619	-5.48264602864999
492	8.612421365617246	-20.3356925779133	-5.219015824017728	-4.48227485041777
493	8.74332371287616	-20.230837960996585	-5.093273719713494	-3.864292831513014
494	8.946040780781733	-20.15890653727876	-4.897620797256428	-3.6881629557986586
495	9.20246389377155	-20.13456711534544	-4.661744176063365	-3.9218681750273774
496	9.495770077642996	-20.157795310280058	-4.366116336790219	-4.473359034909852
497	9.815768023900095	-20.213734272203776	-3.930415845694103	-5.227640765656778
498	10.150758980163424	-20.27998774463019	-3.2517400806500025	-6.071872956257645
499	10.474815125850663	-20.33622304597702	-2.28274987716695	-6.905735722785543
500	10.747627965440861	-20.371288994958753	-1.0944527487337825	-7.646497246113185
501	10.931728987901197	-20.38441264352031	0.12623807428220044	-8.231693491545224
502	11.019604272742493	-20.381074021612406	1.1479144625123334	-8.623675812244532
503	11.045158968639527	-20.36802935660074	1.803148406225695	-8.813554629549468
504	11.071288888037067	-20.350683935226712	2.0540147667959587	-8.827172558057647
505	11.15602330959381	-20.333563073949136	1.980572365470587	-8.732193426932657
506	11.32088822203222	-20.321514938562206	1.7059554057827366	-8.632489783197874
507	11.538730082677587	-20.319015198011112	1.3263234072419485	-8.644836650957332
508	11.748828134917483	-20.327939461821888	0.8905882336413347	-8.860091128825037
509	11.886126288007436	-20.34701014432059	0.4237056470700665	-9.302904540195811
510	11.909386414437508	-20.372813638119567	-0.0451692884913297	-9.916592750586425
511	11.816191990451324	-20.402743615256917	-0.48695294741038286	-10.579871534341564
512	11.641286881453109	-20.435003742202376	-0.9005981062527786	-11.149414119777965
513	11.441610091551047	-20.465719996907584	-1.3323687495534005	-11.50892941178382
514	11.278053618827451	-20.485463374254735	-1.8560154844945558	-11.604534979482015
515	11.197962665908854	-20.480208290978048	-2.5143918031909775	-11.455429826441378
516	11.223340329588984	-20.438621715831257	-3.2588666825345536	-11.14296686469515
517	11.344616347755409	-20.361734131483544	-3.930558080752296	-10.781211910920254
518	11.521979039838994	-20.268337916754483	-4.308535091077166	-10.481264075887225
519	11.694804493995154	-20.189709729502038	-4.209893047573278	-10.320260404856977
520	11.800768571281944	-20.155071392986745	-3.581829730181806	-10.318395779947474
521	11.794278713555704	-20.175928598225056	-2.526501955988649	-10.437554228075768
522	11.65932709532043	-20.24025956417141	-1.2481101426720487	-10.599068031906313
523	11.409362099173327	-20.320447192725474	0.041136485601078965	-10.71361406838908
524	11.079011884296406	-20.38983208892803	1.193327807130155	-10.71196040847467
525	10.714403556834247	-20.43628667663006	2.148448975440414	-10.562901701106462
526	10.366652498073591	-20.464525257592648	2.920852423718906	-10.280912255132062
527	10.08760095043878	-20.488060700822842	3.5799316425421583	-9.923382772008463
528	9.92676596036738	-20.517848356375175	4.2281856289524224	-9.575969009664417
529	9.923719538168982	-20.556501552938883	4.974576227198257	-9.325235076015854
530	10.099042604697644	-20.59984661028323	5.89231210305107	-9.223906947377134
531	10.44469096119857	-20.64265401862609	6.98432930256171	-9.266120610679684
532	10.920463482512332	-20.683060305342867	8.171980744704262	-9.388638129764093
533	11.460980834755116	-20.722935832740262	9.318324890029906	-9.501243915862318
534	11.995053090566984	-20.76503112417197	10.271470100812454	-9.531163663970254
535	12.466847442404491	-20.810250867526356	10.912210573217205	-9.451967585184896
536	12.849913339942441	-20.856211358017553	11.183379383386972	-9.286536297214372
537	13.146727772297094	-20.898074334863047	11.096289260198262	-9.092784668694238
538	13.376572584746516	-20.930581847238837	10.714224928456748	-8.94542650508124
539	13.56007469416539	-20.94922406098775	10.123536135491783	-8.923499264936911
540	13.710480256053483	-20.950318039629565	9.411763200421849	-9.093380448139886
541	13.832947766894288	-20.93051266107575	8.659274916421246	-9.48506422261475
542	13.931906663774893	-20.88688443124882	7.937043555694126	-10.07136305150757
543	14.018468155917093	-20.81820670119631	7.303155191439117	-10.765435255180574
544	14.112964074302116	-20.727349319063837	6.800361001816579	-11.442560239082928
545	14.23765914063892	-20.622927816421836	6.456833972793069	-11.977090378426915
546	14.402048416436603	-20.519426509586523	6.29568051836478	-12.268131750841999
547	14.588682634943527	-20.43341569654462	6.34009805671051	-12.250659612441183
548	14.7542037286289	-20.378144119459044	6.604076872596168	-11.892464059335
549	14.848721206890756	-20.357416809182258	7.072343037826015	-11.191132290611
550	14.845085844266322	-20.3627150651432	7.683240835164929	-10.18068785493209
551	14.760206934146181	-20.375245321900735	8.335435341985441	-8.937134688355396
552	14.650500485503022	-20.37325833900815	8.914356649830562	-7.578579420789373
553	14.583232896273724	-20.341127563048843	9.327831277352065	-6.252329682900791
554	14.600685717045003	-20.275751939080955	9.532373745765682	-5.103499256688412
555	14.700232099701752	-20.186741261426143	9.542164122678368	-4.237922819613301
556	14.842800433999665	-20.091047306714366	9.416525697143555	-3.6910518138338366
557	14.98015955140675	-20.00504237530878	9.232848792672716	-3.420902943346326
558	15.07846915792027	-19.9386557667133	9.05205203403889	-3.3291015271274986
559	15.125722144121363	-19.893591989536475	8.89392982708515	-3.2970568739939488
560	15.12373064295491	-19.866166339150908	8.737150036900175	-3.2223898128019335
561	15.07802374644157	-19.851786596775664	8.552287450334202	-3.0453298140669096
562	14.994183704816606	-19.848818475895964	8.338005991525247	-2.7626611769451985
563	14.880130924054958	-19.859485124861006	8.139486282575074	-2.4317006269345347
564	14.747505181842126	-19.887988235922833	8.024719819226815	-2.1504452784141863
565	14.61095021720761	-19.93618753661446	8.033695501530191	-2.0146245384420878
566	14.486240930822278	-20.000153228450618	8.14234705259177	-2.0651155078307744
567	14.39167370157873	-20.06919473013997	8.267316889480394	-2.255171888305577
568	14.349115022323558	-20.128282104397957	8.306014816764101	-2.4629118961538197
569	14.382300276095624	-20.16314940029848	8.1848724805268	-2.540771980519835
570	14.510044889258218	-20.16526643001772	7.88616258962173	-2.378935686015967
571	14.739436372698023	-20.134990802265097	7.448584016996797	-1.9588496655957057
572	15.061080369584364	-20.082929855548393	6.957486314095775	-1.3758364350031806
573	15.447582630782223	-20.027640764422646	6.529330116966362	-0.8243313603361508
574	15.854059196699875	-19.99105064724053	6.285917597364908	-0.537800275301766
575	16.22344014020045	-19.991132291544083	6.31252086958611	-0.6985806880134551
576	16.497393593048567	-20.035333129657936	6.614238122856629	-1.3569880201685214
577	16.63304701385821	-20.11771473213527	7.105400903365304	-2.39980302952182
578	16.61886828235615	-20.221852292945776	7.6452202780858745	-3.5826470072521914
579	16.479036394120968	-20.326782711385977	8.104891698148709	-4.607009800887903
580	16.265267665621785	-20.41372346404323	8.424380691119453	-5.20207054500871
581	16.03894902053224	-20.469416466297996	8.622217732582875	-5.187757151477683
582	15.8513532311594	-20.487756773079383	8.76090904738469	-4.509549367420234
583	15.730028948192793	-20.469070492890086	8.894875804150313	-3.248906160838686
584	15.675331609083766	-20.418690528418303	9.033818527638815	-1.6056146327410408
585	15.668526490469969	-20.3443902150317	9.139053110083745	0.15682591583497568
586	15.687130347356131	-20.25336529361781	9.14414282453706	1.792255515824959
587	15.719076671522284	-20.15096270690917	8.98529882609861	3.146317207530001
588	15.766745247415376	-20.042260912182726	8.62510659078162	4.18783166661491
589	15.839318875735637	-19.935842133783154	8.068626402075655	4.972457149547993
590	15.938650800320561	-19.84595267020847	7.3661717697068	5.563876337804691
591	16.052783249646176	-19.789121409545118	6.597796877659914	5.967708823341284
592	16.16004985457659	-19.777312653473032	5.845902930836345	6.122596220037008
593	16.241267816793776	-19.812324062259336	5.167043769510043	5.96094706337022
594	16.28762739097545	-19.88552057864654	4.581533773354003	5.492367799012627
595	16.300190738717376	-19.983163454291503	4.089718169587	4.8507436382577644
596	16.28518749316489	-20.091730673761607	3.7043411813190907	4.270700037448233
597	16.25091528452854	-20.19957822197377	3.4698865946235777	4.002072458774712
598	16.208143677791746	-20.295365467261558	3.4514535684297636	4.215733141152955
599	16.170519681071582	-20.366914595877866	3.693876789324818	4.943414874179962
600	16.151120515639313	-20.40322215208372	4.178495558477749	6.074921568153325
601	16.157525092887116	-20.399491855628327	4.808754423517129	7.401416005814724
602	16.190171949213187	-20.36094093147296	5.4409912628375015	8.683328105698555
603	16.24633873357873	-20.303148628304665	5.949056724084294	9.71356338906294
604	16.327037492224797	-20.24803631572615	6.285387499464765	10.363282849956367
605	16.436426214857825	-20.215872897755244	6.4931628518435005	10.5961866360494
606	16.57378276239084	-20.217997573723878	6.6674589788943575	10.452452329078307
607	16.724284852203496	-20.252265449936093	6.888284247777198	10.015481442442349
608	16.858287784769978	-20.304672314019967	7.178511492645382	9.3843498412704
609	16.942457157558422	-20.355892329827192	7.506506945353356	8.662261347805167
610	16.955818276658434	-20.38970363021165	7.824467229830958	7.956403229983962
611	16.901190854554763	-20.399894821588656	8.105245723913503	7.377957837853913
612	16.804020030752362	-20.391754500597433	8.35188820756755	7.028418580221367
613	16.700668125702897	-20.378732839287746	8.58205177353813	6.975233930279588
614	16.62270145150683	-20.37597541429938	8.801885233892616	7.228378365649581
615	16.585053456418997	-20.393506789180506	8.993796757497348	7.730056740823535
616	16.582355328310737	-20.431762588719153	9.11741434764095	8.366119440449921
617	16.59579535805828	-20.480839988867586	9.121786951809405	9.004135191241135
618	16.60457797711541	-20.52348958655194	8.95973216865671	9.545030142634925
619	16.597112679381443	-20.54050450917331	8.606089584053388	9.960933916429669
620	16.575930255828787	-20.51592484568099	8.075731063211332	10.295638301616812
621	16.552011693916512	-20.441284258912475	7.43704041025277	10.62397652680146
622	16.534851548362536	-20.31924661753142	6.810519323971716	10.999366795622661
623	16.52416926553505	-20.165941211496968	6.343936300605714	11.424014647470173
624	16.51058682485025	-20.01006124883546	6.167212554489435	11.85950891005447
625	16.484430311359056	-19.886154443132348	6.339333831971951	12.255861539815292
626	16.44553421830868	-19.82200559322449	6.819766943307734	12.575923172282131
627	16.4063798328204	-19.826705796938388	7.476906246647074	12.801406224565326
628	16.38506396663631	-19.88619620958567	8.141535454672685	12.930936564615621
629	16.393675353473547	-19.970470332382355	8.672981583624974	12.977956868528853
630	16.428707440829402	-20.04818412210969	9.009389818869474	12.973963569498899
631	16.472999383245998	-20.099436450148538	9.170149601078595	12.965640901828408
632	16.50719818956332	-20.119369116396197	9.219165554002002	12.996583032397298
633	16.52448659092743	-20.113464683628912	9.211009163056957	13.081609263286524
634	16.538252168560888	-20.089680553660006	9.161061858662837	13.194223444008356
635	16.57841819126547	-20.053562901703472	9.051209673499601	13.277251854906728
636	16.676095013620866	-20.008113346802308	8.860287312420548	13.273726439402918
637	16.847570777896525	-19.95528037052414	8.585365277870075	13.157881544357373
638	17.084860539108305	-19.89806993742703	8.237997420905794	12.942025338271167
639	17.357381654479298	-19.841585115714892	7.832549933681213	12.65973226490931
640	17.622923112018665	-19.79229563873199	7.375853446620567	12.344069686757802
641	17.840675945977836	-19.75574824772372	6.874171973469652	12.022944432074185
642	17.981655740317102	-19.732921340929444	6.341850920318876	11.73066522486911
643	18.03398122314788	-19.718515467136278	5.804739315296912	11.518012840360317
644	18.002432897714353	-19.70394319728004	5.300290363867827	11.43943911267948
645	17.903448078843063	-19.684446361985046	4.884542869032202	11.517930346886185
646	17.759853087785054	-19.66512689986611	4.638356438562433	11.718452993152326
647	17.596796254241184	-19.65968998198924	4.658719800550677	11.953242911395098
648	17.440906894282158	-19.682076697768668	5.023393967425916	12.118247068467003
649	17.317851376223892	-19.73665019215204	5.746053941891867	12.137278744925602
650	17.246943970074184	-19.8148670706006	6.749264079475218	11.990016036097987
651	17.23212945161576	-19.900496162167766	7.876172996760074	11.713273917913694
652	17.256498570799508	-19.978993456735502	8.942803748273233	11.38562135714735
653	17.285714102945136	-20.044341340736842	9.793998288129945	11.103104303315142
654	17.281373957113424	-20.099049672779934	10.348143582240327	10.951003605822667
655	17.21888010661488	-20.14871010920227	10.604700311569717	10.97344922792122
656	17.0986512387722	-20.195877427454	10.624981723356207	11.155785178633941
657	16.944940686018196	-20.23802643458103	10.501932839542434	11.434385479290366
658	16.790770133548396	-20.26954708878759	10.335798827986887	11.726146133984631
659	16.65674728798031	-20.285682821177936	10.219658013041833	11.955940965159431
660	16.536602966831488	-20.284650423168642	10.22696758269447	12.071860900762667
661	16.40149141866365	-20.266742214880942	10.394444832051429	12.037874075162716
662	16.22023309044501	-20.233327085320138	10.70931915813553	11.82686672798022
663	15.982367565719025	-20.187222279314845	11.111485395870467	11.423412178711576
664	15.707949393933836	-20.135448284291897	11.516990130823427	10.830542693130473
665	15.438371351539022	-20.091469520712405	11.85469741309303	10.075402802102868
666	15.215616947606899	-20.071962715015175	12.088666987428716	9.2070367253261
667	15.064938642900602	-20.089562131830206	12.217052373360106	8.302324297493275
668	14.99041341635946	-20.14609648761529	12.25290014716413	7.472178620703388
669	14.981532478289067	-20.231463349687857	12.203707098161155	6.860003672770688
670	15.02301926055333	-20.328630687976265	12.064486354865203	6.608452762763031
671	15.100591039395844	-20.420679926717888	11.820578246076607	6.799081970533763
672	15.203205713773867	-20.49486026177008	11.45221412683886	7.401425971334639
673	15.32368117491169	-20.54273543908095	10.941499258606036	8.270876450567183
674	15.459623695171164	-20.55894159492942	10.286856032719108	9.206515229745591
675	15.611870071818531	-20.541923605192878	9.527579177443116	10.03327743893904
676	15.781047672394664	-20.496692616393318	8.762936021848109	10.660892938806814
677	15.96360601720867	-20.43682333163182	8.139600313715679	11.08980812498076
678	16.15386831984913	-20.382259337533437	7.808115333851403	11.376969597838427
679	16.349695720079346	-20.352827541319147	7.8606718364874055	11.591554193003695
680	16.556569824509445	-20.36001345877852	8.286519530146244	11.782972744578636
681	16.782469879083468	-20.401536937934264	8.965731936019164	11.966802281713552
682	17.026259621227247	-20.462715689523442	9.70520795380558	12.125729623667493
683	17.26841044382828	-20.523287819334875	10.304339101729703	12.225065076278902
684	17.473836550234726	-20.565956155131474	10.625265795313954	12.240877076633799
685	17.60511953959487	-20.581974338547617	10.644527253584894	12.183850874665032
686	17.637963530217476	-20.571817610584574	10.461740977365665	12.111095111743122
687	17.570566931532714	-20.542014371174595	10.255620953800609	12.1046234104138
688	17.422934600779833	-20.500267584442472	10.206189086983379	12.23127407589194
689	17.22996807710387	-20.452328391057154	10.415544045290018	12.5086739886211
690	17.032066420930242	-20.40049716020755	10.867569666327674	12.892168562543672
691	16.864601605314526	-20.344354912967592	11.441663619057808	13.296562603489894
692	16.749360928274353	-20.280509730291794	11.97383086433409	13.629928210477127
693	16.690046224263416	-20.201837150761456	12.333168661919288	13.8307630143684
694	16.67520815349875	-20.09809455933543	12.476473636997923	13.88412223174102
695	16.687198038087864	-19.960441387860826	12.454792140100329	13.819399797172105
696	16.711175776465165	-19.79006548514311	12.37344416047448	13.689097491235291
697	16.737974947947045	-19.60521473665938	12.334053025248853	13.544431918320065
698	16.761584927891438	-19.439945460713503	12.392259549887397	13.41676179181594
699	16.77646269907488	-19.332722837697958	12.55156749641468	13.311331885008105
700	16.778768855689968	-19.31012778612394	12.786324782452533	13.213059985006158
701	16.770991027749826	-19.375673957506002	13.063622374250375	13.097149590723319
702	16.76366812744486	-19.510278548271792	13.354872188055136	12.942373331003008
703	16.770637799575404	-19.68274185845341	13.62553806882136	12.740673441482011
704	16.799943883803007	-19.862303994350356	13.82576060344019	12.503218349217585
705	16.846786439619642	-20.02645914373101	13.897423034080328	12.262976999332151
706	16.893848751328807	-20.161511784885157	13.794793513791168	12.069503102696801
707	16.918674700417604	-20.259606868881363	13.511437680862262	11.98081645278641
708	16.905141565082108	-20.316969856180535	13.089779391128944	12.050961023624351
709	16.85181830524751	-20.334597565077438	12.609509475597196	12.314974422876062
710	16.774438033693688	-20.3196017071378	12.15812852902586	12.769499527127238
711	16.700274144184938	-20.284264465273566	11.800513048717447	13.35748020518243
712	16.656556764358868	-20.241835675753563	11.56135029613365	13.973921938822631
713	16.659486246617178	-20.201731118509066	11.424254681229467	14.493668777135689
714	16.707822430411703	-20.166969328565433	11.352253829890998	14.816598942887751
715	16.78525622664407	-20.136711798661008	11.31104468232251	14.908018814814076
716	16.869474734921912	-20.111609491668734	11.289434735509039	14.806835321030773
717	16.941439470381773	-20.097903438780246	11.298088580543425	14.603949036251134
718	16.992473891764583	-20.105520523338097	11.352348514912203	14.397696457280677
719	17.025599884827365	-20.141065018375244	11.45077424408887	14.253279457975715
720	17.051298878620994	-20.20047493314129	11.566041772990705	14.182774906710506
721	17.080109686451284	-20.2674768249	11.655497491503077	14.154127682373264
722	17.114879384195724	-20.320484455838198	11.679812227164092	14.119795238803073
723	17.147022559291127	-20.34302412327294	11.617942472446249	14.049119145518087
724	17.157589132653804	-20.331388698332738	11.46716706049063	13.947790571363592
725	17.125055479674337	-20.294852163936383	11.235095142275462	13.853273316949494
726	17.036772869692918	-20.249437769159837	10.933428041801072	13.807414745657091
727	16.899090863338987	-20.209870521786222	10.577716211115813	13.824212637842296
728	16.740697933894733	-20.18470175040931	10.193813453377409	13.867150532934584
729	16.603593673904104	-20.176060403660408	9.818952219185418	13.853770062348861
730	16.524819593291078	-20.182382051557312	9.493313336441147	13.679814584946552
731	16.518791789351095	-20.202109961335896	9.248056052206334	13.258173984758372
732	16.571491594629915	-20.234481409072316	9.092828451600726	12.545616743507827
733	16.649673223648662	-20.278649551860944	9.018347463345544	11.555408579154475
734	16.71915449956001	-20.33115671312844	9.00498182038481	10.347363508285646
735	16.758794227311814	-20.384249490281906	9.037350103183813	9.017438427201736
736	16.764252349090654	-20.425539143609086	9.1123223267262	7.688280704377983
737	16.742908140208545	-20.440764033317812	9.237724377991892	6.498395393645871
738	16.706874327897204	-20.419023603737323	9.423114215576536	5.577853817308537
739	16.668006156788557	-20.35906720807685	9.667271194184442	5.005907820071669
740	16.635791452838152	-20.272857211293882	9.954468675021529	4.7767350711438805
741	16.616096884903783	-20.18324958540112	10.256139338165324	4.809752534899354
742	16.610213152147427	-20.115658985952756	10.537810975816727	4.999671188209495
743	16.616671901190603	-20.087656979179734	10.764403452823737	5.272826786037703
744	16.633981558093474	-20.101246955066678	10.904500569779643	5.601714059052113
745	16.662847666238576	-20.142002553337992	10.93565382996023	5.964506869786192
746	16.704988552797815	-20.185096576540808	10.85085805614298	6.293753693201072
747	16.759067580703253	-20.2053070679184	10.663333668165174	6.467029824195564
748	16.8154496960446	-20.18822538423933	10.404020558011501	6.355516217094921
749	16.85719134916738	-20.13713134317905	10.115315515815482	5.900348709853348
750	16.865782153718293	-20.072348368786603	9.845934329283786	5.164114739125976
751	16.831345780881747	-20.021658230186844	9.650249467208713	4.332755992576146
752	16.759738163569118	-20.006020497234452	9.582661611252817	3.653801996640902
753	16.670788586048847	-20.02914497050748	9.680316461214845	3.3444671207505534
754	16.58808462410463	-20.077393114185124	9.941225483461121	3.499262153451615
755	16.52583764271509	-20.130607099001345	10.313159787921986	4.044330696391227
756	16.481722581863632	-20.17498099986747	10.705657205932305	4.7599588762012965
757	16.440421919068157	-20.21077312748737	11.021699062223327	5.376601962150641
758	16.38514568523193	-20.24889223477113	11.188343138451941	5.697551847368775
759	16.30916024641251	-20.30058143001761	11.176516955371955	5.694866869501766
