episodes	DQV	DQV-Max	DQN	DDQN
217	15.747079422573378	13.541307205322399	-4.601019000342229	-10.8399944402802
218	14.5863234632989	13.86781003065071	-4.644716138918726	-10.260939404026761
219	13.384819630788883	13.759063573904449	-4.765447497333694	-9.290284691981743
220	12.21580201587239	13.485395417398125	-4.893357178244715	-8.216277352245971
221	11.105146550301969	13.34105257788217	-4.9535902465915695	-7.3338187163663555
222	10.066458283371334	13.492197782429493	-4.904651230076334	-6.848210189626512
223	9.143933515942411	13.903781358438213	-4.768292557072079	-6.82371878853309
224	8.422200386957119	14.377494798426081	-4.629787982274628	-7.185465782693083
225	8.003090332584582	14.675297850469464	-4.610692739148797	-7.762093775754871
226	7.962813465229305	14.649858473273211	-4.822793996832792	-8.350595415123426
227	8.317094009370866	14.323445257815127	-5.32275749634541	-8.77265245021178
228	9.0138529427047	13.867963425079889	-6.083646235754855	-8.916655125765967
229	9.952250439997645	13.50572761884986	-6.993638435921081	-8.763268122126423
230	11.00565544684789	13.396602035500415	-7.884021424616783	-8.384813273830362
231	12.039788740626808	13.569096447185	-8.582026167645541	-7.923325896544824
232	12.934963943298712	13.929684968731477	-8.968132599547927	-7.541352623739003
233	13.621336073210504	14.32976419682031	-9.017901311754223	-7.361972714131077
234	14.124971498538642	14.642752594099704	-8.806675344566509	-7.426553597679394
235	14.586181157995274	14.804921945584157	-8.475830302574508	-7.684040850809279
236	15.231402301541685	14.811973272024929	-8.164547561764813	-8.011723301971575
237	16.285536521140745	14.692354049634787	-7.94869715631508	-8.26004386018943
238	17.86535335686767	14.488672212314322	-7.8098361719105105	-8.30746131843719
239	19.90016195678825	14.262466596947403	-7.656910985138882	-8.110111300441307
240	22.124269308151007	14.105810090570554	-7.383704352508204	-7.727005051319369
241	24.142755286884896	14.138764685904444	-6.930672181288841	-7.301180131496543
242	25.56313742048188	14.473152594229571	-6.3230403397061306	-7.005954267842886
243	26.139855461542055	15.16372125779157	-5.664027303380886	-6.971973150866356
244	25.871224597937882	16.178959110661406	-5.09152248750756	-7.246247713238143
245	25.006532382135177	17.41180821653154	-4.7225697449615565	-7.788269134920809
246	23.941469503461498	18.716485335624128	-4.610567450077478	-8.498767738925373
247	23.059834277627516	19.934361788335693	-4.73065587818799	-9.255308911826877
248	22.58951282270238	20.909229548749636	-4.990746573133439	-9.939761689521394
249	22.554609804977535	21.510886184991946	-5.266514767288766	-10.453999014935395
250	22.827709578916497	21.679137623981152	-5.441204028309422	-10.72144836630055
251	23.227529200725037	21.463025781037476	-5.44456053270577	-10.684686580782833
252	23.598049084740033	21.00219587360938	-5.275043762743736	-10.306156420408808
253	23.8362770229453	20.45423275903698	-4.994847316696727	-9.58291655822641
254	23.88397365233406	19.907302109254417	-4.701671431699082	-8.564521315408758
255	23.724364933841873	19.348432496160136	-4.484235014465118	-7.362968057585565
256	23.388031091135694	18.72154525605783	-4.390248334016995	-6.138124809560969
257	22.95896480590627	18.01209115721405	-4.412502472676215	-5.062159735462723
258	22.56088085249873	17.294210304612164	-4.500228463537288	-4.273280789670218
259	22.31288646157699	16.699997307689465	-4.584780018213526	-3.8338184680437752
260	22.27879227055108	16.34188670088735	-4.610941942834922	-3.7071953539172786
261	22.43106244871053	16.249907721865952	-4.560469769705066	-3.7689438582767147
262	22.66097477237867	16.36264996331517	-4.4544646760351805	-3.856855776013095
263	22.83605959298508	16.5663752476759	-4.331008114589416	-3.8457717500472066
264	22.872754221671062	16.75204359502117	-4.210590026693977	-3.705576908225237
265	22.781966188428676	16.856288974598883	-4.076453567162172	-3.501772064879623
266	22.674326193218498	16.867168346780318	-3.882800679034107	-3.3336416568209613
267	22.710344132895376	16.814797414721703	-3.59090912228285	-3.2530909190548303
268	23.03964416591082	16.760946354502266	-3.2062890985938526	-3.2276973041396264
269	23.735736774264417	16.797126148123233	-2.7867467462913282	-3.1570378084132615
270	24.75371232319582	17.036428409872276	-2.4109529613695	-2.938740080961778
271	25.933762729714168	17.584296817079835	-2.1366991633944643	-2.5263994950549153
272	27.05417785525209	18.481066990588292	-1.976782543004274	-1.9526503491210976
273	27.930397659352362	19.654186423153252	-1.9097230017820306	-1.320231028716213
274	28.501526668678686	20.921823883950527	-1.9111654321515967	-0.7669032941690203
275	28.846159877807658	22.0702793242178	-1.983194621851749	-0.42878065197342186
276	29.12141053547405	22.964203894940848	-2.1533693398711096	-0.4039300123415233
277	29.458904853936616	23.611917659467206	-2.44945464369248	-0.7273653258452546
278	29.88785238223055	24.13257198244558	-2.8643204877310784	-1.3607361008550134
279	30.32406489858964	24.64695900089474	-3.335140160742317	-2.2032910162449078
280	30.614550336767493	25.162930370601345	-3.758448687813134	-3.115436243955051
281	30.61115199109058	25.543560330403757	-4.032719580296096	-3.9469755919598852
282	30.22600934603959	25.587524793731525	-4.113521289358294	-4.572842228241516
283	29.45946394512464	25.15933149365365	-4.043327270282211	-4.925667285304102
284	28.40689358508433	24.299376778430826	-3.9358558892148006	-5.016914543329223
285	27.240531320695183	23.237938713724795	-3.9142040190495737	-4.92739592480455
286	26.174797017933937	22.314063150691325	-4.035964302014955	-4.767336526850968
287	25.41406075610741	21.852110824132684	-4.24768404456015	-4.628003662329112
288	25.096219838549366	22.055645002512513	-4.403438497311355	-4.551530964077655
289	25.253648813750388	22.95226302762994	-4.337609889282432	-4.533856650239395
290	25.811924855281813	24.400020424170368	-3.953052135647731	-4.548377727901345
291	26.62686223479716	26.13604218847009	-3.2738782099520276	-4.572339076377335
292	27.56441784330746	27.851432968217942	-2.432511541796151	-4.59662858859001
293	28.56401008953812	29.27207259551482	-1.6050964355135746	-4.62200421117114
294	29.65421089710279	30.232387098128164	-0.9355664810304918	-4.646530739853559
295	30.887093666618913	30.709414455496407	-0.4866236744665823	-4.652946921720665
296	32.234255673722004	30.79576618219549	-0.23681970227177315	-4.612602258775845
297	33.52330962243931	30.627301056828678	-0.11627332252533629	-4.502977941277493
298	34.47828763261285	30.30156135667601	-0.0583934683026921	-4.332461344308168
299	34.860385518585794	29.83999275699263	-0.03756722339419605	-4.158923732729918
300	34.61581489976853	29.222191275843436	-0.07520085675228594	-4.071793296122978
301	33.9379078512291	28.451436010796705	-0.21199727408541746	-4.147317168650687
302	33.18858938670016	27.606069095659187	-0.4664706956407134	-4.398428596207751
303	32.73351754414449	26.82766444679897	-0.8085716780793981	-4.752349079111861
304	32.784356778604085	26.266897219229996	-1.1682784261141574	-5.079269795720261
305	33.34307033524181	26.035827568911785	-1.4719299754254638	-5.247220485136317
306	34.264339783122324	26.186629211771713	-1.6803845607919552	-5.1764188852775685
307	35.38601120443697	26.7305031051498	-1.801855293344485	-4.859180498712259
308	36.615837719144224	27.65900764981813	-1.874082563229579	-4.343452834749811
309	37.917794951017065	28.943388076466416	-1.9320170257166587	-3.6951569012604963
310	39.224679401594216	30.518395095274236	-1.9856312860056944	-2.9741323604301977
311	40.37922811791863	32.258317436062654	-2.0184759371234753	-2.2298617109240313
312	41.16476885017191	33.96677655009122	-2.0041066633461537	-1.5148942683184277
313	41.409243979897255	35.393655479811294	-1.9208380689586964	-0.8944359021198989
314	41.07157153454297	36.29007129237697	-1.763671712820632	-0.43638223195910997
315	40.24999080945877	36.475704898884445	-1.5481645617239024	-0.18422325214384572
316	39.11683232199057	35.88744370720174	-1.3132979970704004	-0.12677643458490084
317	37.83560356672292	34.59464756281463	-1.1203459455247966	-0.19278716848286825
318	36.52242942979689	32.77674561177034	-1.0465154390769764	-0.2715682817335976
319	35.25259729954587	30.689368102784524	-1.1625654792078488	-0.25602232518950985
320	34.092227373489486	28.620019929203945	-1.510172899336061	-0.07889480560583573
321	33.11604861981745	26.842327900613597	-2.077051698121445	0.27339491544397554
322	32.39415362430811	25.57116461271278	-2.7889193520023072	0.7670163413453515
323	31.951236714137053	24.93783537670768	-3.522950897423031	1.3335763011703077
324	31.736525086884242	24.981912861107084	-4.15103229498587	1.880191976567023
325	31.643988778177064	25.644761763896618	-4.58832655586018	2.294353789675723
326	31.583927489567763	26.766016883633718	-4.819643962002017	2.4579836570282625
327	31.572526687596493	28.094818899937522	-4.879930449829451	2.277999618390343
328	31.75569140151319	29.354380707005305	-4.807591993271627	1.7213193491130965
329	32.353148332200696	30.3535767755803	-4.606789662785044	0.844355303259784
330	33.536946685150134	31.077673315184924	-4.25317698416185	-0.21125489041366174
331	35.33184292296423	31.68707323188969	-3.7376229563751373	-1.2500170450213521
332	37.5911295299183	32.38874477607169	-3.10387567280121	-2.068630064307718
333	40.05118740590894	33.273218831093615	-2.4511787438138324	-2.5045086179077884
334	42.40922315575686	34.23187882062179	-1.8970655087471937	-2.4723593953768352
335	44.38630165822217	35.02035924701798	-1.5268580244591197	-1.98293758910305
336	45.765976172129626	35.42365089918683	-1.3614375146478246	-1.1454803613967917
337	46.437043060343434	35.39529937679865	-1.3549245975425666	-0.1405700702841267
338	46.43472709041465	35.08953683685634	-1.4181051540654714	0.8324349671637936
339	45.94933171541935	34.7729111130197	-1.4559496280166808	1.6163640866539475
340	45.24906602130872	34.691349609544325	-1.4061437541720592	2.1393823524260274
341	44.55344255592189	34.96757447186394	-1.263960054996483	2.4111134047857474
342	43.92356328800001	35.56221421160575	-1.0795499007871645	2.483172648271754
343	43.25191335450892	36.3021519556021	-0.9274973263442972	2.3951192271062607
344	42.36249294139642	36.95115259650899	-0.8691957284877052	2.1533811803280662
345	41.141679531241	37.30036917127778	-0.9247626651418233	1.748680798304719
346	39.622343772799084	37.243224695032175	-1.0743595431276038	1.1956215083220063
347	37.973320735709265	36.81252796305608	-1.2759485798002117	0.5533262026563166
348	36.416547625024876	36.14877839221784	-1.4870867823316907	-0.07651467945333551
349	35.12459348261346	35.42267639643808	-1.6735110361859105	-0.5765493310136922
350	34.157513308343	34.74241082342545	-1.8053910186163011	-0.8337611137999581
351	33.46099793161255	34.09529603137898	-1.8457221517240485	-0.7533859786462763
352	32.92369610024382	33.35402997052647	-1.7485843980162767	-0.2775737439571071
353	32.46496069508611	32.345582103678225	-1.4718717590808121	0.5848498990525587
354	32.098809917797574	30.951929930629635	-1.0037310151079533	1.7232462164041844
355	31.947714261738724	29.199296826937328	-0.38106405934577364	2.923697214652062
356	32.1936984806358	27.281695150943346	0.3182346696317824	3.9194101735077798
357	32.982648919016555	25.50651815919955	1.0035807511243746	4.484639000465043
358	34.3204800523138	24.181305455999308	1.6133895698696517	4.526126048487208
359	36.01500560236928	23.500699727599326	2.1358917034791673	4.116355233541822
360	37.70569582232016	23.490887179791965	2.5987970377432674	3.4499108219573724
361	38.989928641642024	24.021257836915378	3.03406297720721	2.7514711529044864
362	39.579971779968496	24.873735300464887	3.450037980511927	2.1885814444221743
363	39.40689718198597	25.822044778573208	3.8216176218952227	1.835446862686266
364	38.6180433300714	26.695397216207457	4.112027404207888	1.6953099715229805
365	37.48529952048494	27.412618036522375	4.292720734002918	1.7472120533152342
366	36.285048859291344	27.972268870943324	4.346247377399736	1.9817268142610085
367	35.223753766049526	28.419518347198313	4.2511641000158376	2.392904561696145
368	34.42292020943266	28.815194690617272	3.9673111996131114	2.940119833778215
369	33.9312256831335	29.23749909998336	3.4447868155519297	3.5118679729631466
370	33.74785384830805	29.811067941005014	2.6576613659072867	3.929113487522141
371	33.834646471600216	30.706040866622942	1.639546231959943	3.9969805273601273
