episodes	DQV	Hard-DQV
211	15.856659617932062	1.2208742561169745
212	16.87046530893688	2.044620217060623
213	17.52119835835993	2.9219277888288158
214	17.716105319948095	3.9054156343777127
215	17.438715802381587	5.03120328155491
216	16.744429084833023	6.246996583706286
217	15.747079422573378	7.3833078304768165
218	14.5863234632989	8.202746539077301
219	13.384819630788883	8.509888050072298
220	12.21580201587239	8.262889963828112
221	11.105146550301969	7.601126605575921
222	10.066458283371334	6.776181103863409
223	9.143933515942411	6.029145137251842
224	8.422200386957119	5.50121879956669
225	8.003090332584582	5.218311468008364
226	7.962813465229305	5.1349125006325895
227	8.317094009370866	5.18563384837164
228	9.0138529427047	5.305943264043833
229	9.952250439997645	5.43095937172788
230	11.00565544684789	5.4896539834059634
231	12.039788740626808	5.410703239864564
232	12.934963943298712	5.134132698572547
233	13.621336073210504	4.621467412957216
234	14.124971498538642	3.8680311481805387
235	14.586181157995274	2.911663525510069
236	15.231402301541685	1.8380240451511334
237	16.285536521140745	0.768499676192012
238	17.86535335686767	-0.1681507838456789
239	19.90016195678825	-0.8688985515374096
240	22.124269308151007	-1.278218103530516
241	24.142755286884896	-1.3863302980924326
242	25.56313742048188	-1.2229811261848618
243	26.139855461542055	-0.846244039008515
244	25.871224597937882	-0.33124935129725236
245	25.006532382135177	0.24386624537923435
246	23.941469503461498	0.8248011865814837
247	23.059834277627516	1.3968653006869611
248	22.58951282270238	1.9787656128629159
249	22.554609804977535	2.5859746447588483
250	22.827709578916497	3.1884600469048943
251	23.227529200725037	3.6978759614478935
252	23.598049084740033	4.001654087249796
253	23.8362770229453	4.020462346099013
254	23.88397365233406	3.746331195281205
255	23.724364933841873	3.236531864551849
256	23.388031091135694	2.576455903585628
257	22.95896480590627	1.8461887488014985
258	22.56088085249873	1.111591613756748
259	22.31288646157699	0.43775633578255857
260	22.27879227055108	-0.10148010458939799
261	22.43106244871053	-0.4314383395413275
262	22.66097477237867	-0.4935345366350127
263	22.83605959298508	-0.25930853766223283
264	22.872754221671062	0.277774720611754
265	22.781966188428676	1.1166090487001255
266	22.674326193218498	2.2590436503545717
267	22.710344132895376	3.701067513625114
268	23.03964416591082	5.401268865006001
269	23.735736774264417	7.238446202332262
270	24.75371232319582	8.987419032460757
271	25.933762729714168	10.343429866171682
272	27.05417785525209	11.008781030675973
273	27.930397659352362	10.81512450509906
274	28.501526668678686	9.812686726318478
275	28.846159877807658	8.264698273375927
276	29.12141053547405	6.545293014877697
277	29.458904853936616	5.002678112731079
278	29.88785238223055	3.871344108840439
279	30.32406489858964	3.276254103237269
280	30.614550336767493	3.286144505659731
281	30.61115199109058	3.94902436416909
282	30.22600934603959	5.269211978717041
283	29.45946394512464	7.148136390036952
284	28.40689358508433	9.341355904827875
285	27.240531320695183	11.488593444919909
286	26.174797017933937	13.208116163407025
287	25.41406075610741	14.211155681291835
288	25.096219838549366	14.390526336017178
289	25.253648813750388	13.841481615380555
290	25.811924855281813	12.83398393564662
291	26.62686223479716	11.746995983040609
292	27.56441784330746	10.980739097312645
293	28.56401008953812	10.860002911525935
294	29.65421089710279	11.547798720670393
295	30.887093666618913	12.995026779587034
296	32.234255673722004	14.946093572043843
297	33.52330962243931	17.00245448966649
298	34.47828763261285	18.723606143737975
299	34.860385518585794	19.739161193158377
300	34.61581489976853	19.843542263864745
301	33.9379078512291	19.04340468520875
302	33.18858938670016	17.55842125026885
303	32.73351754414449	15.762143121274795
304	32.784356778604085	14.067881389246441
305	33.34307033524181	12.80643107176943
306	34.264339783122324	12.131897996031872
307	35.38601120443697	12.001039965528442
308	36.615837719144224	12.228354577977116
309	37.917794951017065	12.575622849072978
310	39.224679401594216	12.825605443138006
311	40.37922811791863	12.81732833452
312	41.16476885017191	12.456129674763574
313	41.409243979897255	11.716772609978923
314	41.07157153454297	10.658186129806271
315	40.24999080945877	9.417742635829747
316	39.11683232199057	8.190867445140256
317	37.83560356672292	7.187258794776779
318	36.52242942979689	6.589395504086334
319	35.25259729954587	6.5277383508123865
320	34.092227373489486	7.073112898527681
321	33.11604861981745	8.229132877080803
322	32.39415362430811	9.912513325884184
323	31.951236714137053	11.941782184950123
324	31.736525086884242	14.048951272447425
325	31.643988778177064	15.932879945189594
326	31.583927489567763	17.35313272005111
327	31.572526687596493	18.217523171224485
328	31.75569140151319	18.6215378036697
329	32.353148332200696	18.804397714243812
330	33.536946685150134	19.026863147575778
331	35.33184292296423	19.43620219207623
332	37.5911295299183	19.977278442700978
333	40.05118740590894	20.424785116940605
334	42.40922315575686	20.512340528726817
335	44.38630165822217	20.090371547037392
336	45.765976172129626	19.220144262330447
337	46.437043060343434	18.1498407620974
338	46.43472709041465	17.197734635482803
339	45.94933171541935	16.624767939958673
340	45.24906602130872	16.555258559994243
341	44.55344255592189	16.966410493432676
342	43.92356328800001	17.749110147821774
343	43.25191335450892	18.781926762142582
344	42.36249294139642	19.98104364157011
345	41.141679531241	21.29391798262569
346	39.622343772799084	22.65167692678024
347	37.973320735709265	23.921068015281467
348	36.416547625024876	24.911159654695837
349	35.12459348261346	25.444363375682464
350	34.157513308343	25.4476410024047
351	33.46099793161255	24.995488912051535
352	32.92369610024382	24.2801948815664
353	32.46496069508611	23.52987970712733
354	32.098809917797574	22.924056412130653
355	31.947714261738724	22.551596753006443
356	32.1936984806358	22.406258093143457
357	32.982648919016555	22.418101991686605
358	34.3204800523138	22.487425497954874
359	36.01500560236928	22.52276436930098
360	37.70569582232016	22.45730186910745
361	38.989928641642024	22.249617935914305
362	39.579971779968496	21.881165803862796
363	39.40689718198597	21.373476494908335
364	38.6180433300714	20.806173996723253
365	37.48529952048494	20.33070506153832
366	36.285048859291344	20.13095059140788
367	35.223753766049526	20.348206161021015
368	34.42292020943266	21.015916410819962
369	33.9312256831335	22.03896988367567
370	33.74785384830805	23.234982838946657
371	33.834646471600216	24.394037717880867
372	34.13208450536385	25.325026125645387
373	34.583860084938074	25.873095247698835
374	35.162627892903515	25.948168911425267
375	35.87299108238185	25.55538320787852
376	36.72946419701036	24.813322791937033
377	37.710712291784304	23.92660478748203
378	38.71632997453816	23.11161253577993
379	39.56070604652588	22.52506342233743
380	40.020441437937514	22.230178825383145
381	39.93246340835358	22.20792850897233
382	39.29582522032126	22.38654956776123
383	38.31354758720844	22.676228128796705
384	37.332433078259406	23.012786684735453
385	36.707566641987114	23.39020663668108
386	36.667681618285194	23.860613059430467
387	37.25937515864961	24.4669302098212
388	38.377735340385286	25.149021112988482
389	39.847025944930394	25.72094100011772
390	41.49187643350184	25.957408132916626
391	43.15728173763376	25.74487803346426
392	44.68537591995083	25.18558564281802
393	45.890098198755275	24.57863580167978
394	46.574603593152915	24.29492599220292
395	46.59158108274879	24.61362213693772
396	45.92301385877947	25.595140383348355
397	44.71685086189531	27.024861794991324
398	43.2445362172433	28.45872160565126
399	41.802424659988176	29.377465697827024
400	40.6246160808728	29.41216160158924
401	39.84020350617247	28.539275277089743
402	39.49304322086487	27.110682376936197
403	39.57911917752324	25.70423985082781
404	40.071218835045855	24.858710675261044
405	40.917127775339395	24.851454905520974
406	42.01507677932402	25.62777017853588
407	43.19711486094555	26.881868193744904
408	44.24099321159292	28.207942029936277
409	44.92604346361873	29.22740716520012
410	45.1042356899052	29.645819390375728
411	44.76135209029479	29.26905020510137
412	44.02813496894225	28.026401890084323
413	43.1342359068653	26.00761339520883
414	42.323180992269826	23.482791241070093
415	41.7665567657684	20.87356537259701
416	41.50922090408728	18.651164787011858
417	41.46891078924084	17.197007169273864
418	41.477379586798	16.69187054773578
419	41.35916491694508	17.08454550844299
420	41.017009867517494	18.140055998916694
421	40.47446770284094	19.525298163293694
422	39.868779364403565	20.892039592989025
423	39.38314565389659	21.949795532031445
424	39.17002953365766	22.525388290229905
425	39.29206565088283	22.614809235192237
426	39.715236082877574	22.370506444261984
427	40.33450733119573	22.03499813286373
428	41.02454597381015	21.81402073224227
429	41.68931218612508	21.776893296102344
430	42.282146282604245	21.835827747580627
431	42.80065830706074	21.814636171684782
432	43.24572273401	21.562155363665337
433	43.58272549137557	21.05469847762341
434	43.72454589331704	20.423825557067687
435	43.56101850009347	19.91043424475752
436	43.01142341631157	19.747979547334754
437	42.07778869519964	20.04944922760221
438	40.85655782440975	20.737180580690442
439	39.50418150349469	21.56898524332915
440	38.18248205775082	22.238802759282333
441	37.02403860178292	22.506140404962323
442	36.1325021975159	22.292436341292156
443	35.59339260048658	21.713501282249805
444	35.464567209596964	21.040953190034685
445	35.727349016836975	20.61289134406728
446	36.26187995880515	20.721855765251004
447	36.87422186295072	21.51968018596761
448	37.39354224607163	22.97171585874632
449	37.761554281379276	24.874079488000433
450	38.05670717962414	26.90896026074033
451	38.426943571548286	28.723909489387577
452	38.98641736862366	30.002431719361176
453	39.74777779822627	30.539039610957744
454	40.62440356578277	30.306814827501697
455	41.47899818605737	29.488212142247246
456	42.16894488133966	28.43446351768402
457	42.57425505044725	27.540771461191188
458	42.61521228612523	27.08148127958463
459	42.26868463739018	27.10454036954537
460	41.59200147053623	27.431976600687236
461	40.71646672372485	27.764152772996887
462	39.79883678331342	27.81383496963924
463	38.960995567932756	27.403214540819253
464	38.25134601541132	26.487520163581788
465	37.65587215860188	25.14976587296421
466	37.1393765860144	23.591431044209966
467	36.68875186561729	22.103716985160194
468	36.33100318368688	20.98698288250135
469	36.1243108954428	20.434062537248252
470	36.14479628875969	20.422079455614266
471	36.46552811705684	20.71036727305551
472	37.13912212578887	20.946386422807173
473	38.16873159927598	20.83747175226347
474	39.48418395972929	20.279717012759093
475	40.928464040328784	19.385776335920333
476	42.280427893014675	18.409872364387454
477	43.311355809251225	17.62772244100682
478	43.855169107109745	17.231105943770434
479	43.860352114776845	17.27599453604285
480	43.39279103902412	17.687415817714133
481	42.598395195749404	18.300051596692263
482	41.65503209545964	18.917561364905747
483	40.74162415260136	19.372240879587217
484	40.02820595559468	19.566755632606622
485	39.65047051198323	19.49446619192707
486	39.66569259662236	19.21884736806632
487	40.016383929111655	18.819680443689936
488	40.53005803841222	18.34793366218107
489	40.98000353168733	17.822813886327644
490	41.17292516235882	17.27811009968908
491	41.02946000088306	16.810019654797166
492	40.61301610032627	16.585828364123277
493	40.10642527739406	16.777762664242637
494	39.743998490344794	17.46711200287749
495	39.72987239395498	18.59974259265856
496	40.16444609133593	20.00524132557542
497	41.006018627606444	21.470297175120017
498	42.08366904925139	22.798045461446158
499	43.15291263275873	23.841824882130986
500	43.985786473756164	24.51591480094472
501	44.45288999001847	24.829741805889757
502	44.56288441741397	24.914381001861948
503	44.43727126747109	25.0121345473074
504	44.22639943152608	25.3950042780642
505	44.018837155495405	26.240906426874233
506	43.79567585697583	27.537633631303258
507	43.45863070896891	29.071262751437693
508	42.90887235169188	30.498514537588143
509	42.13199772274014	31.460113134727926
510	41.24073103688067	31.687801477789304
511	40.46225596682773	31.083283698030947
512	40.06252611121287	29.760408196722487
513	40.24950617336057	28.017930974059865
514	41.08692485251035	26.25434545553742
515	42.46408754587485	24.83010231308619
516	44.12970142968589	23.95370409630787
517	45.77769360427467	23.624903303608246
518	47.13936466381441	23.67729314665063
519	48.04756060324469	23.86597846011766
520	48.448436860412656	23.956541511261854
521	48.36320353156485	23.79449434845656
522	47.82502666562633	23.3359988927185
523	46.828299495635406	22.659072212360666
524	45.337370045751925	21.941034246636892
525	43.3629684609304	21.401933073803722
526	41.062453482932035	21.229112892688118
527	38.790859947149	21.528413969748357
528	37.02722515158448	22.30849583470457
529	36.205166893140934	23.501614076719395
530	36.52382921144451	24.989730404457983
531	37.85013928344398	26.619060186687896
532	39.76114557896889	28.208661873732012
533	41.69956251913384	29.56955509862806
534	43.16548989510976	30.546769824096522
535	43.8662732784381	31.053430083468676
536	43.773259498097964	31.083104220433842
537	43.07609839833173	30.67680542257655
538	42.076531153922595	29.903772332576406
539	41.07683853954693	28.86460772452692
540	40.31416408181199	27.731599845874968
541	39.94362113415622	26.7813701808968
542	40.0484710200474	26.355804963121926
543	40.63946126284704	26.744850045334445
544	41.63524008032749	28.037585988282938
545	42.85434453094449	30.04097410935927
546	44.044013386506236	32.326803710798565
547	44.95517329399635	34.40186357804577
548	45.42532358206011	35.89621446610261
549	45.418735046962155	36.67062802132408
550	45.01544576860859	36.78622740007587
551	44.37246259231879	36.37455953577272
552	43.69283286726978	35.52219680332475
553	43.20417964017862	34.24316016407598
554	43.11774928177066	32.53992725912842
555	43.550410841244435	30.487365018075916
556	44.4384866717671	28.261736438421668
557	45.51965299498802	26.096099267324274
558	46.423560589244126	24.208663227589554
559	46.848335995914425	22.74859989578958
560	46.69797851579414	21.795935155051666
561	46.0975570202518	21.37500673560139
562	45.281960214080605	21.46685078907047
563	44.44784581075534	22.00128814921021
564	43.68478873355283	22.862684718497807
565	43.016260163497904	23.906609868313836
566	42.49164910270845	24.978299126872557
567	42.22408934725543	25.93368137908818
568	42.3353457857814	26.648439422042685
569	42.84293208615163	27.045466728632956
570	43.59494786100428	27.124694686554335
571	44.31820455768107	26.985816048033996
572	44.75025569359247	26.821769739401326
573	44.77057767925909	26.8472499819972
574	44.44483310323127	27.200307011471708
575	43.96899625170356	27.865331643144543
576	43.5690686763102	28.66018157331119
577	43.423209389427015	29.304946023857614
578	43.636979767355534	29.530371454756043
579	44.25131440166995	29.167668507521974
580	45.247758229541446	28.191843825414995
581	46.540262319806864	26.7236437450132
582	47.95722183391935	25.01252270893094
583	49.2447840898219	23.398067078425697
584	50.097546869182096	22.233947476612062
585	50.243526981647925	21.768072429400608
586	49.542422085474975	22.03816312382811
587	48.06141182046983	22.843828944952254
588	46.075577291793806	23.828816304042473
589	43.97377482855868	24.632546956818878
590	42.10885096436847	25.02314952745388
591	40.68375919312241	24.965442791662028
592	39.72565933131058	24.59903937002612
593	39.16253680148932	24.167080734174338
594	38.92701945079466	23.930097383554873
595	39.01149585441068	24.097576042117566
596	39.448269476137895	24.785089798884933
597	40.251703791282026	25.978746218155507
598	41.375800021343125	27.51503017659114
599	42.71398946624062	29.07190407489809
600	44.11848787986288	30.216191218552517
601	45.42599638153005	30.52959711696183
602	46.472796660688786	29.7745487319943
603	47.127396868205516	28.025528736512967
604	47.32146299379894	25.686109342612756
605	47.08420841401663	23.357784558569435
606	46.54307694650328	21.642981459800797
607	45.892451443534114	20.95963399729645
608	45.33339767158566	21.438186129993824
609	44.9987663733139	22.92127841280151
610	44.89848218552293	25.02584665731887
611	44.921023672150234	27.244931513208464
612	44.90087592690372	29.068497045000058
613	44.71791364709419	30.101934003601666
614	44.378555167530074	30.173850673527692
615	44.03326749195502	29.39447373727739
616	43.91759232047679	28.115710661784032
617	44.25533915172799	26.81837761498962
618	45.15279216740425	25.953161643199884
619	46.550748607317146	25.813722740573823
620	48.24885614332676	26.483590365215598
621	49.99249707210526	27.849570723511135
622	51.55306896714876	29.651384443597106
623	52.76122750001057	31.53655825306629
624	53.48271009432622	33.11627291157179
625	53.593392631362896	34.02640473323428
626	53.00425378933988	34.00861657419826
627	51.728673149242155	32.985296569665174
628	49.93611502022974	31.1103575338891
629	47.93851281704959	28.751545320035323
630	46.095808585406644	26.414045462127596
631	44.695284641589346	24.589563807756154
632	43.88141946681204	23.609966848851116
633	43.65097193561132	23.56007285126934
634	43.90466765818081	24.29186398084141
635	44.49665280796119	25.52626341175919
636	45.26669952159234	26.96145670778871
637	46.06438494739498	28.353262623901408
638	46.7853198916327	29.539452048294073
639	47.40428281829118	30.42994274786183
640	47.973185982059064	31.00637920175381
641	48.561151354297934	31.321488147933415
642	49.16736154149785	31.483543336770296
643	49.66993807797502	31.63429130443229
644	49.858731632688915	31.908695895908
645	49.5268314515813	32.39000866420604
646	48.56834213465437	33.04936221824102
647	47.04070418677118	33.714242346315864
648	45.17074541691773	34.10438300392225
649	43.32015767341365	33.94927217133019
650	41.89341417297139	33.13128882929146
651	41.202799435721445	31.76425341130772
652	41.335280676471996	30.167315279349236
653	42.10063904668546	28.741554500251873
654	43.1198373123085	27.806850454403143
655	44.00308698601758	27.472033545217055
656	44.52305788223836	27.59541047487341
657	44.67065665128763	27.850628497632016
658	44.59009166469007	27.883414939918126
659	44.456409664435064	27.484985769178234
660	44.38215114392167	26.688648267330024
661	44.39789319008803	25.724736053992558
662	44.47386210227465	24.858750344793904
663	44.55161214901632	24.236646384526264
664	44.56448679308981	23.830195413736657
665	44.457498361376416	23.51042969250969
666	44.21104682062837	23.18360670966339
667	43.861716059059695	22.88093110931154
668	43.504999879006206	22.755051479869586
669	43.267263845003605	23.016080191461164
670	43.268132853618624	23.850278986096555
671	43.58865668929127	25.369293822673907
672	44.24919110567323	27.569443820928107
673	45.20356930755796	30.280761264968234
674	46.32618741652205	33.14182614948195
675	47.41034612312695	35.62897229123088
676	48.19912559340301	37.19582970041309
677	48.475052180663326	37.480089133382386
678	48.167492002297664	36.48623381093639
679	47.4085261227139	34.632245577712936
680	46.49557555654084	32.59256310251958
681	45.76603454511822	31.024724101898396
682	45.46859345034535	30.29315434737519
683	45.694599598456094	30.345628679265133
684	46.39361110366641	30.783888159246093
685	47.4290671925081	31.078183929100984
686	48.626882473923644	30.816691167395813
687	49.79045618466476	29.87138079824708
688	50.70030756941823	28.41889122415067
689	51.13024879476991	26.84427200787946
690	50.90750800044107	25.57649684595218
691	49.99645887478776	24.9430485473753
692	48.54813824056254	25.09201277348031
693	46.86472027881843	25.96431661278541
694	45.280923540798746	27.31858762153119
695	44.03249091891672	28.795331928967318
696	43.18687587864065	30.02635044071107
697	42.680004816893664	30.751402864574636
698	42.39892775869961	30.904677757239707
699	42.26014867420808	30.610334667010008
700	42.234300640067346	30.103997218886402
701	42.34213841893797	29.615692959942354
702	42.63286706966635	29.294458252274005
703	43.15032022477885	29.186229127299583
704	43.890801710357685	29.25281005040309
705	44.762993013658814	29.397873702325253
706	45.595986426974264	29.47747527812998
707	46.19173845158703	29.333442408600725
708	46.410859866532995	28.85505866137561
709	46.236265812352684	28.058288183176092
710	45.79064931810228	27.146274361518564
711	45.29349191967039	26.47715995604375
712	44.987630362570144	26.43817396206349
713	45.055805683127566	27.24522138388183
714	45.563108083354464	28.759373334510233
715	46.44040255898011	30.455768281132134
716	47.51387133766181	31.595673177823343
717	48.558777132438124	31.554009921692924
718	49.36053707567493	30.141172166575494
719	49.76724264976188	27.74204676212632
720	49.72442331441564	25.19305673654331
721	49.28500432790075	23.454911790892154
722	48.5805301867237	23.23565074140995
723	47.77092946020581	24.715770235582326
724	46.99494784900171	27.49041665388373
725	46.345237920897056	30.755852424717506
726	45.86756035547842	33.647168573773435
727	45.5723118430585	35.58009935814031
728	45.45166899925437	36.43179664582439
729	45.502536198490375	36.49100046048611
730	45.75977381491286	36.228949198363274
731	46.28939079320067	36.03263049911145
732	47.13972362573565	36.04570263652728
733	48.255165223857716	36.154290099066266
734	49.418545432053136	36.0928597509775
735	50.291726166243556	35.56646090635119
736	50.54053608868398	34.35707786574241
737	49.98244089275583	32.388751746399464
738	48.679435751922625	29.77103976079587
739	46.94150087210464	26.79626896996328
740	45.24112657432155	23.88010455479958
741	44.07680678123803	21.43692248853472
742	43.813885098720185	19.737437220732133
743	44.55588528134272	18.815265452157817
744	46.08753103689554	18.486073826457332
745	47.94334858140914	18.468574160874915
746	49.58299778771193	18.543978812411048
747	50.596108392737975	18.672348760692124
748	50.84153142579921	19.00045381236954
749	50.45107941554229	19.75864718538716
