episodes	DQV	DQV-Max	DQN	DDQN
103	159.79239077491312	159.15869115115262	10.748824554606468	12.574506923872645
104	163.09375426403656	164.22180738559456	10.18708416865059	13.275028771278297
105	167.35147127697255	170.51139414530843	9.882541624555122	14.051697713176912
106	172.80893054254835	178.21548859656937	9.89857178068999	14.953503455190734
107	179.36912242951544	187.28328041148984	10.237189336385432	15.981366882780993
108	186.4040638148316	197.43336199201408	10.843093927699076	17.067996107104655
109	192.83394565784636	208.26566034758235	11.627917794178806	18.087855025252054
110	197.47974124311924	219.44398791228414	12.493119362791823	18.890734542359255
111	199.5646582226689	230.84921126447603	13.338590941706107	19.351564493533264
112	199.04980713710722	242.62799786388308	14.065290710869288	19.417425628502084
113	196.67054318947373	255.1305811003494	14.590375907054945	19.133953030736652
114	193.6433447078931	268.70083569193866	14.87988659237493	18.62880495258649
115	191.26666868717615	283.34937418433253	14.984746834271188	18.06167695380034
116	190.57640651398225	298.47318929977246	15.044738783835944	17.55927963931817
117	192.2014229320689	312.87097732885303	15.24497794911786	17.193338599802416
118	196.30852309726993	325.14107245337755	15.739549536360332	16.99706992143795
119	202.60108390631115	334.26956909655974	16.587754971991732	17.004532206803074
120	210.31330271016242	340.0530821547372	17.733178300843353	17.26584437194409
121	218.34830421468166	343.1384398514099	19.027513881970215	17.819678596436123
122	225.6330267757757	344.7073314797294	20.275890139277365	18.64884436486229
123	231.59791026527316	346.12784342765883	21.280840041918637	19.660852584786845
124	236.57936646876686	348.67934736628865	21.884687307387125	20.710757674220947
125	241.7968296399937	353.32208879362076	22.01610115463434	21.656301413874523
126	248.82967194484456	360.4703836216562	21.7362988459166	22.406842188549533
127	258.79251819043185	369.83414207606364	21.24409561814339	22.941249012379124
128	271.6832926988044	380.5151616775317	20.811892081960885	23.291921121390153
129	286.23665964661177	391.3927991609327	20.65340853407812	23.514010279197088
130	300.44705582840965	401.559269413337	20.8058094812893	23.657045756454842
131	312.3985068832048	410.5139102020959	21.105002055385974	23.754164011021665
132	320.990737169816	418.03819675921426	21.29872113834347	23.816348797565546
133	326.15764580262976	423.99051836694684	21.227579585782575	23.832079028932824
134	328.66034585487415	428.2696578492526	20.962170754446333	23.762475319730186
135	329.6702618480783	430.943161209448	20.801706838992942	23.552967656231697
136	330.4400161192103	432.3777482739139	21.121913289357167	23.158760043403973
137	332.149209400008	433.20161870555705	22.168357535301144	22.579922386668997
138	335.77218235918366	434.0473809392777	23.91612335027265	21.89203583313693
139	341.89827435086033	435.3658863799553	26.075031957051735	21.23874381283912
140	350.5385532375223	437.4221317178449	28.217062502232523	20.792686658248268
141	361.0954120830161	440.4952640857226	29.959092808271997	20.699864223722365
142	372.574905891651	445.01448166742296	31.098948434808694	21.022362743657474
143	383.9388845442862	451.4861693383738	31.660208613903563	21.723051813690823
144	394.3908328539594	460.2077800165134	31.83823361147212	22.68423080186465
145	403.46968097067287	470.9575755377589	31.894305499078555	23.763934522211045
146	410.9695968203424	482.91361812122454	32.04150453121558	24.851869446141322
147	416.84529384830506	494.94478756995454	32.3601285615147	25.896498978739718
148	421.18646832711323	505.9500863727184	32.77442949469481	26.895771620430658
149	424.2719105961491	515.130592490369	33.098632680270065	27.872393596823045
150	426.66629180900145	522.02481055633	33.1411635825685	28.856491690698324
151	429.12601773494146	526.4190814576061	32.82691058634914	29.900157672705177
152	432.2796544559103	528.3872287909373	32.266248883673995	31.091257421082535
153	436.1833602435573	528.4525102352818	31.739358155081437	32.54636902586954
154	440.0373221484062	527.6935445329809	31.602928959604938	34.36304443708206
155	442.26928692255296	527.4477637751511	32.181705714685705	36.55081090644964
156	441.2409368294718	528.658574106434	33.69057160685763	38.996883545063184
157	436.0816638501042	531.2051093599707	36.191879977128295	41.506616325680326
158	427.3374706000048	533.7407913997323	39.563268145785855	43.909412384775344
159	416.927443193771	534.3414100914752	43.47437075259886	46.16283997519531
160	407.50022518489504	531.6210984196307	47.406373952732515	48.37848888707137
161	401.4569744053318	525.6563321764049	50.753678772051444	50.73946888155052
162	400.16609534353796	518.1251779608704	52.99501556733436	53.35524494027693
163	403.69408364336374	511.63731768301113	53.855389596489836	56.12746643652055
164	411.1028213893553	508.63545210361633	53.3794149537289	58.73506364075267
165	421.03582566203113	510.51769829065927	51.89692224657727	60.75408863697583
166	432.2127951637138	517.1989890319733	49.9167468539485	61.85968246308662
167	443.59791771660605	527.1993533188603	48.02673597238297	61.99576402242275
168	454.38021781608495	538.0674226164981	46.79344460075554	61.40577201161144
169	463.92719966214554	547.1891190984737	46.647916251707564	60.492258343706126
170	471.8830395429053	552.753531874149	47.7608189871512	59.59245159786832
171	478.2866234119096	554.5604417398098	49.96306139113321	58.83569021630424
172	483.5955197469862	554.1081414542875	52.793542577938716	58.17445818818579
173	488.55634710131113	553.8505030618136	55.6715054769038	57.56276090957991
174	493.96774407658404	555.7880753424957	58.1150828194372	57.10753368220247
175	500.4694613155515	560.2697758037447	59.90166404959857	57.059240765431326
176	508.39462411149333	565.7699007353609	61.096842666601795	57.64420516151704
177	517.4935212692641	569.7692675074563	61.98301501818682	58.89007551321322
178	526.7102212678552	570.2063951643761	62.91770195753741	60.58097584742708
179	534.2775797466927	566.5143730280898	64.18967377212358	62.36860828898252
180	538.2993589527642	559.7236954500078	65.897546462101	63.94684500455585
181	537.6779804219109	551.6238162447847	67.90501173003904	65.15649373199793
182	532.8636733449501	543.8259293634964	69.89386460820991	65.98436234739344
183	525.8629712075654	537.3634905052093	71.51160670720887	66.4906071113425
184	519.397328339963	532.9724194090525	72.53106669546824	66.74930151079923
185	515.7422765911615	531.6642136621664	72.93803758614654	66.83607574915996
186	515.8614429699571	534.8908093753894	72.90433292045931	66.84159853719342
187	519.223087394925	544.030183467203	72.66311324503653	66.8729761403361
188	524.20602966883	559.529854589046	72.38689044279872	67.03423264797178
189	528.7667185940359	580.2136523418156	72.16548754474263	67.39227788836655
190	531.1228518599789	603.2242655723301	72.08263292793413	67.95940928614249
191	530.302375599365	624.7471813909715	72.31650561487717	68.72221035351697
192	526.4895456349506	641.1065267353547	73.14861554608832	69.7069966959679
193	521.0352507093113	649.8028718239469	74.86063054623885	71.03892368608172
194	516.0370467289349	649.9745313442729	77.58275247657272	72.95484215962517
195	513.5775194959009	642.4170708705278	81.19075563592627	75.71910175282382
196	514.8783201616127	629.1287997409829	85.32628762868316	79.47721896868319
197	519.7544078108402	612.7297034631822	89.49271559402159	84.10417564159114
198	526.7010837160473	595.7738848172485	93.17580823912321	89.11589196199759
199	533.6247507036446	580.2384314248966	95.94768859314779	93.72300545272326
200	538.833109990081	567.2786360906545	97.5549993485106	97.03365697711826
201	541.674373415396	557.2576987617798	97.9981422389554	98.35464600998786
202	542.5067317552205	549.9100883350295	97.55028373658598	97.49200456628401
203	542.0275652803305	544.4743231828222	96.68987901263988	94.89381844788812
204	540.5069727459688	539.830033011119	95.92720216034309	91.54943272822271
205	537.5653953324195	534.7741836630208	95.62525672996192	88.66499040964031
206	532.5120794553006	528.5399455051496	95.86743277084088	87.23397968642743
207	525.0138727742661	521.248022470781	96.45841987691655	87.69671459365249
208	515.4467151093429	514.0664960974985	97.02856498866618	89.84697106413574
209	504.8665007134042	508.86872945597815	97.21482615513864	92.98981256425127
210	494.6030021395852	507.6025395544152	96.82891660096536	96.24638922471836
211	485.88496232460807	511.54540482322295	95.9498918339573	98.84591462561279
212	479.64593961394485	520.8163988961924	94.89357340808596	100.28804476740207
213	476.4579584770886	534.1669540559408	94.0684615195833	100.38295605917892
214	476.483165176828	549.2647800667249	93.78391934863835	99.23261193893525
215	479.3669481457039	563.5374638025181	94.12904699150747	97.2196292246789
216	484.2294478596537	575.2392599918753	94.96855918980509	94.96253501775698
217	489.81390619455067	584.2481559534405	96.05663855213731	93.1886976139281
218	494.83453914017844	591.7964378080835	97.16859179436995	92.50867899283723
219	498.43181814257764	599.2392153978558	98.18059135245714	93.17750540256903
220	500.4885881344362	606.5455543389828	99.06817925979236	95.00384768876961
221	501.67061498074685	611.8385076580275	99.85756227308994	97.47196729284842
222	503.13139784971395	612.3231741384293	100.59255522557507	100.0222036300245
223	506.0299567610632	606.132537971883	101.33514874682902	102.32364340454654
224	511.04375635013713	593.773778842902	102.17447870276497	104.37445125576886
225	518.0590231391013	578.1512226690078	103.22442810933917	106.3937773977068
226	526.1463533223648	563.2317530309878	104.58353810439826	108.59511218497596
227	533.8297723666451	552.2237112908321	106.28249642580064	110.98513859386857
228	539.6838830248226	546.414562754054	108.2557388363825	113.31777909471317
229	543.1315817520101	545.2446621944584	110.34899863864428	115.20606990471249
230	544.9169688318096	547.3239442833777	112.34687183108628	116.3047369857758
231	546.8931360906787	551.5256544676079	114.02846205971773	116.47845645671362
232	550.9806485782415	557.4680205139754	115.21193834026268	115.86003408361466
233	557.8035924685072	565.2707808259556	115.82310217353242	114.80031042198526
234	565.9311368752686	574.9109383850748	115.94241653694759	113.75782810326649
235	572.3032262403954	585.7053850345594	115.80658028083626	113.16793629371071
236	573.6192989496215	596.3399976909351	115.72140928561961	113.33778335930917
237	567.9342086225389	605.1881329942291	115.92981885157103	114.37799309837865
238	555.6134280872501	610.7355093793428	116.49623774648114	116.17779988988832
239	539.2925908417643	611.9902771327831	117.31845592922868	118.45545514341238
240	522.9243329064368	608.7642845332254	118.24964055263163	120.87456804771142
241	510.3527017391924	601.9337160076134	119.25480910543291	123.20160045911497
242	503.96649054045974	593.4042040764328	120.4785272395074	125.41209770052778
243	503.93861619337355	585.7106312393122	122.17008742682185	127.69101267762085
244	508.33334263857114	581.2264663955767	124.49820137351074	130.31482409036155
245	513.9985600340691	581.313511613623	127.39851458260344	133.48125487126552
246	517.8779519971662	585.7130511480855	130.52894796888287	137.17706061614183
247	518.1412240390905	592.708442613787	133.39392534162118	141.15115293742343
248	514.707303272872	599.8955919713035	135.5669113131686	144.98960948122937
249	509.0755914330996	605.1705061231874	136.88360528416518	148.2529348695862
250	503.5704069487974	607.4447221553561	137.49309374144397	150.6169561860592
251	500.39528337041105	606.7764279438655	137.7441276580263	151.96158163789408
252	500.8776397276874	604.1634109969165	137.9827032794592	152.38687263855326
253	505.1479257611961	601.1389879648297	138.3774170518653	152.172980697141
254	512.2464072753946	599.2743389200317	138.87706095133714	151.69351292164782
255	520.5648245608982	599.6953210117672	139.29257407924936	151.32237401651844
256	528.4213730054339	602.6171690325161	139.43956258893337	151.35745894325123
257	534.5196047697348	607.224935488256	139.26040837850377	151.98345756674325
258	538.2628057813797	611.8289802266115	138.84578297822603	153.2437841751326
259	539.6703153238506	614.4335967554141	138.40773711190786	155.03178036567684
260	539.1390039427843	613.4037915233296	138.20943269213507	157.07833285495016
261	537.0485257775694	607.9955819195411	138.52957318497698	158.96141316655022
262	533.4253167666004	598.6457453738223	139.67184520706866	160.20955271863204
263	527.9146659827273	587.0198453413918	141.97591928351264	160.46309896779823
264	519.9991664885702	575.6186621960615	145.73945337954214	159.64512711305795
265	509.5851280344773	567.2133088314087	151.0449600346966	158.02409131528177
266	497.5182056096694	563.8987192444317	157.5417985241241	156.1184611002396
267	485.6857623147516	566.2083994387181	164.4102959812171	154.5008772010225
268	476.4866913627914	572.6040947145284	170.60454599291333	153.6209661029806
269	471.77749864458485	579.8487163563439	175.30024700595513	153.7244247519959
270	471.96678469853043	584.3184596902204	178.289698172135	154.87961552738858
271	475.91525028978936	583.6427273117326	180.04607153225894	157.09051470463433
272	481.7365060707815	577.683984217637	181.406754494846	160.3988882891298
273	487.88963784028346	568.3916716691091	183.14800597581302	164.8887240857964
274	493.8060160112659	558.6886777035911	185.7070244143814	170.56098051983088
275	499.71414840931425	551.2221269277944	189.21572674169795	177.13713006565558
276	505.97953100211424	547.5829485474128	193.6476737283921	183.96314972403528
277	512.5214572126364	548.1070924103957	198.9019314651871	190.16160889947554
278	518.6054999552508	551.97185113413	204.75356284922043	194.93993134024768
279	523.0647724302344	557.2690628992752	210.76927261669385	197.88398423873534
280	524.7602352626852	561.2119306755378	216.32744059636428	199.06234135612226
281	523.1162374079281	560.7404208006403	220.79828150169155	198.9836064844564
282	518.5103734972427	553.468543425996	223.70817175121334	198.50643321401412
283	512.15895197395	538.7618481265309	224.86091063061318	198.80429513930233
284	505.5463855382067	518.2473600829373	224.3346434374404	201.1741482063174
285	499.5712087034248	495.4516404964004	222.47241415127112	206.674584748813
286	494.2216887989244	474.54491497061986	219.935421154043	215.616498422771
287	488.84531411035334	458.9596945876323	217.6793730409626	227.19124304740419
288	482.88258582064316	450.54944383485326	216.8361170644956	239.58154698541762
289	476.5701248651219	449.7651110486978	218.34729709131693	250.5621420006245
290	471.04923593497665	456.2605966571043	222.5659348257635	258.3823014003825
291	467.9871972861096	469.42763493248196	229.05618834641717	262.5328069183869
292	468.7739282128157	488.33364545548363	236.802604095501	264.02358537265195
293	473.73797448029995	511.47770280185046	244.82017171166422	265.06071223737956
294	481.8344812537414	536.7242201706999	252.78574297777857	268.27831868355065
295	490.8827657714735	561.603884374568	261.2324850636038	275.8396475960891
296	498.40043446251786	583.6687660544087	271.17156498615896	288.72204652049527
297	502.64608501280463	600.624963512621	283.3495957659769	306.400673848874
298	503.2983875596376	610.336582801051	297.69390778205405	327.0137575176662
299	501.38822333870394	611.2238696816074	313.3028291257631	347.91709925221693
300	498.56743349185996	603.1385496076872	328.8685231858628	366.4511265293572
301	496.1513932301653	588.1988060078535	343.2276113727818	380.5787839529031
302	494.56182659192547	570.5889391784071	355.63608239129474	389.19109601456137
303	493.4340637069602	555.1165117757116	365.7251629189891	392.1269248923445
304	492.23651459363055	545.159239640245	373.37565824092326	390.03849796273164
305	490.8369842357768	541.3354848285169	378.57854794547313	384.21653141651575
306	489.60388619407513	541.696785911839	381.3788834731434	376.3838664539519
307	489.1020268642924	543.1477806184779	381.8214115011865	368.42972680629634
308	489.70259525051426	543.073971951077	379.89591045771016	362.0161230073705
309	491.43340678518945	540.2592617785701	375.6647055736603	358.259184595256
310	494.0741016192134	535.023233003561	369.5310209221471	357.5385956243206
311	497.20615162256155	528.8127433166524	362.51659121973887	359.58295617665544
312	500.3060807325878	523.5715928513208	356.32600222057675	363.6670156831616
313	502.8962923909064	521.2203809861834	352.9689911190731	368.80582475366236
314	504.85449814605255	523.0945188721159	354.20390497872245	374.0046037541624
315	506.66132504054883	529.5536938898088	360.89122862396493	378.58418029838504
316	509.21531862806177	539.7535191937266	372.6867963476632	382.43765226623196
317	513.288330602296	551.7400928613135	388.06153486198616	386.03994045554805
318	518.7823959858956	562.9574106583126	404.6987984251452	390.0645847301595
319	524.4756720267246	571.0021628374869	420.0123668052347	394.80563830749315
320	528.5351125869342	574.4775461564435	431.7163916442379	399.85673818423993
321	529.4098579365262	573.4977462293157	438.2969657569079	404.31329666381407
322	526.6016547862617	569.5830186512227	439.32502799573655	407.33665613458663
323	520.7504199371199	565.0490958753342	435.4806781931559	408.6048942558881
324	513.0728785259947	562.0865442714443	428.20418825688836	408.3486277503384
325	504.67914060023384	562.0861675377795	419.0666500952359	407.0406634179153
326	496.27445610225095	565.3344375258472	409.1667453261347	405.14558928478925
327	488.4223871737761	571.1305399628421	398.9335201945014	403.14780376856055
328	481.9565601340853	578.1967564872529	388.43547867629167	401.73932002532814
329	478.0369171084716	585.2492349235463	377.92842768450157	401.83856663393715
330	477.7474747122499	591.4378215307688	368.2155534146638	404.26627665081276
331	481.4346738575195	596.4857556192358	360.446388459117	409.24104739205177
332	488.294717335903	600.4662270418319	355.57348072451964	416.0684358402945
333	496.5058743483261	603.4586658875601	353.86897379236103	423.3833874702898
334	503.84286996794384	605.4336504408171	354.8458236623934	429.7486144775254
335	508.48543526038975	606.2509526520913	357.6427738823758	434.25385738117996
336	509.6900443768918	605.845775674173	361.53447918290476	436.67420204323093
337	508.07490225571047	604.2652619931112	366.22955003088975	437.2348359380761
338	505.354387204433	601.6610041348346	371.7878329411458	436.1885770140164
339	503.52236187356596	598.2766027183972	378.2826672257529	433.6322305489018
340	503.8591075702559	594.3474555426818	385.5473793936614	429.62753358561594
341	506.29240594637065	589.8717222969992	393.1336038404667	424.55094155433585
342	509.5460446675402	584.3170655119543	400.54039720164576	419.28029351615896
343	512.0605732962645	576.5777475913849	407.40194292967976	415.13527736860607
344	512.9758336750367	565.4818243580411	413.57906844115223	413.5949026177093
345	512.5502103828369	550.6509988360472	419.0027964827877	415.8888367273182
346	511.81991277280133	533.3182376823497	423.5214880245667	422.5531491921015
347	511.78838097233427	516.327456018006	426.8574638629169	433.0640804305156
348	512.7751847287999	503.19444237183194	428.6917638323548	445.735826865498
349	514.3812040457051	496.6219373827929	428.89234394506997	458.05940613320854
350	515.9441931793023	497.2289233582318	427.69022867295985	467.45877478250657
351	517.1383867315751	503.36856070916633	425.7090372705605	472.16149620090255
352	518.2117389049176	512.0273988865403	423.7050197275458	471.72510928571216
353	519.7412294592505	520.3042080206283	422.14985203501345	467.01624498820206
354	522.0600944630495	526.4432658039921	420.85631814093927	459.71327653937595
355	524.8440829432486	529.9255603663191	419.01092503479686	451.6706724366013
356	527.1701688508978	530.7317115254165	415.65008276959713	444.50033671853043
357	528.0233232847313	528.706301064032	410.327088828165	439.40907100780225
358	526.9111133118154	523.6137387926469	403.4880700984559	437.145309359607
359	524.1715154719478	515.7257022506576	396.36943556451024	437.86987735353114
360	520.8039918637555	506.28512443703414	390.41170080440884	440.9963801641861
361	517.9011668458442	497.17404974691453	386.56316213724654	445.22304858295706
362	516.0449835014856	489.9078613504097	384.8058957102462	448.92105284493755
363	514.9747827714893	484.6894331878329	384.1009480631784	450.85723642912717
364	513.7189419339826	480.3114491695227	382.87341310748457	450.7638570543527
365	511.0722750870231	475.0042289483957	379.79986488026145	449.4941005629353
366	506.22728495575006	467.7460675439205	374.4918058076962	448.60240940999665
367	499.1528588338313	459.2425529595706	367.7405343998503	449.68739805394404
368	490.66001312603976	451.9824166686353	361.15668946725015	453.7775508528831
369	482.0799905056735	449.35955668346946	356.4613915933164	460.909728024198
370	474.751768120616	454.20860210603115	354.7877805020602	469.94703971912
371	469.49858396284685	467.39544506934203	356.2694823272808	478.75136717739105
372	466.28838035978333	487.183202965068	359.9845319125894	484.84788662175885
373	464.3466386395088	509.6647904076998	364.2615174748992	486.48912439834737
374	462.66517370609347	530.1213786050591	367.3340771999778	483.564900496242
375	460.75094905444064	544.6354236915927	368.15247647716745	477.76761651680096
376	459.08980488567346	551.2610437952366	367.00485834286246	471.8686548784186
377	459.08470444785087	550.3091130830212	365.48246215115154	468.5159500741717
378	462.33676931789876	543.7704164894932	365.6366957075675	469.2587890002183
379	469.69265206554456	534.3963397410181	368.70625563003387	474.21024456300916
380	480.5602230644139	524.8029690067206	374.1596339401045	482.270221582876
381	492.9702634263913	516.9125319081538	379.73860318146893	491.5805520171345
382	504.3203794967694	511.5788012587211	382.61079530214835	499.9719264342433
383	512.4941096254661	508.52296198417116	380.9986946064704	505.43145755617866
384	516.6556591064208	506.5403421569373	375.2971964197842	506.64882157155336
385	517.2587261683066	504.1568057092825	367.97541595661284	503.42313972751754
386	515.38566695247	500.4604000625136	362.3086305649949	496.6346184325472
387	511.9104339679231	495.7647420647378	360.7340137746423	487.61612624612707
388	507.15731168782247	491.61404914382183	363.7764659039323	477.2080805301795
389	501.2059137315438	490.18954358019886	370.08782831927965	465.2367596340358
390	494.48653059955603	493.34102915925496	377.399273617697	450.75557529927653
391	488.04539653015274	501.75466555996775	383.647535100932	432.95507369349093
392	483.25605739085177	514.506945566657	387.6271678340473	412.08899838509814
393	481.1411404067669	529.1311076899258	389.02957189923904	389.7199259186898
394	481.8461146636645	542.1361559697957	388.0943391835628	368.24020907138345
395	484.59716922896666	549.9096172238536	385.308607210487	350.02148351351696
396	488.15286328437367	549.8644380235316	381.3179199466457	336.7511534561953
397	491.40480686020027	541.3666221155385	377.040227019623	329.2406626691266
398	493.6725416494813	525.978166971516	373.7248703222581	327.6106741135779
399	494.7056706234502	506.9044130300192	372.72277108662684	331.5668253677831
400	494.582698635834	487.8193048810014	375.0287700604845	340.5672944675765
401	493.6996562831405	471.6626766543142	380.82585395102166	353.7793601300334
402	492.72391822860453	460.0536797248479	389.35670301399506	370.0611371325266
403	492.4674079063318	453.4629195998294	399.2457980474719	388.059405733538
404	493.5701107386028	451.81805129784857	409.11765108840393	406.45188735935045
405	496.22965610385944	454.9190268591145	418.1388522792857	424.12654247578035
406	500.1739149610495	462.3551270163326	426.1557810274974	440.1383169752451
407	504.8151139595578	473.0323172280257	433.3733595249896	453.4700727603065
