episodes	DQV	Hard-DQV
268	-17.227747496186304	-18.728298825209002
269	-17.146523443190144	-18.726358393891942
270	-17.04042257801338	-18.747630767940663
271	-16.910690367961667	-18.777262083124622
272	-16.765803279242796	-18.792009566918857
273	-16.613351541242054	-18.772947472652277
274	-16.45743969050912	-18.716530708017522
275	-16.30078070032553	-18.63990749000819
276	-16.147706482281887	-18.573426316909796
277	-16.00441949350845	-18.544893054329247
278	-15.877747537904082	-18.56382359784721
279	-15.774178502166198	-18.61348935924741
280	-15.701709844555477	-18.656934514076266
281	-15.671931919927067	-18.653452559886215
282	-15.698252495842697	-18.578802563802874
283	-15.787975537142174	-18.436747268436747
284	-15.932590152565739	-18.257919425924527
285	-16.10235694156888	-18.08435396256256
286	-16.253954418959434	-17.95007748737612
287	-16.349716221546565	-17.867426989951547
288	-16.377877975150042	-17.827169969966427
289	-16.36073281980473	-17.808775558501466
290	-16.34211886733279	-17.795602797619146
291	-16.361911671673894	-17.784196083311564
292	-16.42973466782105	-17.782622722822186
293	-16.516706077660434	-17.79912591997948
294	-16.567897910035597	-17.82802508916799
295	-16.53087546566318	-17.84478149425059
296	-16.381997885007102	-17.814557341450495
297	-16.137796510178806	-17.711245107155438
298	-15.846675520169526	-17.532920173110437
299	-15.567021414492446	-17.305698687832788
300	-15.344774031991268	-17.069526953296453
301	-15.199935610001134	-16.85837979102331
302	-15.126938805663096	-16.68507690400449
303	-15.104736920872384	-16.54353702967535
304	-15.110280903004309	-16.42601953501801
305	-15.12752329769951	-16.341353320441343
306	-15.14758231600252	-16.3197327523511
307	-15.161352112442188	-16.39730623812197
308	-15.15155898145561	-16.592112805535034
309	-15.091926196375896	-16.887113511990034
310	-14.958859055973834	-17.235012687326194
311	-14.74716484757035	-17.579884419665483
312	-14.479722495976576	-17.881930628861525
313	-14.20208493555284	-18.1294055476609
314	-13.96428889451008	-18.33419862873325
315	-13.802998846698316	-18.51562105232186
316	-13.732259958784185	-18.684699405299373
317	-13.747559150391705	-18.835425787679856
318	-13.833688644042326	-18.946340315834043
319	-13.97040053816287	-18.99065902912347
320	-14.133146387104478	-18.94943933984968
321	-14.295981458761036	-18.822254715448178
322	-14.437606835054357	-18.62942510393365
323	-14.549091107744344	-18.407254390268996
324	-14.633378622111971	-18.19774699862853
325	-14.696110766114948	-18.039731195020877
326	-14.733886244000388	-17.96083689032458
327	-14.728695453418144	-17.972764973946923
328	-14.654599011015442	-18.067313394290224
329	-14.491526997436567	-18.21698147311475
330	-14.236470561046646	-18.379976958387303
331	-13.906910229027572	-18.509785366574597
332	-13.536403660799778	-18.56841673761513
333	-13.16521464452276	-18.53748025776032
334	-12.829639647138537	-18.424039965993877
335	-12.551341685085035	-18.256237710384898
336	-12.331676410575035	-18.06896774095871
337	-12.15362819207267	-17.887052833514428
338	-11.991867249186893	-17.716342163071204
339	-11.823447707579385	-17.549088026043904
340	-11.63460032282984	-17.378379632658522
341	-11.421725010362014	-17.21026993816342
342	-11.189287285488266	-17.063991422354803
343	-10.947880813374532	-16.96215668686672
344	-10.712051034714113	-16.920752750462256
345	-10.499433196854657	-16.94572057718986
346	-10.330314354524761	-17.035235254236184
347	-10.22747344536241	-17.180779027089237
348	-10.211329096015142	-17.363506712968316
349	-10.290521911298075	-17.549814187129186
350	-10.450164436428224	-17.696013412730014
351	-10.646446597292538	-17.762455482151545
352	-10.816961610820302	-17.730158077282418
353	-10.902808902429147	-17.60880796934795
354	-10.87301738956804	-17.42991769220657
355	-10.736037582696472	-17.231655839180576
356	-10.533138399082304	-17.04609174707237
357	-10.317365199231197	-16.89646644189966
358	-10.134835318104301	-16.802530312889107
359	-10.015785507550778	-16.782727398145212
360	-9.976225363344753	-16.84836653137349
361	-10.021261556938672	-16.991812635110758
362	-10.14219029404127	-17.179051044008972
363	-10.31182219739145	-17.355644391711493
364	-10.486121561100278	-17.463846294593896
365	-10.619202940991865	-17.463781022172675
366	-10.68433049941315	-17.347096045254535
367	-10.68646460830249	-17.140095039022125
368	-10.656701505157832	-16.895838953977236
369	-10.632734063824941	-16.67830656739516
370	-10.638158923454924	-16.543340259236707
371	-10.673772179751417	-16.520531711635353
372	-10.72287696412677	-16.60353290814625
373	-10.764430820922431	-16.75505404206357
374	-10.784342622097522	-16.926907387394465
375	-10.77879934175024	-17.081448580135927
376	-10.750812358354162	-17.205500248691788
377	-10.70109302073186	-17.306910696650522
378	-10.6222556602169	-17.401347938798907
379	-10.498170358041794	-17.498018013900808
380	-10.312134753101107	-17.594030615767934
381	-10.058444776400847	-17.678031447302736
382	-9.747872266936291	-17.739055206030905
383	-9.403622619552603	-17.77356210600747
384	-9.050327096947441	-17.786019017038726
385	-8.702246876175366	-17.78249850418339
386	-8.358602441194716	-17.764543817470333
387	-8.009675393699299	-17.72795098366909
388	-7.649924117270042	-17.669418879904963
389	-7.292256792194298	-17.59542193602582
390	-6.968116298276826	-17.523500080095232
391	-6.711346853885109	-17.473424498131845
392	-6.531660289741485	-17.451128117600717
393	-6.401085771871556	-17.441249289886564
394	-6.267471327454425	-17.412405750759557
395	-6.092861490694887	-17.331944514341156
396	-5.886469324704566	-17.17793277401139
397	-5.705119001011208	-16.94100293266446
398	-5.61620964595187	-16.618305098312067
399	-5.648529654499964	-16.20993520864493
400	-5.767468846662141	-15.724669189845148
401	-5.8886769287048875	-15.191168836594475
402	-5.918142132523478	-14.6629078301813
403	-5.790574045586563	-14.208855882298993
404	-5.489574951155507	-13.891753397801883
405	-5.045118857769693	-13.744993128194324
406	-4.519247265154701	-13.762429834560951
407	-3.9902601778675035	-13.904278357251156
408	-3.5367621667638476	-14.116012950586954
409	-3.224074153398492	-14.347019592989968
410	-3.094330546300326	-14.564337061401913
411	-3.157204715132256	-14.752651733892685
412	-3.3852137184239095	-14.908759340484004
413	-3.7136345393113324	-15.032437031302228
414	-4.0478264589016595	-15.123299563485226
415	-4.283893124455965	-15.183376095455689
416	-4.336749858120683	-15.221846784034243
417	-4.167822509309163	-15.256203029527313
418	-3.796956488102264	-15.30207928829819
419	-3.294343818558195	-15.357169880001038
420	-2.754821816643348	-15.386685586122187
421	-2.268941263480939	-15.321600207020897
422	-1.9003238313889224	-15.07447989568565
423	-1.6739863125524244	-14.573077963508211
424	-1.576447212532407	-13.79822737684591
425	-1.5644997624307477	-12.809871507512904
426	-1.582047944291731	-11.743672189875902
427	-1.5777260439122989	-10.777200331217978
428	-1.5172325514606486	-10.068940703857757
429	-1.388293516849895	-9.705152439876391
430	-1.2038277781107176	-9.671678934421772
431	-1.0030085640655635	-9.863742682669896
432	-0.8461745110918688	-10.127618765423257
433	-0.798579255896364	-10.313225561248748
434	-0.9056417095127282	-10.318401547352464
435	-1.1736494721450472	-10.10891566220344
436	-1.5667788749195812	-9.714390717481876
437	-2.017371307327646	-9.195013094081316
438	-2.444551209578654	-8.599523349966017
439	-2.7722495065183264	-7.936618660170472
440	-2.943463758841278	-7.186150604504629
441	-2.928773961908509	-6.342860443511694
442	-2.725779521792025	-5.454038744492182
443	-2.3485080196019346	-4.611339654072423
444	-1.8168097367613638	-3.896866765817312
445	-1.1543839507343119	-3.322315918244388
446	-0.3989299459600094	-2.817990373094612
447	0.3882203076863755	-2.284638506961034
448	1.125234795555657	-1.6654292909112205
449	1.7297192537463615	-0.9930097645343121
450	2.1450562290894295	-0.37864901201059287
451	2.3592024269773826	0.04030974314424318
452	2.4055012653979535	0.16210629140603705
453	2.348846806602534	-0.04714025105829586
454	2.2648966278342826	-0.5470303618876586
455	2.2216668277644342	-1.2482348920698767
456	2.266676734113878	-2.0440910213593266
457	2.4220144983551957	-2.834544594400014
458	2.6849910819746006	-3.5364323453177438
459	3.034054471825443	-4.081128149175279
460	3.4390743623200435	-4.406922635350013
461	3.8714659999718846	-4.461595192938912
462	4.311485519228505	-4.214130169607335
463	4.747792303838432	-3.674513325387289
464	5.166652409508875	-2.9041604880281553
465	5.536214656354847	-2.0040005511410417
466	5.80011273610311	-1.0754197837062909
467	5.892665059633305	-0.17831279522700264
468	5.774494727556988	0.691256414756281
469	5.46935127627195	1.5848658856938922
470	5.072972435893018	2.5467707347792325
471	4.7226049610169545	3.5605628639148303
472	4.542590409048472	4.530176051206117
473	4.597964771547235	5.317247132404148
474	4.88157496843778	5.823447320308362
475	5.332204314861208	6.057182149257709
476	5.867563249932561	6.144284463584708
477	6.4110759966575745	6.26247074298654
478	6.906233366507541	6.547861162002052
479	7.319103744370719	7.024141851614225
480	7.6365689025546075	7.600289154648412
481	7.863613388942845	8.12213500120809
482	8.01982402325889	8.444749930422672
483	8.134087336211968	8.49322825689153
484	8.23387727394591	8.291896739825056
485	8.335281789227832	7.960979659794065
486	8.436344932293071	7.682313272654217
487	8.519841831352405	7.635454011699291
488	8.566607471948252	7.933307484404688
489	8.572182005696202	8.574996514833934
490	8.556197375767331	9.443962430500175
491	8.556722930694768	10.346184847549772
492	8.612421365617246	11.076329277769005
493	8.74332371287616	11.48201300451749
494	8.946040780781733	11.507854476106477
495	9.20246389377155	11.205352754734392
496	9.495770077642996	10.699558466999578
497	9.815768023900095	10.127599651618118
498	10.150758980163424	9.576146845745967
499	10.474815125850663	9.051767189690551
500	10.747627965440861	8.506708608477636
501	10.931728987901197	7.902230922926085
502	11.019604272742493	7.269652155745573
503	11.045158968639527	6.721115912242199
504	11.071288888037067	6.405223559137072
505	11.15602330959381	6.4295028117328465
506	11.32088822203222	6.7993084803705655
507	11.538730082677587	7.406732322898941
508	11.748828134917483	8.073549997466534
509	11.886126288007436	8.626992253884964
510	11.909386414437508	8.968124062853477
511	11.816191990451324	9.098357611578162
512	11.641286881453109	9.094423771932435
513	11.441610091551047	9.045781275483217
514	11.278053618827451	8.985212165845077
515	11.197962665908854	8.858135368600326
516	11.223340329588984	8.55322619824486
517	11.344616347755409	7.984514258127196
518	11.521979039838994	7.17513814412882
519	11.694804493995154	6.285922480185603
520	11.800768571281944	5.566374290843999
521	11.794278713555704	5.253066718208426
522	11.65932709532043	5.4784171940065844
523	11.409362099173327	6.231566330894331
524	11.079011884296406	7.381705708735292
525	10.714403556834247	8.72988806633235
526	10.366652498073591	10.061764409488063
527	10.08760095043878	11.192123887558934
528	9.92676596036738	11.999607824953475
529	9.923719538168982	12.447855417241794
530	10.099042604697644	12.585984983510722
531	10.44469096119857	12.52033350290591
532	10.920463482512332	12.369849550015022
533	11.460980834755116	12.227702840052622
534	11.995053090566984	12.147104168278123
535	12.466847442404491	12.152897481838526
536	12.849913339942441	12.263005015479473
537	13.146727772297094	12.495408131473493
538	13.376572584746516	12.85483963106925
539	13.56007469416539	13.314581205433724
540	13.710480256053483	13.80384052008451
541	13.832947766894288	14.21996251375377
542	13.931906663774893	14.457868671547743
543	14.018468155917093	14.446907769323385
544	14.112964074302116	14.17978091056088
545	14.23765914063892	13.718926372595224
546	14.402048416436603	13.176774994367236
547	14.588682634943527	12.673280375971213
548	14.7542037286289	12.2918245786799
549	14.848721206890756	12.05464594743064
550	14.845085844266322	11.92891461820238
551	14.760206934146181	11.85395114584913
552	14.650500485503022	11.76987881907716
553	14.583232896273724	11.633704032074881
554	14.600685717045003	11.421134571297955
555	14.700232099701752	11.125262406974095
556	14.842800433999665	10.760770579424161
557	14.98015955140675	10.364857512393414
558	15.07846915792027	9.991620057156059
559	15.125722144121363	9.689318199495728
560	15.12373064295491	9.476598483042592
561	15.07802374644157	9.333138043499794
562	14.994183704816606	9.214801464745022
563	14.880130924054958	9.085395342942716
564	14.747505181842126	8.94342890773823
565	14.61095021720761	8.826952598704572
566	14.486240930822278	8.794384521932672
567	14.39167370157873	8.89559252616463
568	14.349115022323558	9.149924793562734
569	14.382300276095624	9.543713661398462
570	14.510044889258218	10.040123902099879
571	14.739436372698023	10.583367371984874
572	15.061080369584364	11.08916663366843
573	15.447582630782223	11.4373062896573
574	15.854059196699875	11.488722902859564
575	16.22344014020045	11.141048540336854
576	16.497393593048567	10.400800452788035
577	16.63304701385821	9.420673819798443
578	16.61886828235615	8.463970425519156
579	16.479036394120968	7.801511973256965
580	16.265267665621785	7.5969385535330405
581	16.03894902053224	7.842125516868996
582	15.8513532311594	8.375111747364063
583	15.730028948192793	8.953935040586106
584	15.675331609083766	9.35128155799528
585	15.668526490469969	9.428885719809598
586	15.687130347356131	9.179915560080467
587	15.719076671522284	8.728915784631516
588	15.766745247415376	8.286519762523417
589	15.839318875735637	8.067885386075895
590	15.938650800320561	8.207686149676086
591	16.052783249646176	8.707931162938916
592	16.16004985457659	9.44969167083045
593	16.241267816793776	10.258016432845038
594	16.28762739097545	10.973671026649871
595	16.300190738717376	11.498206327168226
596	16.28518749316489	11.79372268397153
597	16.25091528452854	11.864728709198474
598	16.208143677791746	11.73506235026142
599	16.170519681071582	11.440286082119036
600	16.151120515639313	11.015743976537332
601	16.157525092887116	10.483085426666662
602	16.190171949213187	9.839059355728715
603	16.24633873357873	9.068080008017391
604	16.327037492224797	8.181338562873902
605	16.436426214857825	7.257060582000389
606	16.57378276239084	6.451079578865674
607	16.724284852203496	5.957735972845427
608	16.858287784769978	5.9372329467458265
609	16.942457157558422	6.4456703697995295
610	16.955818276658434	7.40604725732584
611	16.901190854554763	8.633158975379404
612	16.804020030752362	9.900815087058433
613	16.700668125702897	11.018643042799134
614	16.62270145150683	11.880049481792952
615	16.585053456418997	12.464809901807556
616	16.582355328310737	12.808396370299937
617	16.59579535805828	12.961560145322743
618	16.60457797711541	12.970352575738165
619	16.597112679381443	12.88386408456354
620	16.575930255828787	12.766382169368285
621	16.552011693916512	12.697794435180384
622	16.534851548362536	12.746967429086347
623	16.52416926553505	12.943044494189527
624	16.51058682485025	13.258107715122488
625	16.484430311359056	13.623591770781944
626	16.44553421830868	13.961927150229545
627	16.4063798328204	14.221517007273611
628	16.38506396663631	14.387822134737284
629	16.393675353473547	14.471162424570387
630	16.428707440829402	14.484195279536156
631	16.472999383245998	14.428562830780317
632	16.50719818956332	14.30000934517717
633	16.52448659092743	14.107649720386277
634	16.538252168560888	13.886719749225996
635	16.57841819126547	13.691788527034753
636	16.676095013620866	13.56826419912305
637	16.847570777896525	13.522235384803306
638	17.084860539108305	13.508257742811237
639	17.357381654479298	13.446924308141275
640	17.622923112018665	13.25900839688954
641	17.840675945977836	12.894946976125658
642	17.981655740317102	12.349295687257918
643	18.03398122314788	11.66143306468889
644	18.002432897714353	10.910143854134734
645	17.903448078843063	10.206033359157837
646	17.759853087785054	9.668943263589425
647	17.596796254241184	9.387806249277405
648	17.440906894282158	9.380415982412593
649	17.317851376223892	9.583386020130865
650	17.246943970074184	9.887300456582405
651	17.23212945161576	10.197842307151745
652	17.256498570799508	10.478709567780527
653	17.285714102945136	10.746394171897208
654	17.281373957113424	11.032275944344214
655	17.21888010661488	11.343791722947266
656	17.0986512387722	11.65570391109862
657	16.944940686018196	11.931815196051417
658	16.790770133548396	12.144306268330254
659	16.65674728798031	12.278676651064815
660	16.536602966831488	12.320474909777628
661	16.40149141866365	12.249591963117009
662	16.22023309044501	12.048836050158476
663	15.982367565719025	11.725075192515078
664	15.707949393933836	11.326362957987769
665	15.438371351539022	10.94024192821976
666	15.215616947606899	10.67433089244297
667	15.064938642900602	10.623244482308563
668	14.99041341635946	10.833977178326876
669	14.981532478289067	11.28562311635944
670	15.02301926055333	11.892547873618305
671	15.100591039395844	12.533335772600989
672	15.203205713773867	13.089293083219141
673	15.32368117491169	13.474897586113414
674	15.459623695171164	13.650251991585982
675	15.611870071818531	13.621059407040276
676	15.781047672394664	13.427629232058283
677	15.96360601720867	13.129353854722755
678	16.15386831984913	12.781972126657504
679	16.349695720079346	12.41484910493714
680	16.556569824509445	12.025936547228966
681	16.782469879083468	11.601860595342758
682	17.026259621227247	11.143095007738628
683	17.26841044382828	10.679521788089938
684	17.473836550234726	10.256061847518076
685	17.60511953959487	9.911894229889485
686	17.637963530217476	9.667436471007264
687	17.570566931532714	9.531337299283516
688	17.422934600779833	9.512165380984893
689	17.22996807710387	9.618605014896705
690	17.032066420930242	9.848516238153472
691	16.864601605314526	10.176809311927997
692	16.749360928274353	10.559597967288587
693	16.690046224263416	10.95886478686997
694	16.67520815349875	11.36895744444886
695	16.687198038087864	11.82556235475234
696	16.711175776465165	12.382021646924294
697	16.737974947947045	13.06501260162623
698	16.761584927891438	13.840898535148598
699	16.77646269907488	14.618116605241177
700	16.778768855689968	15.286187203848607
701	16.770991027749826	15.76533469220387
702	16.76366812744486	16.032378727714036
703	16.770637799575404	16.112845507070723
704	16.799943883803007	16.053105508486073
705	16.846786439619642	15.89671486852979
706	16.893848751328807	15.67830247359716
707	16.918674700417604	15.4299554736907
708	16.905141565082108	15.182978463979119
709	16.85181830524751	14.96131509397794
710	16.774438033693688	14.772009659219496
711	16.700274144184938	14.602978968404237
712	16.656556764358868	14.433352406634407
713	16.659486246617178	14.250339386692708
714	16.707822430411703	14.06038125039365
715	16.78525622664407	13.888076330639226
716	16.869474734921912	13.76177716833712
717	16.941439470381773	13.699088301827764
718	16.992473891764583	13.697752676802565
719	17.025599884827365	13.73880592868903
720	17.051298878620994	13.794113250712389
