epochs baseline std_baseline only_head std_only_head self_transfer_full_fine_tuning std_self_transfer_full_fine_tuning
0 0.25555555555555554 0.017777777777777767 0.5688888888888889 0.28444444444444444 0.2922222222222222 0.07666666666666666
1 0.2633333333333333 0.014444444444444454 0.6255555555555555 0.26555555555555554 0.33444444444444443 0.11888888888888888
2 0.2777777777777778 0.0022222222222222365 0.6977777777777778 0.2311111111111111 0.3888888888888889 0.1488888888888889
3 0.2977777777777778 0.004444444444444445 0.76 0.2088888888888889 0.4255555555555555 0.1522222222222222
4 0.31333333333333335 0.0022222222222222088 0.8222222222222222 0.14666666666666667 0.46555555555555556 0.15444444444444444
5 0.31333333333333335 0.0 0.8733333333333333 0.10222222222222221 0.4911111111111111 0.14444444444444443
6 0.3277777777777778 0.003333333333333355 0.9122222222222223 0.056666666666666705 0.49444444444444446 0.1166666666666667
7 0.3322222222222222 0.027777777777777762 0.9555555555555555 0.013333333333333364 0.5033333333333333 0.0811111111111111
8 0.33666666666666667 0.023333333333333317 0.9744444444444444 0.0033333333333332993 0.49888888888888894 0.041111111111111126
9 0.35333333333333333 0.0022222222222222365 0.9744444444444444 0.0033333333333332993 0.4955555555555555 0.042222222222222244
10 0.38 0.024444444444444435 0.9788888888888889 0.003333333333333355 0.518888888888889 0.01222222222222219
11 0.41888888888888887 0.04777777777777778 0.9766666666666666 0.0011111111111111183 0.5511111111111111 0.013333333333333308
12 0.45111111111111113 0.04222222222222222 0.98 0.0 0.5711111111111111 0.022222222222222254
13 0.49 0.032222222222222235 0.981111111111111 0.0011111111111111183 0.6033333333333333 0.058888888888888935
14 0.51 0.025555555555555554 0.98 0.0 0.6155555555555556 0.1111111111111111
15 0.5311111111111111 0.0 0.9866666666666667 0.0022222222222222365 0.6122222222222222 0.1366666666666667
16 0.5366666666666666 0.0011111111111111183 0.9822222222222222 0.004444444444444473 0.6333333333333333 0.14666666666666667
17 0.5711111111111111 0.011111111111111072 0.9744444444444444 0.0033333333333332993 0.6377777777777778 0.16222222222222224
18 0.6144444444444445 0.007777777777777772 0.9677777777777778 0.0011111111111111183 0.6566666666666667 0.17444444444444446
19 0.6366666666666667 0.014444444444444426 0.9688888888888889 0.0 0.6588888888888889 0.18333333333333332
20 0.6833333333333333 0.012222222222222245 0.9666666666666667 0.0 0.6699999999999999 0.2033333333333333
21 0.7144444444444444 0.025555555555555554 0.97 0.0011111111111111183 0.6855555555555556 0.2188888888888889
22 0.7233333333333334 0.034444444444444444 0.9744444444444444 0.005555555555555536 0.7033333333333334 0.20555555555555555
23 0.7488888888888889 0.019999999999999962 0.9755555555555555 0.006666666666666654 0.72 0.2177777777777778
24 0.7633333333333334 0.03666666666666668 0.971111111111111 0.011111111111111127 0.7333333333333334 0.2177777777777778
25 0.7711111111111111 0.022222222222222202 0.971111111111111 0.00888888888888889 0.7455555555555555 0.20777777777777778
26 0.8 0.015555555555555545 0.9755555555555555 0.006666666666666654 0.7333333333333334 0.22000000000000003
27 0.8144444444444444 0.007777777777777772 0.9722222222222222 0.0033333333333332993 0.7333333333333334 0.22000000000000003
28 0.8300000000000001 0.005555555555555591 0.98 0.004444444444444473 0.7466666666666667 0.20666666666666667
29 0.8233333333333334 0.025555555555555554 0.9766666666666667 0.005555555555555536 0.7455555555555555 0.20777777777777778
30 0.8288888888888889 0.02444444444444449 0.9744444444444444 0.0033333333333332993 0.741111111111111 0.21000000000000005
31 0.8311111111111111 0.03111111111111109 0.9744444444444444 0.0033333333333332993 0.7333333333333334 0.21111111111111108
32 0.8422222222222222 0.028888888888888853 0.9677777777777778 0.003333333333333355 0.72 0.22444444444444442
33 0.8644444444444443 0.006666666666666654 0.9622222222222222 0.0 0.7122222222222222 0.24111111111111114
34 0.8722222222222222 0.005555555555555536 0.9644444444444444 0.0 0.7233333333333334 0.23888888888888887
35 0.8766666666666667 0.01222222222222219 0.9666666666666667 0.00666666666666671 0.7288888888888889 0.24000000000000002
36 0.8955555555555555 0.0022222222222222365 0.9733333333333334 0.002222222222222181 0.7322222222222222 0.24333333333333332
37 0.8944444444444444 0.0011111111111111183 0.9688888888888889 0.0 0.7455555555555555 0.22999999999999998
38 0.8988888888888888 0.0011111111111111183 0.97 0.005555555555555536 0.7477777777777778 0.2122222222222222
39 0.9188888888888889 0.010000000000000009 0.9666666666666666 0.00888888888888889 0.7422222222222222 0.21999999999999997
40 0.9355555555555555 0.006666666666666654 0.9633333333333334 0.0011111111111111183 0.7511111111111111 0.20444444444444448
41 0.94 0.002222222222222181 0.9644444444444444 0.0022222222222222365 0.7622222222222222 0.19111111111111112
42 0.9533333333333334 0.0044444444444444176 0.97 0.005555555555555536 0.76 0.20444444444444443
43 0.95 0.007777777777777772 0.9666666666666667 0.00666666666666671 0.7666666666666666 0.20222222222222225
44 0.9488888888888889 0.0 0.9677777777777778 0.005555555555555591 0.7711111111111111 0.20444444444444443
45 0.9488888888888889 0.0 0.9755555555555555 0.002222222222222181 0.7622222222222221 0.21555555555555556
46 0.9377777777777778 0.011111111111111127 0.9777777777777777 0.0022222222222222365 0.7655555555555555 0.20999999999999996
47 0.9411111111111111 0.014444444444444482 0.9788888888888889 0.0011111111111111183 0.7566666666666666 0.21888888888888886
48 0.94 0.011111111111111127 0.9722222222222222 0.0033333333333332993 0.7377777777777779 0.23333333333333334
49 0.9433333333333334 0.010000000000000009 0.9766666666666667 0.007777777777777772 0.7288888888888889 0.2333333333333333
50 0.9344444444444444 0.014444444444444426 0.9711111111111111 0.0 0.7188888888888889 0.24555555555555555
51 0.9444444444444444 0.0022222222222222365 0.9677777777777778 0.0011111111111111183 0.7255555555555555 0.24555555555555558
52 0.9444444444444444 0.0022222222222222365 0.971111111111111 0.006666666666666654 0.7188888888888889 0.25
53 0.9477777777777778 0.0011111111111111183 0.97 0.005555555555555536 0.7377777777777778 0.23777777777777775
54 0.9544444444444444 0.010000000000000009 0.9711111111111111 0.0022222222222222365 0.7488888888888889 0.22444444444444445
55 0.9588888888888889 0.007777777777777772 0.9711111111111111 0.0022222222222222365 0.7444444444444445 0.21999999999999997
56 0.96 0.0044444444444444176 0.9722222222222222 0.0033333333333332993 0.75 0.2122222222222222
57 0.9677777777777778 0.003333333333333355 0.9711111111111111 0.0022222222222222365 0.7544444444444445 0.21444444444444444
58 0.9733333333333334 0.002222222222222181 0.9711111111111111 0.0022222222222222365 0.76 0.21555555555555556
59 0.9644444444444444 0.0022222222222222365 0.9744444444444444 0.0033333333333332993 0.7577777777777778 0.21777777777777774
60 0.9588888888888889 0.005555555555555536 0.9666666666666667 0.0 0.7544444444444445 0.21666666666666667
61 0.9566666666666667 0.007777777777777772 0.9655555555555555 0.005555555555555591 0.741111111111111 0.22333333333333333
