episodes	DQV	DQV-Max	DQN	DDQN
139	-19.569577899020217	-20.614043109146863	-20.38234957901662	-20.455788698383223
140	-19.520689718166757	-20.643999416824265	-20.36241839113641	-20.410037216355047
141	-19.484346963943214	-20.686219166215096	-20.349733465227253	-20.364775263766216
142	-19.465640238276293	-20.73150447225074	-20.35152591771333	-20.32936349423806
143	-19.463543640153375	-20.769583340254535	-20.371578280808265	-20.314172519280117
144	-19.47136892245026	-20.792983462080958	-20.407349100438672	-20.324462715994546
145	-19.4817008886206	-20.80005208937873	-20.450576206552192	-20.35524686237489
146	-19.49194788555866	-20.79494699274878	-20.49034525262046	-20.39218003430861
147	-19.50558205329791	-20.785095125146114	-20.516965694224496	-20.418483806296585
148	-19.52784918215424	-20.777540815647434	-20.524372450115848	-20.423774964022122
149	-19.558932514930543	-20.775797714255404	-20.51157954297073	-20.409111506520215
150	-19.590035866940934	-20.77876005875495	-20.483119159985296	-20.385661499833446
151	-19.60655965689323	-20.781770068692115	-20.44866042902718	-20.368184758721906
152	-19.59665258963243	-20.779197536381155	-20.420801286610196	-20.36726403093264
153	-19.559327817542666	-20.76734825471752	-20.410460812656233	-20.384321036214285
154	-19.505976453405246	-20.746605625953563	-20.422445896427902	-20.41158607664444
155	-19.454559065232992	-20.72178722496279	-20.45395888045492	-20.436049761118213
156	-19.420806266485542	-20.700409669282656	-20.49695861208715	-20.445712788707176
157	-19.411375103148252	-20.68965006255256	-20.542379251857128	-20.43486673461249
158	-19.423104977989876	-20.693279209000014	-20.583290974856293	-20.40616448092964
159	-19.446816961754905	-20.710230008865917	-20.615568368744867	-20.36891707042019
160	-19.472439647362958	-20.7351148447836	-20.63717249136043	-20.334657704124965
161	-19.491502377034223	-20.760560414407685	-20.647387291750608	-20.31323102099723
162	-19.496115706888677	-20.77999157490503	-20.64621608902182	-20.310436166802724
163	-19.476480433258708	-20.78991876191908	-20.63367319187473	-20.32743519903324
164	-19.42131168496199	-20.790570276528907	-20.60878375748193	-20.36076281010189
165	-19.322312389240373	-20.784915647234122	-20.569648085621132	-20.402406172364906
166	-19.18093572835121	-20.776734984730197	-20.514808177705632	-20.44054994295965
167	-19.010702355040785	-20.76857980265777	-20.445191672887226	-20.462615576960353
168	-18.832549321520347	-20.76076636925544	-20.36482678778446	-20.459748517884154
169	-18.665536443477684	-20.751620446175124	-20.280279598452253	-20.43074390069848
170	-18.52009245991044	-20.738775423489074	-20.199406330322535	-20.382598504733746
171	-18.398565896213565	-20.72090166809492	-20.1306511600335	-20.327056398590553
172	-18.300792579420172	-20.6988231038394	-20.082281571285364	-20.275183557156147
173	-18.228841703984198	-20.67531144511615	-20.061285150064553	-20.233403819059063
174	-18.186489925530307	-20.653684291121277	-20.07156243236119	-20.202593078962263
175	-18.17557290773848	-20.636089118498084	-20.11253410323324	-20.179040888695035
176	-18.192953958101008	-20.62279352556694	-20.179028020038775	-20.156808538274262
177	-18.231977150588705	-20.61241055996943	-20.262236661688128	-20.13032643598671
178	-18.285902001833463	-20.602799239167382	-20.351193483026996	-20.097337366239806
179	-18.35068048315654	-20.591714350923446	-20.434008857455947	-20.060869717049815
180	-18.42450460748833	-20.577072711840138	-20.499909298385578	-20.02917813333579
181	-18.504770041674224	-20.55747009301886	-20.541471216404727	-20.012074817251403
182	-18.58516270401575	-20.5329853774277	-20.556618393218415	-20.015734448940947
183	-18.654191029580744	-20.506240673718317	-20.54864901544483	-20.03920035190614
184	-18.697412784504607	-20.48273247848835	-20.524365336061692	-20.074836137178423
185	-18.702030545426933	-20.470154960659926	-20.49096430141969	-20.112385951641603
186	-18.662322237846073	-20.476465125305896	-20.453909226370165	-20.143487668555426
187	-18.582659823957258	-20.507059170553877	-20.416139016114343	-20.164163164628054
188	-18.477461194855252	-20.56215172473739	-20.37884054772251	-20.174251173886137
189	-18.36783116223286	-20.635609922647333	-20.342945185964034	-20.175048564805046
190	-18.276339044677176	-20.715632584208098	-20.30996348310477	-20.168025765980182
191	-18.22217862083782	-20.787651574241952	-20.281937551872304	-20.155527272065164
192	-18.21773702909336	-20.83790328566499	-20.260882790828106	-20.142907766691167
193	-18.26598350396643	-20.855929879185727	-20.24800258515843	-20.139428254348523
194	-18.358917675947225	-20.83587057337835	-20.24395722679172	-20.155399944357185
195	-18.477462864952514	-20.777303345574648	-20.249321142249933	-20.19680170763267
196	-18.59317049492824	-20.68633627268086	-20.26428122205141	-20.260447735790105
197	-18.674675647254844	-20.57662696309614	-20.28683654351154	-20.33412336048893
198	-18.695520995284593	-20.468174675641052	-20.311224762618867	-20.4014611675976
199	-18.642165957236788	-20.382896720188498	-20.328611266787036	-20.449139703068788
200	-18.51841630888508	-20.337585733597628	-20.33127550225381	-20.472071969258693
201	-18.345267642283908	-20.337738470699623	-20.317770096636888	-20.472986690146932
202	-18.157150251764005	-20.375969261711028	-20.295226713102345	-20.458341130334183
203	-17.994041651698296	-20.435849479345492	-20.27653339458947	-20.433692833748154
204	-17.89073365799355	-20.498784459718035	-20.27371766683578	-20.40193581791938
205	-17.865271737151552	-20.5502836702345	-20.292250744336243	-20.36476840640865
206	-17.90997518076666	-20.58300859365292	-20.33014579470281	-20.325478533024874
207	-17.99076756868562	-20.59635729381082	-20.380890065032652	-20.29034336346787
208	-18.057912655335457	-20.593978832295793	-20.43731451096665	-20.268082062621527
209	-18.06623232741158	-20.580714720992148	-20.493315884053054	-20.26778747280205
210	-17.996879774001965	-20.560826432538892	-20.543834059081426	-20.296541164011906
211	-17.868519861641758	-20.537577656189022	-20.584513752700495	-20.356692518916795
212	-17.730930435477635	-20.513259248839887	-20.61281641423202	-20.443496785394014
213	-17.641983439707047	-20.488729601319307	-20.62896442173412	-20.544541365700113
214	-17.64028003454259	-20.462823750632968	-20.635544696458094	-20.64213230762413
215	-17.72849837361363	-20.432576468541143	-20.63570199372635	-20.71863292554816
216	-17.874452193560074	-20.3952304186902	-20.631182419632808	-20.761840132084146
217	-18.029025078149296	-20.35093947520602	-20.622038530803692	-20.76748619957582
218	-18.148778028398382	-20.304591516418025	-20.60842050647407	-20.73800571984433
219	-18.211813225731074	-20.264333169695476	-20.59178039895916	-20.67932514352688
220	-18.22067785544779	-20.237556830188947	-20.574833897932294	-20.598436329488628
221	-18.19440051301687	-20.22667871389262	-20.559674455208803	-20.503578312399394
222	-18.15491135843724	-20.227615483208048	-20.546216793269366	-20.40569907136413
223	-18.115262449565165	-20.23229774295168	-20.53220929738698	-20.318684318847684
224	-18.07380816970685	-20.233245765513345	-20.51565615989785	-20.256505979889496
225	-18.016686287221308	-20.22756075800192	-20.4975746681636	-20.22788041948863
226	-17.928298669183278	-20.218142383191598	-20.483216620837368	-20.231983397291202
227	-17.80483482422632	-20.211596701435013	-20.480237628115006	-20.25812256318671
228	-17.664413076230836	-20.214537871133004	-20.494563448089707	-20.290586617469856
229	-17.545174406438175	-20.2308874468475	-20.526329509514106	-20.316238330694418
230	-17.490726442365215	-20.260614040730385	-20.568495498088467	-20.330576435227332
231	-17.528837994491226	-20.299977163750345	-20.609440709630515	-20.33868749958651
232	-17.655047454081167	-20.342522617916458	-20.63861918806604	-20.35053596283428
233	-17.830869296846124	-20.380695507874698	-20.65162576374156	-20.373743068745824
234	-17.997272822091087	-20.407674582001313	-20.651955076673723	-20.40869368278816
235	-18.096521876365962	-20.418720770349697	-20.64776599632955	-20.447935965868123
236	-18.09234042847654	-20.41154069414505	-20.646203866168896	-20.480011848561603
237	-17.980291296492716	-20.386361885517932	-20.647921403915923	-20.49409531098633
238	-17.786397641511726	-20.34599525642087	-20.646116020696574	-20.483560231010728
239	-17.5569122650906	-20.29616413184442	-20.62967317026026	-20.447413889513264
240	-17.343209523959686	-20.245271864492643	-20.588760101126706	-20.3901465770275
241	-17.18749058094717	-20.202476810263057	-20.519309420292647	-20.32119119664467
242	-17.111631466074606	-20.17519416391078	-20.4241519732968	-20.253163187812206
243	-17.112835544131315	-20.166832389396326	-20.311648607717167	-20.199110201405627
244	-17.167294346789422	-20.17683122658479	-20.19404162328021	-20.16924590874484
245	-17.240790001382077	-20.20166931145649	-20.085875627228685	-20.168701114829755
246	-17.3021100845086	-20.236199917133156	-20.00259719259609	-20.19660528179537
247	-17.332654895903023	-20.274141175095533	-19.95695517305252	-20.24670750238703
248	-17.33011715258914	-20.308868939716355	-19.954185924331636	-20.309225922650402
249	-17.305549461887765	-20.33465607242305	-19.988467085516774	-20.373234573295434
250	-17.277566505303543	-20.348340366592183	-20.043623607345744	-20.42982690978824
251	-17.265937226755483	-20.349688652455022	-20.09929042053888	-20.474210574751304
252	-17.28600957325376	-20.3408054688124	-20.13895623563357	-20.505858610291167
253	-17.34563777561344	-20.32499039901318	-20.156173353778094	-20.52670721019698
254	-17.444080297460467	-20.306608347676807	-20.15550246657135	-20.53914559699277
255	-17.57341959973461	-20.291719771485546	-20.148174247855557	-20.545124314670737
256	-17.720924659642847	-20.28791471575382	-20.1450131855283	-20.54665341725979
257	-17.870428314823677	-20.301800452559498	-20.150205393547374	-20.54632070248008
258	-18.002598553769282	-20.334962786519206	-20.159694105143256	-20.54612312944947
259	-18.095102403781556	-20.381370377338175	-20.16444372852642	-20.545543815634577
260	-18.12668501093429	-20.428325400536828	-20.157082042422598	-20.540117275066038
261	-18.084194903633772	-20.461046726443982	-20.13641125562548	-20.5226519935337
262	-17.970945135590657	-20.468655292471574	-20.108109982635412	-20.486826049562964
263	-17.80988730565733	-20.44783414213152	-20.080529279653945	-20.430864452363995
264	-17.636766494227956	-20.402724029709617	-20.06011574440705	-20.359101577751957
265	-17.486069852739355	-20.341703523615145	-20.049062323853594	-20.28045228576054
266	-17.374602958063072	-20.27285787037903	-20.0467150604732	-20.20497933072468
267	-17.29600964035567	-20.200991212584377	-20.052789189059606	-20.140873316230714
268	-17.227747496186304	-20.127445357465483	-20.069819092429416	-20.093648633982465
269	-17.146523443190144	-20.05263610027847	-20.103205859750204	-20.06663477303438
270	-17.04042257801338	-19.979748521444822	-20.15852168249905	-20.06186193148641
271	-16.910690367961667	-19.91625615933108	-20.237220888039932	-20.079864910006798
272	-16.765803279242796	-19.871980155346407	-20.33361468236173	-20.11847062319884
273	-16.613351541242054	-19.852613275055802	-20.434845248879117	-20.171518977035127
274	-16.45743969050912	-19.85395447305893	-20.524313630476744	-20.229372619049933
275	-16.30078070032553	-19.860539603806508	-20.586919866091264	-20.280805174971213
276	-16.147706482281887	-19.851433394349087	-20.612261837025443	-20.31661604449156
277	-16.00441949350845	-19.81028451666442	-20.59549494959664	-20.332668877733727
278	-15.877747537904082	-19.73368013228729	-20.536345198215752	-20.3308775679888
279	-15.774178502166198	-19.633015475582905	-20.43878728864899	-20.31748791431957
280	-15.701709844555477	-19.52924599294718	-20.31185692949905	-20.29988195943197
281	-15.671931919927067	-19.443798546229438	-20.170834507654867	-20.28453783059259
282	-15.698252495842697	-19.389687929139114	-20.036558092012598	-20.276597385819507
283	-15.787975537142174	-19.36604456646871	-19.93157344282215	-20.28014896978125
284	-15.932590152565739	-19.35878586961497	-19.874320819120275	-20.296997775003625
285	-16.10235694156888	-19.347059393992428	-19.872785656946608	-20.32497040514232
286	-16.253954418959434	-19.313719458136816	-19.92170547359105	-20.35648870121217
287	-16.349716221546565	-19.254208132338373	-20.00415621120563	-20.380572936470557
288	-16.377877975150042	-19.179083814489594	-20.098064550420503	-20.387195124092774
289	-16.36073281980473	-19.108431050066457	-20.183896615561903	-20.371896790073205
290	-16.34211886733279	-19.062179196123	-20.2501566460734	-20.337764025409854
291	-16.361911671673894	-19.05217216704249	-20.29422988078621	-20.293869153743398
292	-16.42973466782105	-19.07990463574974	-20.319571342797545	-20.251697109584505
293	-16.516706077660434	-19.138991910753813	-20.33168756401748	-20.221342429258186
294	-16.567897910035597	-19.218888697215274	-20.335305079123824	-20.20952291484396
295	-16.53087546566318	-19.306861927877797	-20.33338612517626	-20.217467006940435
296	-16.381997885007102	-19.38769074582058	-20.3270754337099	-20.24013231654863
297	-16.137796510178806	-19.444065850219875	-20.316211965324385	-20.26614447890378
298	-15.846675520169526	-19.459783023472614	-20.299918020447073	-20.27993305245566
299	-15.567021414492446	-19.4247247304884	-20.277536021348247	-20.26608359432136
300	-15.344774031991268	-19.33993364416785	-20.249388403932603	-20.21519362843955
301	-15.199935610001134	-19.21899658726399	-20.217622046387014	-20.128883986252887
302	-15.126938805663096	-19.083333714647896	-20.186525232338152	-20.021476242839924
303	-15.104736920872384	-18.95391527685789	-20.162663159675304	-19.916673277487718
304	-15.110280903004309	-18.84354572820091	-20.153733825746507	-19.839738084644203
305	-15.12752329769951	-18.7540629730768	-20.16628986455004	-19.808556951728427
306	-15.14758231600252	-18.678945285596722	-20.202173039407164	-19.828050145784065
307	-15.161352112442188	-18.608166948055025	-20.255437362882933	-19.890712836907255
308	-15.15155898145561	-18.531796933408568	-20.311517671191986	-19.98173624781325
309	-15.091926196375896	-18.44180375814142	-20.350381599931588	-20.084737854545082
310	-14.958859055973834	-18.333687681616066	-20.353552903172318	-20.184922394030856
311	-14.74716484757035	-18.20787641781015	-20.312288579417977	-20.27028025652901
312	-14.479722495976576	-18.06911980815845	-20.233052373647954	-20.332267772353504
313	-14.20208493555284	-17.924445333863684	-20.137141546198134	-20.36709545259248
314	-13.96428889451008	-17.78071566236293	-20.052865338816204	-20.37634857943756
315	-13.802998846698316	-17.643986660940527	-20.003958997231514	-20.365183457794096
316	-13.732259958784185	-17.521745660247497	-19.999539890677173	-20.339816130130163
317	-13.747559150391705	-17.423580786491094	-20.030766952588163	-20.306112856077206
318	-13.833688644042326	-17.35867499474775	-20.07617169831329	-20.270413179786914
319	-13.97040053816287	-17.330101920636103	-20.11164858112494	-20.240695141652445
320	-14.133146387104478	-17.330327179039013	-20.11990862246995	-20.225807839554705
321	-14.295981458761036	-17.342353417279195	-20.094959568400185	-20.231235190092356
322	-14.437606835054357	-17.34480313300001	-20.040977334035098	-20.255286376355986
323	-14.549091107744344	-17.319819577910764	-19.96845204308591	-20.287986181032323
324	-14.633378622111971	-17.25939205165163	-19.890019641448855	-20.31458454827542
325	-14.696110766114948	-17.16940023704302	-19.818422833027448	-20.32104352654294
326	-14.733886244000388	-17.06966656966066	-19.765165424736157	-20.298082710068908
327	-14.728695453418144	-16.989530938278115	-19.73967661604453	-20.242716982894677
328	-14.654599011015442	-16.95781679933095	-19.74719168603634	-20.157882623408824
329	-14.491526997436567	-16.991271331193317	-19.786314372521325	-20.051680928092026
330	-14.236470561046646	-17.086458890056313	-19.847502831877737	-19.93712969884836
331	-13.906910229027572	-17.220373457061548	-19.914884030631132	-19.8304621380663
332	-13.536403660799778	-17.360099858284386	-19.971711165091143	-19.747268294027393
333	-13.16521464452276	-17.475860408016505	-20.007340004722728	-19.697478175651344
334	-12.829639647138537	-17.549868369436453	-20.0217501404527	-19.681769545649846
335	-12.551341685085035	-17.57879925772662	-20.02474082271958	-19.691664664378237
336	-12.331676410575035	-17.570070814268014	-20.029294873492322	-19.712864105576095
337	-12.15362819207267	-17.537541117846054	-20.043055028383463	-19.730639394341274
338	-11.991867249186893	-17.497801972706554	-20.062623338479284	-19.735129374181977
339	-11.823447707579385	-17.467847722241693	-20.075104134308212	-19.725138434416888
340	-11.63460032282984	-17.46378370333684	-20.065374132692888	-19.708748990567003
341	-11.421725010362014	-17.496769273748683	-20.025851740256755	-19.699318006763402
342	-11.189287285488266	-17.568631677881527	-19.962471796304214	-19.708725154160877
343	-10.947880813374532	-17.66811534965367	-19.89364655564495	-19.74111723120027
344	-10.712051034714113	-17.770424860367775	-19.842767071728158	-19.791282536734407
345	-10.499433196854657	-17.842577940735	-19.828042160850607	-19.848444083393137
346	-10.330314354524761	-17.853030594595968	-19.85489944650245	-19.902915385846818
347	-10.22747344536241	-17.783247191186017	-19.914335534566064	-19.951179400706614
348	-10.211329096015142	-17.635749453355174	-19.987857137033743	-19.99759494115127
349	-10.290521911298075	-17.434840268952467	-20.055781494845682	-20.051456852208197
350	-10.450164436428224	-17.219124794247872	-20.104561258795943	-20.121993824946575
351	-10.646446597292538	-17.02923180879786	-20.13023436614177	-20.2126109065833
352	-10.816961610820302	-16.896789199654325	-20.135923019361748	-20.31700536086821
353	-10.902808902429147	-16.83766985950442	-20.1274443128503	-20.419415972199136
354	-10.87301738956804	-16.85016105324066	-20.10985141307593	-20.499713686375557
355	-10.736037582696472	-16.916930871488624	-20.087201520672114	-20.541324584241323
356	-10.533138399082304	-17.009557697869997	-20.064961272289487	-20.538655145100147
357	-10.317365199231197	-17.09599531800627	-20.05094671590303	-20.499938137076896
358	-10.134835318104301	-17.149373064270005	-20.05278962502019	-20.443577684451288
359	-10.015785507550778	-17.154850177612385	-20.0728120883233	-20.39034621659519
360	-9.976225363344753	-17.10890994870565	-20.104414059511104	-20.354981981674662
361	-10.021261556938672	-17.01390300659726	-20.133363301781593	-20.342147663495084
362	-10.14219029404127	-16.870804100200036	-20.14394444744495	-20.34767216686444
363	-10.31182219739145	-16.6774948730935	-20.126405152465725	-20.363154416516245
364	-10.486121561100278	-16.433665074914742	-20.08146188304824	-20.379971614133325
365	-10.619202940991865	-16.147980519835773	-20.019456173400513	-20.391003416980308
366	-10.68433049941315	-15.842112425104562	-19.95488917382479	-20.390697418647036
367	-10.68646460830249	-15.54733399409651	-19.89808449769584	-20.375700838562338
368	-10.656701505157832	-15.295755231951215	-19.84898216395962	-20.346941214133302
369	-10.632734063824941	-15.111150088722766	-19.7959860631818	-20.311176590402592
370	-10.638158923454924	-15.002746192430365	-19.720602757051743	-20.28005538104336
371	-10.673772179751417	-14.964033395384286	-19.606651984334405	-20.265809803648814
