epochs baseline std_baseline tl std_tl
496 0.27249999999999996 0.012499999999999983 0.7525 0.22249999999999998
497 0.265 0.015000000000000013 0.7525 0.22249999999999998
498 0.26749999999999996 0.017499999999999988 0.7475 0.22749999999999998
499 0.27 0.01999999999999999 0.745 0.22999999999999998
500 0.27249999999999996 0.017499999999999988 0.745 0.22999999999999998
501 0.27249999999999996 0.017499999999999988 0.7475 0.22749999999999998
502 0.27249999999999996 0.022499999999999996 0.745 0.22999999999999998
503 0.27 0.01999999999999999 0.75 0.22499999999999998
504 0.26749999999999996 0.022499999999999996 0.7525 0.22249999999999998
505 0.26 0.024999999999999994 0.7525 0.22249999999999998
506 0.265 0.024999999999999994 0.75 0.22499999999999998
507 0.26749999999999996 0.022499999999999996 0.75 0.22499999999999998
508 0.26749999999999996 0.022499999999999996 0.75 0.22499999999999998
509 0.27 0.024999999999999994 0.7525 0.22249999999999998
510 0.27249999999999996 0.027499999999999997 0.7475 0.22749999999999998
511 0.275 0.035 0.7525 0.22249999999999998
512 0.275 0.035 0.755 0.21999999999999997
513 0.275 0.04000000000000001 0.7575000000000001 0.2175
514 0.275 0.04000000000000001 0.76 0.21499999999999997
515 0.275 0.035 0.755 0.21499999999999997
516 0.27749999999999997 0.0325 0.755 0.21499999999999997
517 0.27749999999999997 0.0325 0.7575000000000001 0.21249999999999997
518 0.28 0.035 0.76 0.20999999999999996
519 0.28 0.035 0.7625 0.20749999999999996
520 0.2825 0.0325 0.765 0.20499999999999996
521 0.28 0.03 0.77 0.2
522 0.28500000000000003 0.035 0.77 0.2
523 0.28500000000000003 0.03 0.7725 0.1975
524 0.2875 0.027499999999999997 0.7725 0.1975
525 0.2825 0.027499999999999997 0.77 0.2
526 0.28 0.035 0.7725 0.2025
527 0.2825 0.0325 0.7725 0.2025
528 0.2825 0.037500000000000006 0.7749999999999999 0.2
529 0.2825 0.037500000000000006 0.77 0.20500000000000002
530 0.2825 0.0325 0.77 0.20500000000000002
531 0.2825 0.0325 0.7725 0.2025
532 0.28 0.03 0.7725 0.2025
533 0.27749999999999997 0.027499999999999997 0.7725 0.2025
534 0.27749999999999997 0.027499999999999997 0.7749999999999999 0.2
535 0.275 0.035 0.7725 0.2025
536 0.27249999999999996 0.0325 0.7725 0.20750000000000002
537 0.27249999999999996 0.0325 0.7749999999999999 0.20500000000000002
538 0.27249999999999996 0.0325 0.7725 0.2025
539 0.275 0.035 0.7725 0.2025
540 0.27249999999999996 0.037500000000000006 0.7725 0.2025
541 0.27 0.039999999999999994 0.7749999999999999 0.2
542 0.2675 0.03749999999999999 0.7749999999999999 0.2
543 0.265 0.03499999999999999 0.7749999999999999 0.2
544 0.2625 0.03749999999999999 0.7749999999999999 0.2
545 0.26 0.03499999999999999 0.7775 0.1975
546 0.2575 0.03249999999999999 0.7749999999999999 0.195
547 0.2575 0.03249999999999999 0.7775 0.1925
548 0.26249999999999996 0.027499999999999997 0.7775 0.1925
549 0.26249999999999996 0.027499999999999997 0.7749999999999999 0.195
550 0.26749999999999996 0.0325 0.7749999999999999 0.195
551 0.27 0.035 0.77 0.2
552 0.275 0.035 0.7725 0.1975
553 0.27 0.035 0.7749999999999999 0.195
554 0.27 0.035 0.7725 0.1975
555 0.27249999999999996 0.0325 0.7725 0.1975
556 0.27249999999999996 0.037500000000000006 0.77 0.2
557 0.27 0.039999999999999994 0.7725 0.1975
558 0.2625 0.03749999999999999 0.7675 0.2025
559 0.2625 0.03749999999999999 0.77 0.2
560 0.265 0.039999999999999994 0.77 0.2
561 0.265 0.039999999999999994 0.7725 0.1975
562 0.2675 0.0475 0.7725 0.1975
563 0.2675 0.052500000000000005 0.7749999999999999 0.195
564 0.27 0.05500000000000001 0.7725 0.1975
565 0.2725 0.05750000000000001 0.7749999999999999 0.195
566 0.27 0.05500000000000001 0.7749999999999999 0.195
567 0.2675 0.05750000000000001 0.7775 0.1925
568 0.265 0.06000000000000001 0.78 0.19
569 0.27 0.05500000000000001 0.7775 0.1925
570 0.27 0.05500000000000001 0.7825 0.1875
571 0.27 0.06000000000000001 0.7825 0.1825
572 0.27 0.06500000000000002 0.7825 0.1825
573 0.27 0.06000000000000001 0.7849999999999999 0.185
574 0.27 0.06000000000000001 0.7849999999999999 0.185
575 0.265 0.05500000000000001 0.7825 0.1825
576 0.2625 0.05750000000000001 0.7849999999999999 0.18
577 0.26 0.06 0.7825 0.1775
578 0.2625 0.05750000000000001 0.7849999999999999 0.18
579 0.2575 0.052500000000000005 0.7875 0.1775
580 0.26 0.05 0.7849999999999999 0.18
581 0.2575 0.0475 0.7875 0.1775
582 0.2575 0.0475 0.7875 0.1775
583 0.2625 0.0475 0.7875 0.1775
584 0.2675 0.0475 0.7825 0.1825
585 0.27 0.05 0.7875 0.1775
586 0.275 0.045 0.79 0.175
587 0.2775 0.052500000000000005 0.7875 0.1775
588 0.28 0.05500000000000001 0.79 0.175
589 0.28 0.05500000000000001 0.7925 0.1725
590 0.28 0.05 0.7925 0.1725
591 0.28 0.04500000000000001 0.79 0.175
592 0.28500000000000003 0.04500000000000001 0.79 0.175
593 0.2875 0.047500000000000014 0.7849999999999999 0.18
594 0.28500000000000003 0.05000000000000002 0.7875 0.1775
595 0.2875 0.05250000000000002 0.7875 0.1775
596 0.28250000000000003 0.052500000000000005 0.7925 0.1775
597 0.28250000000000003 0.052500000000000005 0.7925 0.1775
598 0.28250000000000003 0.052500000000000005 0.7925 0.1725
599 0.28 0.04500000000000001 0.7949999999999999 0.16999999999999998
600 0.275 0.045 0.7949999999999999 0.16999999999999998
601 0.28 0.04500000000000001 0.7925 0.1725
602 0.2775 0.0475 0.7925 0.1725
603 0.28 0.05 0.7925 0.1725
604 0.2825 0.047500000000000014 0.79 0.175
605 0.28500000000000003 0.04500000000000001 0.7875 0.1775
606 0.28 0.04500000000000001 0.7925 0.1725
607 0.2825 0.04250000000000001 0.7925 0.1725
608 0.2825 0.037500000000000006 0.7975 0.16749999999999998
609 0.27749999999999997 0.037500000000000006 0.7949999999999999 0.16999999999999998
610 0.27749999999999997 0.037500000000000006 0.7975 0.16749999999999998
611 0.27249999999999996 0.0325 0.7975 0.16749999999999998
612 0.27 0.03 0.7925 0.16749999999999998
613 0.27 0.024999999999999994 0.7925 0.16749999999999998
614 0.27 0.024999999999999994 0.7925 0.16749999999999998
615 0.26749999999999996 0.027499999999999997 0.7925 0.1725
616 0.26749999999999996 0.0325 0.79 0.175
617 0.26749999999999996 0.0325 0.7875 0.1775
618 0.26749999999999996 0.0325 0.7875 0.1775
619 0.27 0.035 0.7875 0.1775
620 0.2675 0.03749999999999999 0.7875 0.1775
621 0.27249999999999996 0.037500000000000006 0.7849999999999999 0.18
622 0.27249999999999996 0.037500000000000006 0.7825 0.1825
623 0.27 0.045 0.78 0.185
624 0.27 0.039999999999999994 0.78 0.185
625 0.2675 0.042499999999999996 0.78 0.185
626 0.265 0.039999999999999994 0.78 0.185
627 0.2625 0.042499999999999996 0.7825 0.1825
628 0.2625 0.03749999999999999 0.78 0.18
629 0.2625 0.03749999999999999 0.7825 0.1775
630 0.2625 0.03749999999999999 0.7825 0.1775
631 0.2575 0.03749999999999999 0.78 0.18
632 0.2625 0.042499999999999996 0.78 0.18
633 0.26 0.045 0.78 0.18
634 0.2625 0.042499999999999996 0.78 0.18
635 0.26 0.039999999999999994 0.7849999999999999 0.175
636 0.2625 0.042499999999999996 0.79 0.16999999999999998
637 0.2625 0.042499999999999996 0.79 0.16999999999999998
638 0.255 0.039999999999999994 0.7949999999999999 0.16999999999999998
639 0.255 0.03499999999999999 0.7925 0.1725
640 0.255 0.029999999999999985 0.79 0.16999999999999998
641 0.2525 0.03249999999999999 0.7875 0.1725
642 0.2525 0.03749999999999999 0.7849999999999999 0.175
643 0.255 0.039999999999999994 0.7849999999999999 0.175
644 0.2575 0.042499999999999996 0.7875 0.1725
645 0.2575 0.042499999999999996 0.7825 0.1775
646 0.2625 0.0475 0.7849999999999999 0.18
647 0.27 0.045 0.7849999999999999 0.18
648 0.2625 0.0475 0.7825 0.1825
649 0.265 0.045 0.7849999999999999 0.18
650 0.2625 0.042499999999999996 0.7825 0.1825
651 0.26 0.039999999999999994 0.7849999999999999 0.18
652 0.255 0.03499999999999999 0.7875 0.1775
653 0.2625 0.03749999999999999 0.7875 0.1775
654 0.265 0.039999999999999994 0.7849999999999999 0.18
655 0.2625 0.042499999999999996 0.7875 0.1775
656 0.2625 0.042499999999999996 0.7875 0.1775
657 0.26 0.039999999999999994 0.7849999999999999 0.18
658 0.26 0.039999999999999994 0.79 0.175
659 0.2575 0.042499999999999996 0.7925 0.1725
660 0.2575 0.03749999999999999 0.79 0.175
661 0.2575 0.03749999999999999 0.79 0.175
662 0.255 0.029999999999999985 0.7875 0.1775
663 0.255 0.029999999999999985 0.7875 0.1775
664 0.2575 0.03249999999999999 0.79 0.175
665 0.2525 0.03249999999999999 0.7875 0.1775
666 0.2525 0.02750000000000001 0.79 0.175
667 0.2525 0.02750000000000001 0.7925 0.1725
668 0.2525 0.022500000000000006 0.7925 0.1725
669 0.245 0.02500000000000001 0.79 0.16999999999999998
670 0.25 0.020000000000000004 0.7849999999999999 0.175
671 0.255 0.015000000000000013 0.7849999999999999 0.18
672 0.2525 0.012500000000000011 0.7825 0.1825
673 0.2525 0.012500000000000011 0.78 0.185
674 0.255 0.015000000000000013 0.7775 0.1875
675 0.255 0.020000000000000018 0.7775 0.1925
676 0.255 0.020000000000000018 0.7725 0.1975
677 0.2575 0.02250000000000002 0.7749999999999999 0.2
678 0.26 0.024999999999999994 0.7749999999999999 0.2
679 0.26 0.024999999999999994 0.7725 0.2025
680 0.2575 0.027499999999999983 0.77 0.20500000000000002
681 0.265 0.024999999999999994 0.77 0.20500000000000002
682 0.26249999999999996 0.022499999999999996 0.7725 0.2025
683 0.2575 0.02250000000000002 0.7725 0.2025
684 0.2525 0.022500000000000006 0.7749999999999999 0.2
685 0.2525 0.017500000000000016 0.7749999999999999 0.2
686 0.2475 0.0175 0.7749999999999999 0.2
687 0.2475 0.012500000000000011 0.7775 0.1975
688 0.2475 0.012500000000000011 0.78 0.195
689 0.25 0.015000000000000013 0.7749999999999999 0.2
690 0.25 0.020000000000000004 0.77 0.20500000000000002
691 0.2525 0.022500000000000006 0.7675000000000001 0.20749999999999996
692 0.2525 0.017500000000000016 0.7675000000000001 0.20749999999999996
693 0.2475 0.0175 0.77 0.20500000000000002
694 0.2475 0.0175 0.765 0.20499999999999996
695 0.245 0.015 0.765 0.20499999999999996
696 0.245 0.015 0.765 0.20499999999999996
697 0.245 0.015 0.765 0.20499999999999996
698 0.2475 0.012500000000000011 0.7675000000000001 0.20749999999999996
699 0.2425 0.0175 0.7675000000000001 0.20749999999999996
700 0.2425 0.0175 0.77 0.20500000000000002
701 0.24 0.015 0.7725 0.2025
702 0.2425 0.012499999999999997 0.7749999999999999 0.2
703 0.2425 0.007500000000000007 0.7749999999999999 0.2
704 0.24 0.009999999999999995 0.7749999999999999 0.2
705 0.2375 0.012499999999999997 0.7725 0.1975
706 0.2375 0.012499999999999997 0.7725 0.1975
707 0.23249999999999998 0.0175 0.7725 0.1975
708 0.2375 0.022500000000000006 0.7725 0.1975
709 0.2425 0.02750000000000001 0.7749999999999999 0.195
710 0.24 0.02500000000000001 0.7749999999999999 0.195
711 0.245 0.02500000000000001 0.7749999999999999 0.195
712 0.245 0.02500000000000001 0.78 0.195
713 0.245 0.02500000000000001 0.78 0.195
714 0.2475 0.02750000000000001 0.7775 0.1975
715 0.245 0.02500000000000001 0.78 0.19
716 0.2425 0.022500000000000006 0.7825 0.1875
717 0.245 0.020000000000000004 0.78 0.185
718 0.245 0.020000000000000004 0.7775 0.1875
719 0.245 0.015 0.7749999999999999 0.19
720 0.245 0.010000000000000009 0.7775 0.1875
721 0.245 0.0050000000000000044 0.7775 0.1875
722 0.24 0.0 0.7825 0.1825
723 0.235 0.0049999999999999906 0.7849999999999999 0.18
724 0.23249999999999998 0.0024999999999999883 0.79 0.175
725 0.235 0.0049999999999999906 0.7925 0.1725
726 0.235 0.0049999999999999906 0.7925 0.1725
727 0.235 0.0049999999999999906 0.79 0.175
728 0.235 0.009999999999999995 0.79 0.18
729 0.235 0.0049999999999999906 0.7925 0.1775
730 0.23249999999999998 0.0024999999999999883 0.7925 0.1775
731 0.235 0.0049999999999999906 0.7949999999999999 0.175
732 0.23249999999999998 0.007499999999999993 0.7975 0.1725
733 0.2375 0.012499999999999997 0.7949999999999999 0.175
734 0.24 0.009999999999999995 0.7975 0.1725
735 0.24 0.009999999999999995 0.7975 0.1725
736 0.2375 0.012499999999999997 0.7925 0.1775
737 0.2425 0.007500000000000007 0.79 0.18
738 0.2425 0.007500000000000007 0.7875 0.1825
739 0.2425 0.0025000000000000022 0.79 0.18
740 0.2425 0.0025000000000000022 0.79 0.18
741 0.2425 0.0025000000000000022 0.79 0.18
742 0.24 0.0050000000000000044 0.79 0.18
743 0.24 0.0 0.7925 0.1775
744 0.24 0.0 0.7925 0.1775
745 0.24 0.0 0.7925 0.1775
746 0.235 0.0049999999999999906 0.7949999999999999 0.175
747 0.2275 0.0025000000000000022 0.7925 0.1775
748 0.235 0.0049999999999999906 0.7949999999999999 0.175
749 0.23249999999999998 0.0024999999999999883 0.7949999999999999 0.175
750 0.23249999999999998 0.007499999999999993 0.7949999999999999 0.175
751 0.235 0.0049999999999999906 0.7949999999999999 0.175
752 0.23249999999999998 0.0024999999999999883 0.7925 0.1775
753 0.23 0.0 0.79 0.18
754 0.2275 0.0025000000000000022 0.7949999999999999 0.175
755 0.22999999999999998 0.0049999999999999906 0.7949999999999999 0.175
756 0.22999999999999998 0.009999999999999995 0.7949999999999999 0.175
757 0.22999999999999998 0.009999999999999995 0.7975 0.1725
758 0.23249999999999998 0.012499999999999997 0.7975 0.1725
759 0.23249999999999998 0.012499999999999997 0.7925 0.1775
760 0.22999999999999998 0.0049999999999999906 0.7975 0.1725
761 0.23249999999999998 0.007499999999999993 0.7975 0.1725
762 0.23249999999999998 0.0024999999999999883 0.8025 0.16749999999999998
763 0.23249999999999998 0.0024999999999999883 0.8049999999999999 0.16499999999999998
764 0.22999999999999998 0.009999999999999995 0.8049999999999999 0.16499999999999998
765 0.22749999999999998 0.012499999999999997 0.8025 0.16749999999999998
766 0.22749999999999998 0.012499999999999997 0.8025 0.16749999999999998
767 0.22999999999999998 0.009999999999999995 0.8 0.16999999999999998
768 0.22749999999999998 0.007499999999999993 0.8 0.16999999999999998
769 0.22749999999999998 0.007499999999999993 0.8075 0.16749999999999998
770 0.225 0.0050000000000000044 0.8125 0.16249999999999998
771 0.2175 0.0025000000000000022 0.815 0.15999999999999998
772 0.2225 0.0025000000000000022 0.8175 0.15749999999999997
773 0.225 0.0 0.8200000000000001 0.15499999999999997
774 0.225 0.0 0.8225 0.15249999999999997
775 0.225 0.0 0.825 0.14999999999999997
776 0.2275 0.0025000000000000022 0.8275 0.14249999999999996
777 0.2275 0.0025000000000000022 0.83 0.14
778 0.225 0.0 0.825 0.13999999999999996
779 0.2275 0.0025000000000000022 0.825 0.13999999999999996
780 0.225 0.0050000000000000044 0.8274999999999999 0.1375
781 0.22 0.010000000000000009 0.8274999999999999 0.1375
782 0.22 0.010000000000000009 0.8225 0.14249999999999996
783 0.22749999999999998 0.012499999999999997 0.8225 0.14249999999999996
784 0.22999999999999998 0.015 0.8225 0.14249999999999996
785 0.22749999999999998 0.0175 0.8200000000000001 0.14499999999999996
786 0.22999999999999998 0.015 0.8175 0.14749999999999996
787 0.22499999999999998 0.015 0.8200000000000001 0.14499999999999996
788 0.22499999999999998 0.009999999999999995 0.8175 0.14749999999999996
789 0.2225 0.007500000000000007 0.8175 0.14749999999999996
790 0.22499999999999998 0.009999999999999995 0.8200000000000001 0.14499999999999996
791 0.22 0.010000000000000009 0.825 0.13999999999999996
792 0.21999999999999997 0.015 0.8274999999999999 0.1375
793 0.22499999999999998 0.015 0.825 0.13999999999999996
794 0.22999999999999998 0.009999999999999995 0.83 0.14
795 0.23249999999999998 0.007499999999999993 0.8275 0.14249999999999996
796 0.235 0.0 0.8275 0.14249999999999996
797 0.2375 0.0025000000000000022 0.8275 0.14249999999999996
798 0.235 0.0 0.8275 0.14249999999999996
799 0.235 0.0 0.8275 0.14249999999999996
800 0.24 0.0 0.825 0.14499999999999996
801 0.2375 0.0025000000000000022 0.8200000000000001 0.14999999999999997
802 0.235 0.0049999999999999906 0.8175 0.15249999999999997
803 0.235 0.0049999999999999906 0.815 0.15499999999999997
804 0.235 0.0049999999999999906 0.8175 0.15249999999999997
805 0.235 0.0049999999999999906 0.8200000000000001 0.14999999999999997
806 0.2375 0.0025000000000000022 0.815 0.15499999999999997
807 0.24 0.0 0.8175 0.15249999999999997
808 0.235 0.0049999999999999906 0.8175 0.15249999999999997
809 0.22999999999999998 0.009999999999999995 0.8125 0.15749999999999997
810 0.23249999999999998 0.007499999999999993 0.8125 0.15749999999999997
811 0.22749999999999998 0.007499999999999993 0.81 0.15999999999999998
812 0.22999999999999998 0.009999999999999995 0.81 0.15999999999999998
813 0.22749999999999998 0.007499999999999993 0.81 0.15999999999999998
814 0.22499999999999998 0.009999999999999995 0.8125 0.15749999999999997
815 0.22749999999999998 0.007499999999999993 0.81 0.15999999999999998
816 0.22749999999999998 0.007499999999999993 0.8049999999999999 0.16499999999999998
817 0.22499999999999998 0.009999999999999995 0.8075 0.16749999999999998
818 0.22499999999999998 0.009999999999999995 0.8075 0.16749999999999998
819 0.225 0.0050000000000000044 0.8075 0.16749999999999998
820 0.2275 0.0025000000000000022 0.8049999999999999 0.16999999999999998
821 0.225 0.0 0.8049999999999999 0.16999999999999998
822 0.2275 0.0025000000000000022 0.8049999999999999 0.16999999999999998
823 0.23249999999999998 0.007499999999999993 0.8049999999999999 0.16999999999999998
824 0.23249999999999998 0.007499999999999993 0.8 0.175
825 0.22999999999999998 0.0049999999999999906 0.7975 0.1775
826 0.22999999999999998 0.0049999999999999906 0.7949999999999999 0.18
827 0.23249999999999998 0.007499999999999993 0.7975 0.1775
828 0.2275 0.0025000000000000022 0.7949999999999999 0.18
829 0.22999999999999998 0.0049999999999999906 0.7925 0.1825
830 0.22999999999999998 0.0049999999999999906 0.7925 0.1825
831 0.2275 0.0025000000000000022 0.7925 0.1825
832 0.22749999999999998 0.007499999999999993 0.79 0.185
833 0.225 0.0050000000000000044 0.7875 0.1825
834 0.2225 0.0025000000000000022 0.7849999999999999 0.185
835 0.225 0.0 0.7825 0.1825
836 0.2275 0.0025000000000000022 0.7849999999999999 0.18
837 0.225 0.0 0.7825 0.1775
838 0.2275 0.0025000000000000022 0.7849999999999999 0.175
839 0.2275 0.0025000000000000022 0.7875 0.1725
840 0.225 0.0050000000000000044 0.7875 0.1775
841 0.22749999999999998 0.007499999999999993 0.7875 0.1775
842 0.22999999999999998 0.0049999999999999906 0.7849999999999999 0.18
843 0.225 0.0 0.7825 0.1775
844 0.2225 0.0025000000000000022 0.7825 0.1775
845 0.2225 0.0025000000000000022 0.7875 0.1725
846 0.225 0.0 0.7875 0.1725
847 0.225 0.0 0.7875 0.1725
848 0.22 0.0050000000000000044 0.7875 0.1725
849 0.2225 0.007500000000000007 0.7875 0.1725
850 0.22499999999999998 0.009999999999999995 0.7875 0.1725
851 0.2225 0.007500000000000007 0.7875 0.1725
852 0.22499999999999998 0.009999999999999995 0.7875 0.1725
853 0.2275 0.0025000000000000022 0.79 0.16999999999999998
854 0.23 0.0 0.7875 0.1725
855 0.23249999999999998 0.007499999999999993 0.7875 0.1725
856 0.23249999999999998 0.012499999999999997 0.7849999999999999 0.175
857 0.235 0.009999999999999995 0.78 0.18
858 0.23249999999999998 0.012499999999999997 0.78 0.18
859 0.235 0.015 0.7849999999999999 0.175
860 0.2375 0.012499999999999997 0.7849999999999999 0.175
861 0.235 0.015 0.7849999999999999 0.175
862 0.22999999999999998 0.015 0.7849999999999999 0.175
863 0.22999999999999998 0.009999999999999995 0.7825 0.1775
864 0.235 0.015 0.78 0.18
865 0.2375 0.0175 0.7825 0.1775
866 0.2375 0.022500000000000006 0.78 0.18
867 0.235 0.020000000000000004 0.78 0.18
868 0.235 0.020000000000000004 0.78 0.18
869 0.2375 0.022500000000000006 0.7749999999999999 0.185
870 0.23249999999999998 0.022500000000000006 0.7725 0.1875
871 0.235 0.020000000000000004 0.77 0.19
872 0.23249999999999998 0.022500000000000006 0.77 0.19
873 0.23249999999999998 0.02750000000000001 0.77 0.19
874 0.235 0.02500000000000001 0.77 0.19
875 0.235 0.020000000000000004 0.7675 0.1875
876 0.23249999999999998 0.022500000000000006 0.7675 0.1925
877 0.22999999999999998 0.020000000000000004 0.7675 0.1925
878 0.22749999999999998 0.0175 0.7725 0.1925
879 0.22499999999999998 0.015 0.7725 0.1925
880 0.22249999999999998 0.012499999999999997 0.7725 0.1925
881 0.22 0.010000000000000009 0.77 0.195
882 0.22249999999999998 0.012499999999999997 0.7725 0.1925
883 0.2175 0.012500000000000011 0.7749999999999999 0.19
884 0.2175 0.012500000000000011 0.7775 0.1875
885 0.22499999999999998 0.015 0.78 0.185
886 0.22499999999999998 0.020000000000000004 0.7775 0.1875
887 0.22749999999999998 0.0175 0.7775 0.1875
888 0.22499999999999998 0.020000000000000004 0.7775 0.1875
889 0.22249999999999998 0.0175 0.78 0.185
890 0.2175 0.012500000000000011 0.7825 0.1825
891 0.2175 0.012500000000000011 0.7825 0.1825
892 0.21250000000000002 0.012499999999999997 0.7825 0.1825
893 0.21250000000000002 0.012499999999999997 0.7849999999999999 0.18
894 0.21000000000000002 0.020000000000000004 0.7849999999999999 0.18
895 0.2125 0.022499999999999992 0.7875 0.1775
896 0.21 0.03 0.7849999999999999 0.18
897 0.21 0.03 0.7825 0.1825
898 0.21 0.024999999999999994 0.7849999999999999 0.18
899 0.21 0.024999999999999994 0.7875 0.1775
900 0.20500000000000002 0.02500000000000001 0.7849999999999999 0.18
