epochs baseline std_baseline tl std_tl
127 0.2675 0.0475 0.4625 0.022499999999999996
128 0.2725 0.0475 0.47 0.01999999999999999
129 0.2725 0.0475 0.48 0.01999999999999999
130 0.2725 0.052500000000000005 0.47750000000000004 0.017499999999999988
131 0.27 0.05 0.48 0.01999999999999999
132 0.2675 0.052500000000000005 0.485 0.024999999999999994
133 0.2675 0.052500000000000005 0.4925 0.02250000000000002
134 0.26 0.05 0.495 0.020000000000000018
135 0.26 0.05 0.495 0.020000000000000018
136 0.2625 0.052500000000000005 0.5 0.020000000000000018
137 0.265 0.05 0.4975 0.02250000000000002
138 0.2675 0.0475 0.505 0.025000000000000022
139 0.27 0.039999999999999994 0.5075000000000001 0.03250000000000003
140 0.27 0.035 0.51 0.040000000000000036
141 0.275 0.035 0.5025000000000001 0.04250000000000001
142 0.27 0.03 0.51 0.040000000000000036
143 0.27249999999999996 0.0325 0.51 0.040000000000000036
144 0.275 0.035 0.5175000000000001 0.03750000000000003
145 0.27749999999999997 0.037500000000000006 0.5249999999999999 0.03999999999999998
146 0.275 0.04000000000000001 0.5225 0.04749999999999999
147 0.28 0.04000000000000001 0.5275 0.05249999999999999
148 0.28 0.035 0.53 0.05499999999999999
149 0.27249999999999996 0.0325 0.5375 0.057499999999999996
150 0.27249999999999996 0.0325 0.54 0.06
151 0.26749999999999996 0.0325 0.5425 0.0625
152 0.26749999999999996 0.0325 0.55 0.065
153 0.2625 0.03249999999999999 0.5525 0.0675
154 0.26 0.029999999999999985 0.5549999999999999 0.065
155 0.26 0.029999999999999985 0.56 0.065
156 0.26249999999999996 0.027499999999999997 0.5625 0.0625
157 0.26 0.024999999999999994 0.5625 0.07250000000000001
158 0.26 0.024999999999999994 0.565 0.07
159 0.26249999999999996 0.027499999999999997 0.5625 0.0675
160 0.26749999999999996 0.0325 0.5625 0.0675
161 0.26749999999999996 0.0325 0.5700000000000001 0.065
162 0.265 0.03499999999999999 0.5675 0.0675
163 0.2625 0.03749999999999999 0.575 0.07
164 0.265 0.039999999999999994 0.575 0.07500000000000001
165 0.265 0.039999999999999994 0.5800000000000001 0.08000000000000002
166 0.2625 0.042499999999999996 0.5825 0.07750000000000001
167 0.2625 0.0475 0.5900000000000001 0.08000000000000002
168 0.26 0.05500000000000001 0.595 0.08000000000000002
169 0.2575 0.052500000000000005 0.6000000000000001 0.08500000000000002
170 0.26 0.05500000000000001 0.6000000000000001 0.08500000000000002
171 0.265 0.05500000000000001 0.605 0.08499999999999996
172 0.265 0.06000000000000001 0.61 0.07999999999999996
173 0.2625 0.052500000000000005 0.6125 0.08249999999999996
174 0.265 0.05500000000000001 0.615 0.07499999999999996
175 0.2625 0.05750000000000001 0.62 0.07499999999999996
176 0.2625 0.052500000000000005 0.625 0.07999999999999996
177 0.2625 0.05750000000000001 0.625 0.07999999999999996
178 0.26 0.06 0.6275 0.08749999999999997
179 0.2625 0.052500000000000005 0.63 0.08999999999999997
180 0.265 0.05500000000000001 0.63 0.09499999999999997
181 0.265 0.05500000000000001 0.63 0.08999999999999997
182 0.2675 0.052500000000000005 0.6325000000000001 0.08749999999999997
183 0.27 0.05 0.6375 0.08749999999999997
184 0.2725 0.052500000000000005 0.645 0.08999999999999997
185 0.2775 0.0475 0.6475 0.09249999999999997
186 0.2825 0.047500000000000014 0.65 0.09999999999999998
187 0.28 0.05 0.65 0.09999999999999998
188 0.28500000000000003 0.05500000000000001 0.6525000000000001 0.10749999999999998
189 0.28250000000000003 0.052500000000000005 0.6575 0.11249999999999999
190 0.28250000000000003 0.052500000000000005 0.665 0.11499999999999999
191 0.28500000000000003 0.05500000000000001 0.665 0.10999999999999999
192 0.2925 0.057499999999999996 0.67 0.11499999999999999
193 0.29 0.05499999999999999 0.6725000000000001 0.11249999999999999
194 0.28500000000000003 0.05500000000000001 0.675 0.11000000000000004
195 0.28500000000000003 0.05500000000000001 0.67 0.11499999999999999
196 0.28500000000000003 0.05000000000000002 0.6799999999999999 0.11500000000000005
197 0.28500000000000003 0.05000000000000002 0.6875 0.11750000000000005
198 0.28500000000000003 0.05500000000000001 0.6875 0.11750000000000005
199 0.28500000000000003 0.05000000000000002 0.69 0.11500000000000005
200 0.2875 0.05250000000000002 0.6875 0.11250000000000004
201 0.2925 0.05249999999999999 0.6925 0.11250000000000004
202 0.29000000000000004 0.05000000000000002 0.6925 0.11750000000000005
203 0.2925 0.05249999999999999 0.6925 0.11750000000000005
204 0.2975 0.05249999999999999 0.695 0.12
205 0.295 0.04999999999999999 0.695 0.12
206 0.2925 0.05249999999999999 0.7 0.12
207 0.29 0.05499999999999999 0.7024999999999999 0.1175
208 0.2925 0.062499999999999986 0.7075 0.1175
209 0.2925 0.062499999999999986 0.71 0.11499999999999999
210 0.285 0.059999999999999984 0.7124999999999999 0.1175
211 0.2825 0.062499999999999986 0.715 0.12
212 0.285 0.059999999999999984 0.7124999999999999 0.1225
213 0.28 0.05500000000000001 0.7124999999999999 0.1225
214 0.28 0.05500000000000001 0.715 0.125
215 0.28 0.05500000000000001 0.72 0.125
216 0.275 0.05 0.7224999999999999 0.1275
217 0.275 0.05 0.73 0.13
218 0.275 0.05 0.73 0.13
219 0.275 0.05 0.725 0.13
220 0.2725 0.052500000000000005 0.7224999999999999 0.1325
221 0.275 0.05 0.725 0.13
222 0.275 0.05 0.7275 0.1275
223 0.2775 0.052500000000000005 0.73 0.125
224 0.28 0.05 0.725 0.125
225 0.2825 0.047500000000000014 0.7224999999999999 0.1275
226 0.2825 0.047500000000000014 0.72 0.13
227 0.29000000000000004 0.04500000000000001 0.7175 0.1325
228 0.2875 0.04250000000000001 0.7124999999999999 0.1375
229 0.28500000000000003 0.04000000000000001 0.7075 0.14250000000000002
230 0.2825 0.037500000000000006 0.71 0.14500000000000002
231 0.27749999999999997 0.037500000000000006 0.71 0.14500000000000002
232 0.2825 0.0325 0.7075 0.14749999999999996
233 0.2825 0.0325 0.7075 0.15249999999999997
234 0.2875 0.037500000000000006 0.7075 0.15249999999999997
235 0.2925 0.04250000000000001 0.7075 0.15249999999999997
236 0.2925 0.04250000000000001 0.7075 0.15749999999999997
237 0.29000000000000004 0.04500000000000001 0.71 0.15999999999999998
238 0.29000000000000004 0.05000000000000002 0.7050000000000001 0.15999999999999998
239 0.2875 0.05749999999999998 0.7075 0.15749999999999997
240 0.2875 0.062499999999999986 0.7075 0.15749999999999997
241 0.2875 0.062499999999999986 0.7125 0.15749999999999997
242 0.29 0.06499999999999999 0.7075 0.16249999999999998
243 0.29 0.059999999999999984 0.71 0.16499999999999998
244 0.2875 0.05749999999999998 0.71 0.16499999999999998
245 0.29 0.05499999999999999 0.71 0.16499999999999998
246 0.29 0.05499999999999999 0.71 0.16499999999999998
247 0.2875 0.05250000000000002 0.7125 0.16249999999999998
248 0.28500000000000003 0.05000000000000002 0.7125 0.16249999999999998
249 0.28500000000000003 0.05000000000000002 0.7125 0.16249999999999998
250 0.28 0.05 0.7150000000000001 0.16499999999999998
251 0.28 0.04500000000000001 0.7125 0.16749999999999998
252 0.2825 0.04250000000000001 0.7075 0.16749999999999998
253 0.28500000000000003 0.04000000000000001 0.7125 0.16749999999999998
254 0.28500000000000003 0.04000000000000001 0.71 0.16999999999999998
255 0.29000000000000004 0.04000000000000001 0.7150000000000001 0.16999999999999998
256 0.2875 0.04250000000000001 0.7175 0.1725
257 0.28500000000000003 0.04500000000000001 0.72 0.16999999999999998
258 0.29000000000000004 0.04500000000000001 0.7225 0.1725
259 0.29000000000000004 0.04000000000000001 0.7275 0.1725
260 0.2875 0.037500000000000006 0.735 0.17000000000000004
261 0.2875 0.037500000000000006 0.7325 0.1725
262 0.2925 0.037500000000000006 0.7375 0.17250000000000004
263 0.29500000000000004 0.035 0.7350000000000001 0.175
264 0.2925 0.0325 0.7375 0.17250000000000004
265 0.29000000000000004 0.03 0.7350000000000001 0.175
266 0.2925 0.0325 0.7325 0.1775
267 0.2925 0.0325 0.7325 0.1775
268 0.29500000000000004 0.03 0.7350000000000001 0.18
269 0.30000000000000004 0.03 0.7375 0.1775
270 0.2975 0.0325 0.7350000000000001 0.18
271 0.29000000000000004 0.035 0.7350000000000001 0.18
272 0.29000000000000004 0.035 0.7325 0.1825
273 0.29000000000000004 0.035 0.7325 0.1825
274 0.28500000000000003 0.035 0.7350000000000001 0.185
275 0.28500000000000003 0.035 0.7350000000000001 0.185
276 0.2825 0.037500000000000006 0.7325 0.1875
277 0.2825 0.037500000000000006 0.7325 0.1925
278 0.2875 0.037500000000000006 0.7325 0.1925
279 0.2825 0.04250000000000001 0.73 0.2
280 0.275 0.04000000000000001 0.7350000000000001 0.195
281 0.275 0.04000000000000001 0.7350000000000001 0.2
282 0.27 0.039999999999999994 0.735 0.20499999999999996
283 0.2675 0.042499999999999996 0.73 0.20500000000000002
284 0.265 0.039999999999999994 0.73 0.20500000000000002
285 0.2625 0.042499999999999996 0.73 0.20500000000000002
286 0.26 0.045 0.73 0.20500000000000002
287 0.2675 0.042499999999999996 0.7325 0.2025
288 0.2625 0.03749999999999999 0.7325 0.2025
289 0.26 0.039999999999999994 0.7325 0.2025
290 0.2575 0.03749999999999999 0.73 0.20500000000000002
291 0.255 0.03499999999999999 0.7275 0.21249999999999997
292 0.2525 0.03249999999999999 0.7275 0.21249999999999997
293 0.2525 0.03249999999999999 0.7275 0.21249999999999997
294 0.255 0.03499999999999999 0.7324999999999999 0.21249999999999997
295 0.2575 0.03249999999999999 0.74 0.20999999999999996
296 0.255 0.03499999999999999 0.74 0.20999999999999996
297 0.25 0.03499999999999999 0.74 0.20999999999999996
298 0.25 0.03499999999999999 0.74 0.20999999999999996
299 0.2475 0.03749999999999999 0.74 0.21499999999999997
300 0.2475 0.03749999999999999 0.745 0.21499999999999997
301 0.2475 0.03749999999999999 0.745 0.21499999999999997
302 0.2475 0.03749999999999999 0.7424999999999999 0.2175
303 0.25 0.03499999999999999 0.745 0.21499999999999997
304 0.2475 0.03749999999999999 0.745 0.21499999999999997
305 0.245 0.039999999999999994 0.745 0.21499999999999997
306 0.2525 0.042499999999999996 0.7424999999999999 0.2175
307 0.255 0.039999999999999994 0.7424999999999999 0.2175
308 0.2525 0.03749999999999999 0.7424999999999999 0.2175
309 0.2525 0.03749999999999999 0.735 0.21999999999999997
310 0.255 0.039999999999999994 0.735 0.21999999999999997
311 0.26 0.039999999999999994 0.735 0.21999999999999997
312 0.26 0.039999999999999994 0.74 0.21999999999999997
313 0.2625 0.042499999999999996 0.7375 0.22249999999999998
314 0.2625 0.042499999999999996 0.74 0.21999999999999997
315 0.2625 0.0475 0.7375 0.22249999999999998
316 0.2625 0.052500000000000005 0.7375 0.22249999999999998
317 0.26 0.05 0.7375 0.22249999999999998
318 0.255 0.05 0.7375 0.22249999999999998
319 0.26 0.05 0.745 0.21999999999999997
320 0.2625 0.0475 0.7475 0.2175
321 0.2625 0.0475 0.7424999999999999 0.22249999999999998
322 0.2625 0.0475 0.7424999999999999 0.22249999999999998
323 0.26 0.05 0.74 0.22499999999999998
324 0.2575 0.052500000000000005 0.745 0.22499999999999998
325 0.255 0.05 0.7475 0.22249999999999998
326 0.255 0.045 0.7525 0.2175
327 0.25 0.045 0.7525 0.2175
328 0.255 0.045 0.7525 0.21249999999999997
329 0.2575 0.0475 0.755 0.20999999999999996
330 0.26 0.045 0.7525 0.21249999999999997
331 0.265 0.039999999999999994 0.7525 0.21249999999999997
332 0.26 0.039999999999999994 0.7575000000000001 0.20749999999999996
333 0.26 0.039999999999999994 0.7575000000000001 0.20749999999999996
334 0.255 0.03499999999999999 0.7575000000000001 0.20749999999999996
335 0.25 0.030000000000000013 0.7575000000000001 0.20749999999999996
336 0.2475 0.02750000000000001 0.7575000000000001 0.20749999999999996
337 0.2475 0.02750000000000001 0.755 0.20999999999999996
338 0.245 0.030000000000000013 0.7575000000000001 0.21249999999999997
339 0.2425 0.02750000000000001 0.755 0.21499999999999997
340 0.24 0.02500000000000001 0.7575000000000001 0.21249999999999997
341 0.235 0.02500000000000001 0.7575000000000001 0.21249999999999997
342 0.2375 0.022500000000000006 0.7625 0.20749999999999996
343 0.235 0.02500000000000001 0.76 0.20999999999999996
344 0.235 0.02500000000000001 0.7575000000000001 0.21249999999999997
345 0.235 0.02500000000000001 0.7575000000000001 0.21249999999999997
346 0.235 0.02500000000000001 0.76 0.20999999999999996
347 0.23249999999999998 0.02750000000000001 0.76 0.20999999999999996
348 0.23 0.03 0.76 0.20499999999999996
349 0.235 0.030000000000000013 0.7625 0.20249999999999996
350 0.2375 0.032500000000000015 0.7649999999999999 0.2
351 0.23500000000000001 0.035 0.7675 0.1975
352 0.23500000000000001 0.035 0.77 0.2
353 0.2325 0.037500000000000006 0.77 0.2
354 0.2325 0.037500000000000006 0.7725 0.1975
355 0.2275 0.037500000000000006 0.7725 0.1975
356 0.2275 0.037500000000000006 0.7725 0.1975
357 0.23 0.035 0.7725 0.1975
358 0.23 0.035 0.7725 0.1975
359 0.2325 0.0325 0.7725 0.1975
360 0.235 0.030000000000000013 0.7725 0.1975
361 0.2325 0.0325 0.77 0.195
362 0.2275 0.0325 0.7675 0.1975
363 0.225 0.035 0.7675 0.1975
364 0.225 0.035 0.7649999999999999 0.2
365 0.225 0.035 0.7675 0.1975
366 0.2275 0.0325 0.77 0.195
367 0.2275 0.027499999999999997 0.7675 0.1925
368 0.2225 0.027499999999999997 0.7675 0.1925
369 0.215 0.024999999999999994 0.7649999999999999 0.195
370 0.21000000000000002 0.020000000000000004 0.77 0.19
371 0.2125 0.022499999999999992 0.7675 0.1925
372 0.21000000000000002 0.020000000000000004 0.77 0.19
373 0.21 0.024999999999999994 0.77 0.19
374 0.21 0.024999999999999994 0.7675 0.1925
375 0.215 0.01999999999999999 0.77 0.19
376 0.22 0.01999999999999999 0.7675 0.1875
377 0.22 0.01999999999999999 0.7725 0.1825
378 0.22 0.024999999999999994 0.7725 0.1825
379 0.225 0.024999999999999994 0.7725 0.1825
380 0.22749999999999998 0.022500000000000006 0.77 0.185
381 0.22999999999999998 0.020000000000000004 0.7725 0.1825
382 0.23249999999999998 0.022500000000000006 0.7749999999999999 0.18
383 0.2375 0.0175 0.78 0.18
384 0.24 0.020000000000000004 0.7825 0.1775
385 0.2375 0.022500000000000006 0.7849999999999999 0.175
386 0.2375 0.0175 0.7849999999999999 0.175
387 0.22999999999999998 0.020000000000000004 0.7849999999999999 0.175
388 0.22999999999999998 0.020000000000000004 0.79 0.16999999999999998
389 0.23249999999999998 0.022500000000000006 0.7875 0.1725
390 0.235 0.02500000000000001 0.7875 0.1725
391 0.2375 0.022500000000000006 0.7925 0.16749999999999998
392 0.2375 0.022500000000000006 0.7925 0.16749999999999998
393 0.24 0.02500000000000001 0.7949999999999999 0.16499999999999998
394 0.24 0.02500000000000001 0.7949999999999999 0.16499999999999998
395 0.2375 0.022500000000000006 0.7925 0.16749999999999998
396 0.24 0.02500000000000001 0.7925 0.16749999999999998
397 0.2475 0.022500000000000006 0.7949999999999999 0.16499999999999998
398 0.245 0.020000000000000004 0.7975 0.16249999999999998
399 0.25 0.020000000000000004 0.7975 0.16249999999999998
400 0.2475 0.022500000000000006 0.7949999999999999 0.16499999999999998
401 0.245 0.02500000000000001 0.7949999999999999 0.16499999999999998
402 0.25 0.020000000000000004 0.8 0.15999999999999998
403 0.2475 0.022500000000000006 0.7949999999999999 0.16499999999999998
404 0.2475 0.0175 0.7949999999999999 0.16499999999999998
405 0.255 0.015000000000000013 0.7949999999999999 0.16499999999999998
406 0.2475 0.012500000000000011 0.7949999999999999 0.16499999999999998
407 0.2425 0.012499999999999997 0.7949999999999999 0.16499999999999998
408 0.2425 0.012499999999999997 0.7925 0.16749999999999998
409 0.245 0.010000000000000009 0.7975 0.16749999999999998
410 0.2425 0.007500000000000007 0.7975 0.16749999999999998
411 0.24 0.0050000000000000044 0.7949999999999999 0.16999999999999998
412 0.2375 0.007499999999999993 0.7949999999999999 0.16999999999999998
413 0.2375 0.0025000000000000022 0.7925 0.1725
414 0.2375 0.0025000000000000022 0.79 0.175
415 0.24 0.0050000000000000044 0.7925 0.1725
416 0.2375 0.0025000000000000022 0.7949999999999999 0.16999999999999998
417 0.24 0.0050000000000000044 0.7925 0.1725
418 0.24 0.0050000000000000044 0.7925 0.1725
419 0.235 0.0049999999999999906 0.79 0.175
420 0.235 0.009999999999999995 0.7849999999999999 0.18
421 0.23249999999999998 0.012499999999999997 0.7849999999999999 0.18
422 0.22999999999999998 0.009999999999999995 0.7825 0.1825
423 0.235 0.009999999999999995 0.78 0.185
424 0.2375 0.012499999999999997 0.7749999999999999 0.19
425 0.2425 0.012499999999999997 0.7775 0.1875
426 0.245 0.010000000000000009 0.7725 0.1875
427 0.2425 0.012499999999999997 0.7725 0.1925
428 0.24 0.015 0.7749999999999999 0.195
429 0.24 0.009999999999999995 0.7775 0.1925
430 0.2375 0.012499999999999997 0.7825 0.1875
431 0.2375 0.0175 0.78 0.19
432 0.2375 0.022500000000000006 0.7775 0.1925
433 0.2425 0.022500000000000006 0.7775 0.1925
434 0.2425 0.022500000000000006 0.7749999999999999 0.195
435 0.2475 0.0175 0.7749999999999999 0.195
436 0.25 0.020000000000000004 0.7725 0.1925
437 0.2475 0.0175 0.7749999999999999 0.19
438 0.25 0.015000000000000013 0.7749999999999999 0.19
439 0.25 0.015000000000000013 0.7749999999999999 0.19
440 0.255 0.015000000000000013 0.7749999999999999 0.19
441 0.26 0.010000000000000009 0.7749999999999999 0.19
442 0.26 0.010000000000000009 0.7749999999999999 0.19
443 0.265 0.010000000000000009 0.7775 0.1875
444 0.2675 0.007500000000000007 0.7775 0.1875
445 0.265 0.010000000000000009 0.7775 0.1875
446 0.265 0.010000000000000009 0.7775 0.1875
447 0.265 0.010000000000000009 0.7775 0.1875
448 0.2675 0.012500000000000011 0.78 0.19
449 0.2625 0.012500000000000011 0.7775 0.1925
450 0.26 0.010000000000000009 0.7775 0.1925
451 0.26 0.010000000000000009 0.78 0.19
452 0.26 0.015000000000000013 0.7775 0.1925
453 0.265 0.015000000000000013 0.7749999999999999 0.195
454 0.2625 0.017500000000000016 0.7775 0.1975
455 0.2625 0.017500000000000016 0.7725 0.2025
456 0.2625 0.012500000000000011 0.7749999999999999 0.2
457 0.265 0.015000000000000013 0.7749999999999999 0.2
458 0.26749999999999996 0.017499999999999988 0.7749999999999999 0.2
459 0.265 0.01999999999999999 0.77 0.20500000000000002
460 0.2625 0.017500000000000016 0.7675000000000001 0.20749999999999996
461 0.26 0.015000000000000013 0.77 0.20999999999999996
462 0.2625 0.007500000000000007 0.7725 0.20750000000000002
463 0.265 0.0050000000000000044 0.77 0.20999999999999996
464 0.265 0.0050000000000000044 0.7725 0.20750000000000002
465 0.27 0.0050000000000000044 0.7725 0.20750000000000002
466 0.27 0.010000000000000009 0.7725 0.20750000000000002
467 0.27 0.010000000000000009 0.7725 0.21249999999999997
468 0.275 0.009999999999999981 0.7725 0.21249999999999997
469 0.27749999999999997 0.012499999999999983 0.7725 0.21249999999999997
470 0.28 0.014999999999999986 0.7675000000000001 0.2175
471 0.28 0.009999999999999981 0.7675000000000001 0.2175
472 0.2825 0.007499999999999979 0.7675000000000001 0.2175
473 0.2825 0.007499999999999979 0.765 0.21499999999999997
474 0.2825 0.007499999999999979 0.765 0.21499999999999997
475 0.28500000000000003 0.014999999999999986 0.765 0.21499999999999997
476 0.2825 0.012499999999999983 0.7675000000000001 0.2175
477 0.28500000000000003 0.004999999999999977 0.765 0.21999999999999997
478 0.28 0.0 0.765 0.21499999999999997
479 0.28 0.004999999999999977 0.7675000000000001 0.21249999999999997
480 0.2825 0.007499999999999979 0.77 0.20999999999999996
481 0.28500000000000003 0.014999999999999986 0.7675000000000001 0.21249999999999997
482 0.28500000000000003 0.014999999999999986 0.765 0.21499999999999997
483 0.27749999999999997 0.017499999999999988 0.7625 0.2175
484 0.275 0.014999999999999986 0.7625 0.2175
485 0.27249999999999996 0.012499999999999983 0.76 0.21999999999999997
486 0.27249999999999996 0.017499999999999988 0.7625 0.2175
487 0.275 0.014999999999999986 0.7625 0.2175
488 0.275 0.014999999999999986 0.7575000000000001 0.22249999999999998
489 0.275 0.014999999999999986 0.76 0.21999999999999997
490 0.275 0.014999999999999986 0.7625 0.2175
491 0.275 0.01999999999999999 0.7625 0.2175
492 0.27 0.01999999999999999 0.76 0.21999999999999997
493 0.27 0.014999999999999986 0.76 0.21999999999999997
494 0.27 0.010000000000000009 0.7575000000000001 0.22249999999999998
495 0.2675 0.012500000000000011 0.7575000000000001 0.22249999999999998
