epochs target_catch std_target_catch Catch_v0 Catch_v0_std Catch_v3 Catch_v3_std Catch_v4 Catch_v4_std
116 0.55222 0.09666666666666665 0.62222 0.1 0.43778 0.06 0.45556 0.01
117 0.55778 0.09333333333333332 0.63556 0.09 0.42444 0.05 0.45222 0.0
118 0.56111 0.11444444444444446 0.62 0.06 0.43889 0.05 0.46444 0.0
119 0.55333 0.10222222222222221 0.61 0.05 0.44444 0.04 0.44778 0.02
120 0.54 0.0866666666666667 0.60667 0.05 0.43667 0.02 0.43778 0.0
121 0.54667 0.08666666666666664 0.61111 0.06 0.42444 0.02 0.45222 0.02
122 0.54444 0.09111111111111111 0.61444 0.07 0.42667 0.01 0.44556 0.01
123 0.55222 0.09000000000000002 0.64 0.08 0.41889 0.02 0.43889 0.01
124 0.56889 0.0888888888888889 0.64667 0.08 0.41778 0.05 0.46778 0.0
125 0.58667 0.09111111111111111 0.64556 0.09 0.41333 0.05 0.47444 0.01
126 0.6 0.08444444444444443 0.64111 0.07 0.41556 0.04 0.47111 0.02
127 0.60778 0.07 0.64778 0.06 0.43 0.03 0.46778 0.02
128 0.62 0.0888888888888889 0.64 0.06 0.43444 0.03 0.46556 0.01
129 0.61333 0.1111111111111111 0.65111 0.07 0.44667 0.03 0.45556 0.01
130 0.61111 0.1222222222222222 0.63889 0.07 0.44111 0.02 0.47333 0.04
131 0.61444 0.13222222222222224 0.63333 0.1 0.46111 0.03 0.5 0.05
132 0.62111 0.13444444444444442 0.62222 0.11 0.45556 0.01 0.50667 0.04
133 0.62778 0.10333333333333335 0.62222 0.11 0.45667 0.0 0.51556 0.04
134 0.64333 0.07444444444444442 0.62 0.11 0.46111 0.0 0.51 0.03
135 0.64 0.07555555555555554 0.61778 0.11 0.44889 0.01 0.50111 0.03
136 0.64556 0.08111111111111113 0.62333 0.1 0.43556 0.02 0.48444 0.03
137 0.66 0.09333333333333332 0.62333 0.08 0.43556 0.02 0.48444 0.03
138 0.66333 0.10555555555555551 0.63222 0.09 0.42222 0.02 0.48889 0.03
139 0.67222 0.08555555555555555 0.63889 0.08 0.43 0.01 0.50222 0.02
140 0.67444 0.09666666666666668 0.63889 0.07 0.43778 0.01 0.51444 0.03
141 0.66556 0.08555555555555555 0.61667 0.07 0.44444 0.01 0.50333 0.01
142 0.65556 0.09333333333333338 0.62889 0.07 0.44222 0.02 0.50667 0.02
143 0.66333 0.10555555555555551 0.62444 0.06 0.43222 0.04 0.50111 0.02
144 0.65889 0.11666666666666664 0.65 0.05 0.42889 0.05 0.50222 0.04
145 0.67889 0.11888888888888888 0.66 0.05 0.42889 0.03 0.49444 0.04
146 0.67778 0.12222222222222223 0.66111 0.07 0.44111 0.03 0.48444 0.04
147 0.67889 0.12555555555555553 0.65667 0.08 0.45333 0.02 0.48111 0.04
148 0.68444 0.11555555555555558 0.67 0.07 0.45111 0.02 0.48556 0.01
149 0.69889 0.10333333333333335 0.66889 0.08 0.45556 0.02 0.49222 0.02
150 0.70778 0.09666666666666662 0.66 0.09 0.44111 0.03 0.51111 0.02
151 0.71444 0.09888888888888892 0.66 0.08 0.42556 0.01 0.51 0.01
152 0.69556 0.10000000000000003 0.65 0.06 0.41556 0.02 0.53778 0.0
153 0.70333 0.10333333333333335 0.64889 0.07 0.41222 0.01 0.54444 0.0
154 0.70444 0.10444444444444445 0.65 0.06 0.41667 0.01 0.53333 0.0
155 0.70333 0.09444444444444444 0.65333 0.05 0.41444 0.0 0.52889 0.0
156 0.73667 0.09444444444444444 0.66778 0.05 0.42111 0.01 0.51667 0.02
157 0.74444 0.0888888888888889 0.64889 0.06 0.43333 0.0 0.51889 0.02
158 0.73556 0.0888888888888889 0.65 0.07 0.43889 0.0 0.50222 0.02
159 0.71444 0.10555555555555551 0.65667 0.07 0.45444 0.01 0.49444 0.02
160 0.71889 0.1011111111111111 0.66 0.08 0.46667 0.02 0.49889 0.01
161 0.73 0.10333333333333335 0.67444 0.08 0.45222 0.0 0.50111 0.01
162 0.73444 0.10333333333333335 0.68333 0.08 0.44556 0.0 0.51222 0.01
163 0.74333 0.09222222222222226 0.68 0.07 0.44778 0.01 0.53222 0.01
164 0.73889 0.08777777777777779 0.68444 0.06 0.43889 0.0 0.53222 0.03
165 0.73 0.0922222222222222 0.68556 0.06 0.41222 0.0 0.54333 0.03
166 0.72667 0.09555555555555556 0.70778 0.05 0.43222 0.0 0.53111 0.02
167 0.73556 0.09333333333333332 0.71 0.04 0.44889 0.02 0.50222 0.04
168 0.75556 0.10222222222222221 0.71 0.05 0.46 0.01 0.49889 0.02
169 0.76 0.09777777777777774 0.71 0.06 0.45333 0.0 0.50556 0.0
170 0.78 0.09555555555555556 0.70556 0.06 0.47556 0.01 0.50333 0.02
171 0.78556 0.09666666666666668 0.69444 0.06 0.45556 0.0 0.52 0.0
172 0.78778 0.09666666666666668 0.70111 0.05 0.45556 0.02 0.52778 0.01
173 0.79111 0.1111111111111111 0.71222 0.05 0.45444 0.04 0.52333 0.01
174 0.78222 0.11555555555555558 0.72889 0.06 0.46 0.04 0.51667 0.02
175 0.78222 0.10888888888888887 0.71444 0.06 0.45556 0.04 0.52 0.0
176 0.79556 0.11333333333333334 0.72556 0.07 0.47 0.04 0.52667 0.01
177 0.78444 0.1111111111111111 0.73222 0.06 0.48 0.02 0.53111 0.01
178 0.79222 0.1011111111111111 0.71556 0.06 0.48 0.01 0.52778 0.01
179 0.80222 0.1044444444444444 0.72 0.06 0.47667 0.01 0.52444 0.01
180 0.79778 0.1111111111111111 0.70556 0.06 0.47889 0.02 0.52333 0.01
181 0.79 0.1077777777777778 0.69333 0.05 0.47889 0.01 0.51333 0.0
182 0.79556 0.10888888888888892 0.69667 0.04 0.46 0.02 0.50111 0.01
183 0.79333 0.10666666666666669 0.70667 0.03 0.47111 0.01 0.52 0.01
184 0.79111 0.09999999999999998 0.70778 0.03 0.46889 0.02 0.51889 0.02
185 0.79889 0.08555555555555555 0.72556 0.03 0.46778 0.03 0.53333 0.03
186 0.80222 0.0733333333333333 0.74667 0.04 0.46111 0.05 0.53889 0.03
187 0.80444 0.07111111111111112 0.72889 0.06 0.47778 0.06 0.54222 0.02
188 0.8 0.07111111111111107 0.73444 0.05 0.47667 0.05 0.55667 0.01
189 0.81444 0.07222222222222224 0.70667 0.06 0.46778 0.07 0.55556 0.01
190 0.82556 0.0788888888888889 0.69333 0.06 0.47444 0.06 0.55 0.02
191 0.83556 0.07555555555555554 0.67778 0.06 0.47556 0.03 0.55778 0.0
192 0.85222 0.07222222222222219 0.68556 0.06 0.47111 0.05 0.55889 0.02
193 0.84889 0.07555555555555554 0.68556 0.05 0.45778 0.05 0.56111 0.02
194 0.84222 0.0822222222222222 0.71222 0.04 0.46 0.04 0.57556 0.02
195 0.84333 0.08111111111111108 0.7 0.04 0.45778 0.05 0.57111 0.05
196 0.83556 0.08000000000000002 0.67667 0.03 0.47778 0.05 0.56556 0.06
197 0.83889 0.08111111111111113 0.68444 0.05 0.47889 0.03 0.56444 0.07
198 0.84 0.08222222222222225 0.66889 0.06 0.48333 0.02 0.57111 0.04
199 0.83111 0.09111111111111114 0.67111 0.05 0.48444 0.03 0.56778 0.03
200 0.82444 0.10888888888888892 0.68444 0.04 0.47444 0.03 0.56667 0.03
201 0.84222 0.10444444444444445 0.69333 0.03 0.47778 0.02 0.58 0.03
202 0.85111 0.10222222222222221 0.70444 0.04 0.50111 0.03 0.57778 0.03
203 0.87 0.08111111111111113 0.70556 0.04 0.50556 0.01 0.57444 0.07
204 0.87444 0.07444444444444442 0.72667 0.06 0.50333 0.02 0.57778 0.06
205 0.87667 0.07666666666666666 0.73222 0.07 0.50667 0.02 0.57333 0.06
206 0.87556 0.07555555555555554 0.70667 0.06 0.5 0.02 0.55 0.07
207 0.85889 0.07666666666666666 0.70444 0.06 0.49667 0.03 0.54 0.06
208 0.86 0.07777777777777778 0.69667 0.05 0.49778 0.0 0.54778 0.05
209 0.87 0.0788888888888889 0.68222 0.05 0.50667 0.0 0.54778 0.07
210 0.87222 0.07222222222222219 0.71333 0.04 0.50889 0.02 0.54778 0.05
211 0.88333 0.07444444444444442 0.71889 0.04 0.49778 0.01 0.55333 0.06
212 0.89222 0.06777777777777777 0.73889 0.03 0.48556 0.0 0.53667 0.07
213 0.88667 0.06888888888888889 0.74111 0.02 0.47556 0.02 0.53222 0.07
214 0.88444 0.06888888888888889 0.74889 0.03 0.47111 0.02 0.55222 0.07
215 0.87333 0.07111111111111112 0.73778 0.04 0.47222 0.03 0.55 0.08
216 0.86889 0.07111111111111107 0.72 0.04 0.47778 0.03 0.57111 0.08
217 0.87667 0.06777777777777777 0.72222 0.05 0.49333 0.04 0.58889 0.07
218 0.88333 0.07 0.71222 0.08 0.49667 0.05 0.57111 0.08
219 0.89111 0.06888888888888889 0.71333 0.07 0.50333 0.05 0.56667 0.07
220 0.88778 0.06777777777777783 0.70556 0.07 0.49667 0.06 0.57333 0.06
221 0.89889 0.04999999999999999 0.70778 0.05 0.5 0.04 0.56889 0.07
222 0.90222 0.053333333333333344 0.72111 0.03 0.50556 0.03 0.59222 0.06
223 0.91444 0.045555555555555516 0.73444 0.02 0.49556 0.0 0.59333 0.07
224 0.91444 0.04777777777777775 0.73333 0.02 0.50778 0.02 0.59111 0.05
225 0.91778 0.05111111111111111 0.72444 0.01 0.49556 0.02 0.60222 0.04
226 0.91444 0.04777777777777775 0.71222 0.02 0.48778 0.03 0.60333 0.03
227 0.90889 0.055555555555555525 0.70556 0.02 0.48889 0.03 0.59222 0.02
228 0.90778 0.052222222222222225 0.70778 0.02 0.50222 0.02 0.57667 0.05
229 0.89889 0.05888888888888888 0.72444 0.03 0.49556 0.01 0.58333 0.04
230 0.91778 0.053333333333333344 0.70111 0.02 0.51111 0.01 0.56889 0.04
231 0.92444 0.04444444444444445 0.72222 0.02 0.52556 0.01 0.53222 0.05
232 0.93111 0.04222222222222227 0.71889 0.03 0.52889 0.01 0.52444 0.03
233 0.93333 0.0377777777777778 0.71444 0.02 0.51667 0.01 0.53444 0.04
234 0.93667 0.030000000000000027 0.72 0.02 0.52222 0.0 0.52778 0.05
235 0.93222 0.034444444444444444 0.71444 0.03 0.51556 0.01 0.53444 0.07
236 0.93222 0.03666666666666668 0.71 0.03 0.51556 0.01 0.54556 0.08
237 0.93556 0.024444444444444435 0.70889 0.02 0.53778 0.0 0.50111 0.1
238 0.93111 0.022222222222222254 0.7 0.02 0.54111 0.02 0.47778 0.11
239 0.92889 0.01777777777777778 0.70333 0.03 0.54333 0.03 0.45111 0.12
240 0.94222 0.011111111111111127 0.70333 0.02 0.53222 0.03 0.43222 0.14
241 0.93111 0.022222222222222254 0.7 0.0 0.52111 0.02 0.40889 0.16
242 0.93444 0.021111111111111136 0.71444 0.0 0.53778 0.0 0.41556 0.17
243 0.93222 0.02999999999999997 0.71889 0.01 0.53444 0.01 0.38111 0.16
244 0.93111 0.0377777777777778 0.72333 0.0 0.53778 0.0 0.37667 0.13
245 0.94 0.03333333333333338 0.72333 0.03 0.54222 0.0 0.36667 0.11
