baseline std_baseline only_head std_only_head self_transfer_full_fine_tuning std_self_transfer_full_fine_tuning
0.6399999999999999 0.062222222222222234 0.8888888888888888 0.022222222222222202 0.6233333333333333 0.26999999999999996
0.6588888888888889 0.043333333333333335 0.8833333333333333 0.010000000000000009 0.62 0.26
0.6655555555555556 0.043333333333333335 0.8988888888888888 0.010000000000000009 0.6266666666666667 0.2755555555555556
0.7033333333333334 0.016666666666666663 0.9055555555555556 0.010000000000000009 0.6277777777777778 0.27444444444444444
0.7066666666666667 0.011111111111111072 0.9066666666666666 0.0 0.6322222222222222 0.27222222222222225
0.7166666666666667 0.010000000000000009 0.9055555555555556 0.007777777777777772 0.6255555555555555 0.28777777777777774
0.731111111111111 0.002222222222222181 0.8988888888888888 0.016666666666666663 0.6166666666666667 0.3011111111111111
0.7577777777777778 0.004444444444444473 0.8922222222222222 0.021111111111111136 0.6188888888888888 0.29
0.7666666666666667 0.01777777777777778 0.8866666666666667 0.01777777777777778 0.6033333333333333 0.3033333333333333
0.78 0.020000000000000018 0.8888888888888888 0.011111111111111127 0.6088888888888889 0.2933333333333334
0.7877777777777778 0.010000000000000009 0.8944444444444444 0.0011111111111111183 0.6322222222222222 0.2655555555555556
0.7755555555555556 0.0 0.8977777777777778 0.011111111111111072 0.63 0.2677777777777778
0.7755555555555556 0.004444444444444473 0.8999999999999999 0.011111111111111127 0.6433333333333333 0.2544444444444445
0.7744444444444445 0.003333333333333355 0.8966666666666667 0.003333333333333355 0.6377777777777778 0.26
0.7744444444444445 0.003333333333333355 0.8988888888888888 0.005555555555555591 0.6311111111111112 0.26666666666666666
0.7844444444444445 0.011111111111111127 0.8944444444444444 0.005555555555555591 0.6133333333333333 0.27111111111111114
0.8011111111111111 0.0011111111111110628 0.8888888888888888 0.0044444444444444176 0.6155555555555555 0.2644444444444444
0.8111111111111111 0.00666666666666671 0.8977777777777778 0.0022222222222222365 0.6144444444444445 0.2677777777777778
0.8177777777777777 0.002222222222222181 0.8977777777777778 0.0022222222222222365 0.6088888888888889 0.25333333333333335
0.8177777777777777 0.002222222222222181 0.9044444444444444 0.0044444444444444176 0.6177777777777778 0.24666666666666667
0.8188888888888889 0.007777777777777772 0.9011111111111111 0.012222222222222245 0.6311111111111112 0.2377777777777778
0.8222222222222222 0.00888888888888889 0.8922222222222222 0.021111111111111136 0.6244444444444444 0.24888888888888888
0.8244444444444444 0.015555555555555545 0.8888888888888888 0.0044444444444444176 0.6355555555555555 0.26
0.8333333333333333 0.013333333333333364 0.8866666666666667 0.002222222222222181 0.6322222222222222 0.2544444444444445
0.8366666666666667 0.0033333333333332993 0.8988888888888888 0.003333333333333355 0.64 0.26222222222222225
0.8288888888888889 0.004444444444444473 0.9022222222222223 0.006666666666666654 0.6244444444444445 0.28
0.8344444444444444 0.014444444444444482 0.9044444444444444 0.002222222222222181 0.6144444444444445 0.27888888888888885
0.8277777777777777 0.005555555555555591 0.8988888888888888 0.003333333333333355 0.6088888888888889 0.2866666666666666
0.8388888888888889 0.010000000000000009 0.9022222222222223 0.00888888888888889 0.6077777777777778 0.2833333333333333
0.8477777777777777 0.01222222222222219 0.8933333333333333 0.006666666666666654 0.6033333333333333 0.28777777777777774
0.8555555555555556 0.011111111111111127 0.8922222222222222 0.0011111111111111183 0.6177777777777778 0.2622222222222222
0.8744444444444444 0.014444444444444426 0.89 0.0033333333333332993 0.6266666666666667 0.25333333333333335
0.88 0.011111111111111072 0.8877777777777778 0.010000000000000009 0.6266666666666667 0.24222222222222226
0.8744444444444444 0.016666666666666663 0.8822222222222222 0.013333333333333308 0.6211111111111112 0.24555555555555558
0.8677777777777778 0.016666666666666663 0.8955555555555555 0.015555555555555545 0.6277777777777778 0.25888888888888895
0.8588888888888888 0.003333333333333355 0.8911111111111111 0.0022222222222222365 0.6333333333333333 0.2577777777777778
0.86 0.004444444444444473 0.8955555555555555 0.004444444444444473 0.6388888888888888 0.25666666666666665
0.8677777777777778 0.0011111111111111183 0.8955555555555557 0.00888888888888889 0.6377777777777778 0.2488888888888889
0.8722222222222222 0.018888888888888844 0.8999999999999999 0.00888888888888889 0.64 0.25333333333333335
0.8788888888888888 0.003333333333333355 0.8988888888888888 0.0011111111111111183 0.6288888888888888 0.24888888888888888
0.8833333333333333 0.014444444444444426 0.9011111111111112 0.003333333333333355 0.6177777777777778 0.26
0.8833333333333333 0.014444444444444426 0.9077777777777778 0.0011111111111111183 0.6133333333333333 0.2622222222222222
0.8811111111111112 0.003333333333333355 0.9011111111111111 0.007777777777777772 0.6255555555555555 0.26555555555555554
0.8755555555555556 0.006666666666666654 0.9055555555555556 0.007777777777777772 0.6333333333333333 0.2644444444444444
0.8822222222222222 0.013333333333333308 0.8966666666666667 0.01222222222222219 0.6311111111111112 0.28444444444444444
0.8911111111111112 0.00888888888888889 0.8866666666666667 0.0044444444444444176 0.6222222222222222 0.28888888888888886
0.8788888888888888 0.0011111111111111183 0.8911111111111111 0.015555555555555545 0.6133333333333333 0.2977777777777778
0.8944444444444444 0.003333333333333355 0.9011111111111112 0.016666666666666663 0.6055555555555555 0.3011111111111111
0.8933333333333333 0.00888888888888889 0.8955555555555555 0.013333333333333308 0.6255555555555556 0.2788888888888889
0.8866666666666667 0.011111111111111127 0.9044444444444444 0.0155555555555556 0.6322222222222222 0.2611111111111111
0.8822222222222222 0.015555555555555545 0.9 0.0022222222222222365 0.6455555555555555 0.25222222222222224
0.8833333333333333 0.012222222222222245 0.9011111111111111 0.005555555555555536 0.6366666666666666 0.25222222222222224
0.8833333333333333 0.0011111111111111183 0.9 0.0 0.6188888888888888 0.2611111111111111
0.8933333333333333 0.0022222222222222365 0.8999999999999999 0.011111111111111127 0.6177777777777778 0.2711111111111111
0.8922222222222222 0.0011111111111111183 0.9077777777777778 0.0188888888888889 0.6155555555555555 0.27999999999999997
0.9033333333333333 0.0033333333333332993 0.9122222222222223 0.014444444444444426 0.6333333333333333 0.27111111111111114
0.9044444444444444 0.002222222222222181 0.9188888888888889 0.0011111111111111183 0.6466666666666667 0.2733333333333333
0.9066666666666667 0.011111111111111127 0.9077777777777778 0.0011111111111111183 0.6633333333333333 0.2611111111111111
0.8988888888888888 0.014444444444444426 0.9122222222222223 0.003333333333333355 0.6622222222222223 0.26666666666666666
0.8922222222222222 0.0188888888888889 0.9155555555555556 0.0022222222222222365 0.6377777777777778 0.25555555555555554
0.8811111111111112 0.014444444444444426 0.9144444444444444 0.009999999999999953 0.6077777777777778 0.2633333333333333
0.8866666666666667 0.011111111111111127 0.9155555555555556 0.004444444444444473 0.5988888888888889 0.2677777777777778
0.8833333333333333 0.003333333333333355 0.9188888888888889 0.0011111111111111183 0.5944444444444444 0.27444444444444444
0.8966666666666667 0.0011111111111111183 0.9122222222222223 0.007777777777777772 0.59 0.26999999999999996
0.9066666666666667 0.002222222222222181 0.8966666666666667 0.003333333333333355 0.6222222222222222 0.26888888888888884
0.9122222222222223 0.0011111111111111183 0.8922222222222222 0.0011111111111111183 0.6255555555555555 0.26555555555555554
0.9055555555555556 0.0011111111111110628 0.8866666666666667 0.0044444444444444176 0.6422222222222222 0.24222222222222223
0.9044444444444444 0.0044444444444444176 0.8833333333333333 0.010000000000000009 0.6588888888888889 0.2388888888888889
0.8911111111111112 0.0044444444444444176 0.8933333333333333 0.0022222222222222365 0.6622222222222223 0.23777777777777778
0.8888888888888888 0.011111111111111127 0.89 0.005555555555555536 0.6544444444444445 0.2477777777777778
0.89 0.012222222222222245 0.8922222222222222 0.005555555555555536 0.6444444444444445 0.24000000000000002
0.8899999999999999 0.0188888888888889 0.8877777777777778 0.005555555555555536 0.6344444444444445 0.2633333333333333
0.89 0.02111111111111108 0.8855555555555555 0.010000000000000009 0.63 0.26555555555555554
0.8977777777777778 0.00888888888888889 0.8922222222222222 0.003333333333333355 0.62 0.25111111111111106
0.8977777777777778 0.0022222222222222365 0.8966666666666667 0.003333333333333355 0.6033333333333333 0.2677777777777778
0.9022222222222223 0.0 0.8866666666666667 0.011111111111111127 0.61 0.25888888888888895
0.9077777777777778 0.0011111111111111183 0.8955555555555555 0.015555555555555545 0.6133333333333333 0.24666666666666667
0.9011111111111111 0.007777777777777772 0.9 0.0 0.6233333333333333 0.2588888888888889
0.9077777777777778 0.012222222222222245 0.8944444444444445 0.010000000000000009 0.6333333333333333 0.2488888888888889
0.9111111111111112 0.00888888888888889 0.9088888888888889 0.0044444444444444176 0.6433333333333333 0.24111111111111114
0.9099999999999999 0.003333333333333355 0.9011111111111111 0.005555555555555536 0.6355555555555555 0.2511111111111111
0.9111111111111111 0.0022222222222222365 0.9033333333333333 0.02111111111111108 0.64 0.25333333333333335
0.9122222222222223 0.003333333333333355 0.9055555555555556 0.012222222222222245 0.6277777777777778 0.2544444444444445
0.9077777777777778 0.0011111111111111183 0.9077777777777778 0.010000000000000009 0.62 0.2577777777777778
0.8966666666666667 0.0011111111111111183 0.9044444444444445 0.01777777777777778 0.6188888888888888 0.2588888888888889
0.9011111111111111 0.005555555555555536 0.9077777777777778 0.010000000000000009 0.6188888888888889 0.25000000000000006
0.9044444444444444 0.002222222222222181 0.8911111111111112 0.00888888888888889 0.6155555555555556 0.2511111111111111
0.8999999999999999 0.011111111111111127 0.8966666666666667 0.016666666666666663 0.6255555555555555 0.25666666666666665
0.9033333333333333 0.010000000000000009 0.8933333333333333 0.013333333333333308 0.6133333333333333 0.2644444444444444
0.9077777777777778 0.005555555555555536 0.8977777777777778 0.0 0.6322222222222222 0.27222222222222225
0.8911111111111112 0.00888888888888889 0.9033333333333333 0.012222222222222245 0.6211111111111112 0.27666666666666667
0.9022222222222223 0.006666666666666654 0.9055555555555556 0.010000000000000009 0.6211111111111112 0.27666666666666667
0.8977777777777778 0.01777777777777778 0.8944444444444445 0.007777777777777772 0.6266666666666667 0.2755555555555556
0.9011111111111111 0.005555555555555536 0.8833333333333333 0.005555555555555536 0.6255555555555555 0.26555555555555554
0.8977777777777778 0.0022222222222222365 0.8899999999999999 0.0011111111111111183 0.6266666666666667 0.2577777777777778
0.9 0.0022222222222222365 0.8844444444444444 0.006666666666666654 0.6355555555555555 0.2622222222222222
0.9044444444444444 0.0044444444444444176 0.8811111111111112 0.003333333333333355 0.6433333333333333 0.2611111111111111
0.8988888888888888 0.0011111111111111183 0.8888888888888888 0.011111111111111127 0.6466666666666667 0.24666666666666665
0.8977777777777778 0.00888888888888889 0.8977777777777778 0.011111111111111072 0.65 0.24111111111111108
0.9011111111111111 0.012222222222222245 0.8988888888888888 0.007777777777777772 0.6488888888888888 0.2422222222222222
0.9088888888888889 0.011111111111111127 0.91 0.007777777777777772 0.6388888888888888 0.25666666666666665
0.9222222222222223 0.002222222222222181 0.9133333333333333 0.0022222222222222365 0.6211111111111111 0.26999999999999996
0.92 0.0 0.9133333333333333 0.0022222222222222365 0.611111111111111 0.2777777777777778
0.9144444444444444 0.0011111111111111183 0.9044444444444444 0.00888888888888889 0.6222222222222222 0.2644444444444445
0.9144444444444444 0.003333333333333355 0.8977777777777778 0.00666666666666671 0.6255555555555555 0.25222222222222224
0.8977777777777778 0.0 0.8977777777777778 0.004444444444444473 0.6311111111111111 0.24444444444444444
0.8877777777777778 0.007777777777777772 0.8833333333333333 0.012222222222222245 0.6411111111111112 0.2411111111111111
0.8888888888888888 0.00888888888888889 0.8866666666666667 0.0155555555555556 0.6288888888888889 0.2577777777777778
0.8811111111111112 0.0011111111111111183 0.8822222222222222 0.00888888888888889 0.6144444444444445 0.26555555555555554
0.8866666666666667 0.006666666666666654 0.8911111111111112 0.022222222222222202 0.6244444444444445 0.2733333333333333
0.8966666666666667 0.01222222222222219 0.8866666666666667 0.024444444444444435 0.6055555555555555 0.2677777777777778
0.8922222222222222 0.012222222222222245 0.8922222222222222 0.014444444444444426 0.5911111111111111 0.2755555555555556
0.8944444444444445 0.007777777777777772 0.8855555555555555 0.014444444444444482 0.6133333333333333 0.26
0.8999999999999999 0.006666666666666654 0.8844444444444445 0.0 0.6066666666666667 0.24444444444444446
0.8977777777777778 0.0022222222222222365 0.8933333333333333 0.006666666666666654 0.6144444444444445 0.23222222222222222
0.9022222222222223 0.006666666666666654 0.8966666666666667 0.007777777777777828 0.6177777777777778 0.24222222222222223
0.9133333333333333 0.013333333333333308 0.8977777777777778 0.013333333333333308 0.62 0.25555555555555554
0.9122222222222223 0.005555555555555591 0.9088888888888889 0.011111111111111127 0.63 0.25666666666666665
0.9111111111111111 0.004444444444444473 0.9066666666666667 0.006666666666666654 0.6288888888888889 0.2733333333333333
0.9088888888888889 0.0044444444444444176 0.8966666666666667 0.01222222222222219 0.6333333333333333 0.27555555555555555
0.9022222222222223 0.0044444444444444176 0.8966666666666667 0.016666666666666663 0.6377777777777778 0.2777777777777778
0.9011111111111112 0.0011111111111111183 0.8955555555555555 0.011111111111111072 0.6355555555555555 0.2733333333333333
0.89 0.005555555555555536 0.8933333333333333 0.006666666666666654 0.6322222222222222 0.27444444444444444
0.8977777777777778 0.0022222222222222365 0.8933333333333333 0.004444444444444473 0.6533333333333333 0.2577777777777778
0.8999999999999999 0.00888888888888889 0.8955555555555555 0.0022222222222222365 0.6622222222222223 0.24888888888888888
0.9088888888888889 0.0022222222222222365 0.8966666666666667 0.0011111111111111183 0.6588888888888889 0.24555555555555558
0.9055555555555556 0.0033333333333332993 0.8933333333333333 0.006666666666666654 0.6522222222222223 0.25666666666666665
0.9122222222222223 0.0011111111111111183 0.8977777777777778 0.004444444444444473 0.6322222222222222 0.2611111111111111
0.9111111111111112 0.00888888888888889 0.8944444444444444 0.016666666666666663 0.6088888888888889 0.27111111111111114
0.9111111111111111 0.004444444444444473 0.8966666666666667 0.009999999999999953 0.5966666666666667 0.2811111111111111
0.9144444444444444 0.005555555555555591 0.89 0.007777777777777772 0.6066666666666667 0.27111111111111114
0.9111111111111111 0.0022222222222222365 0.8933333333333333 0.0 0.6222222222222222 0.2577777777777778
0.9077777777777778 0.005555555555555536 0.8899999999999999 0.0011111111111111183 0.6388888888888888 0.24555555555555558
0.9055555555555556 0.005555555555555536 0.8922222222222222 0.007777777777777772 0.6366666666666667 0.23666666666666664
0.9077777777777778 0.0033333333333332993 0.8977777777777778 0.00888888888888889 0.6177777777777778 0.24444444444444444
0.9044444444444444 0.011111111111111127 0.9 0.0 0.5922222222222222 0.25888888888888895
0.9066666666666667 0.006666666666666654 0.8944444444444445 0.007777777777777772 0.5866666666666667 0.26222222222222225
0.9077777777777778 0.0033333333333332993 0.8888888888888888 0.00888888888888889 0.5766666666666667 0.2833333333333333
0.9055555555555556 0.012222222222222245 0.8855555555555555 0.0033333333333332993 0.5922222222222222 0.27444444444444444
0.9088888888888889 0.00888888888888889 0.8888888888888888 0.0 0.6011111111111112 0.2611111111111111
0.9077777777777778 0.016666666666666663 0.8855555555555555 0.007777777777777772 0.6211111111111112 0.26333333333333336
0.9066666666666667 0.011111111111111127 0.8911111111111112 0.00888888888888889 0.6344444444444445 0.24555555555555555
0.9077777777777778 0.014444444444444482 0.8955555555555555 0.020000000000000018 0.6477777777777778 0.2366666666666667
0.9066666666666667 0.013333333333333364 0.8911111111111111 0.01777777777777778 0.6622222222222223 0.23555555555555555
0.8955555555555555 0.022222222222222254 0.8933333333333333 0.0022222222222222365 0.6566666666666666 0.23444444444444443
0.8955555555555555 0.022222222222222254 0.8866666666666667 0.013333333333333364 0.6422222222222222 0.22666666666666668
0.8977777777777778 0.01777777777777778 0.8833333333333333 0.014444444444444426 0.6255555555555555 0.25
0.8944444444444444 0.01222222222222219 0.8777777777777778 0.015555555555555545 0.6244444444444445 0.24444444444444446
0.8955555555555555 0.00666666666666671 0.8877777777777778 0.0033333333333332993 0.6188888888888888 0.2588888888888889
0.8933333333333333 0.004444444444444473 0.8877777777777778 0.005555555555555536 0.6188888888888889 0.2633333333333333
0.8911111111111111 0.0 0.8911111111111112 0.00888888888888889 0.6455555555555555 0.25
0.8944444444444444 0.005555555555555591 0.9055555555555556 0.0011111111111110628 0.64 0.24444444444444446
0.8888888888888888 0.0044444444444444176 0.8833333333333333 0.0011111111111111183 0.65 0.24555555555555555
0.9099999999999999 0.003333333333333355 0.8933333333333333 0.006666666666666654 0.6488888888888888 0.2377777777777778
0.91 0.010000000000000009 0.8944444444444444 0.0011111111111111183 0.6355555555555555 0.26
0.9044444444444444 0.00888888888888889 0.8966666666666667 0.005555555555555591 0.6344444444444444 0.2722222222222222
0.8966666666666667 0.009999999999999953 0.9066666666666667 0.013333333333333364 0.62 0.27999999999999997
0.8999999999999999 0.006666666666666654 0.9077777777777778 0.007777777777777772 0.6177777777777778 0.28888888888888886
0.8933333333333333 0.013333333333333308 0.8977777777777778 0.01777777777777778 0.6233333333333333 0.26999999999999996
0.8899999999999999 0.016666666666666663 0.8933333333333333 0.004444444444444473 0.6188888888888888 0.2611111111111111
0.9011111111111112 0.014444444444444426 0.8944444444444444 0.003333333333333355 0.6244444444444445 0.2577777777777778
0.8988888888888888 0.016666666666666663 0.8933333333333333 0.011111111111111127 0.6411111111111111 0.2322222222222222
0.8866666666666667 0.006666666666666654 0.8988888888888888 0.0011111111111111183 0.6455555555555555 0.23666666666666666
0.8922222222222222 0.005555555555555536 0.8977777777777778 0.0022222222222222365 0.6366666666666667 0.2411111111111111
0.8855555555555555 0.0033333333333332993 0.8922222222222222 0.003333333333333355 0.6333333333333333 0.24666666666666667
0.8766666666666667 0.0011111111111111183 0.9011111111111112 0.003333333333333355 0.6277777777777778 0.25666666666666665
0.87 0.0033333333333332993 0.8977777777777778 0.00666666666666671 0.61 0.25222222222222224
0.8711111111111112 0.011111111111111127 0.8955555555555555 0.0 0.6055555555555555 0.2544444444444445
0.8711111111111112 0.0044444444444444176 0.9055555555555556 0.007777777777777772 0.6222222222222222 0.24222222222222223
0.8744444444444444 0.014444444444444426 0.8988888888888888 0.016666666666666663 0.6144444444444445 0.24333333333333332
0.8777777777777778 0.013333333333333308 0.8922222222222222 0.005555555555555536 0.6155555555555556 0.25333333333333335
0.89 0.010000000000000009 0.8899999999999999 0.0011111111111111183 0.6188888888888888 0.2544444444444444
0.8944444444444444 0.01222222222222219 0.8977777777777778 0.0022222222222222365 0.6133333333333333 0.25333333333333335
0.8844444444444444 0.006666666666666654 0.8977777777777778 0.004444444444444473 0.6088888888888888 0.24888888888888888
0.8866666666666667 0.002222222222222181 0.8933333333333333 0.00888888888888889 0.6022222222222222 0.2511111111111111
0.8799999999999999 0.00888888888888889 0.8955555555555555 0.004444444444444473 0.6022222222222222 0.24666666666666667
0.8766666666666667 0.016666666666666663 0.8944444444444445 0.010000000000000009 0.5944444444444444 0.25
0.8877777777777778 0.01666666666666672 0.8844444444444445 0.0022222222222222365 0.5877777777777777 0.26333333333333336
0.8944444444444444 0.01222222222222219 0.8922222222222222 0.005555555555555536 0.6033333333333334 0.25000000000000006
0.8977777777777778 0.011111111111111072 0.9033333333333333 0.005555555555555536 0.6111111111111112 0.2511111111111111
0.89 0.005555555555555536 0.9088888888888889 0.0044444444444444176 0.6077777777777778 0.24333333333333335
0.8944444444444444 0.0011111111111111183 0.9099999999999999 0.0011111111111111183 0.6277777777777778 0.25222222222222224
0.8911111111111111 0.0022222222222222365 0.9066666666666667 0.0044444444444444176 0.6366666666666667 0.25000000000000006
0.8999999999999999 0.006666666666666654 0.8922222222222222 0.005555555555555536 0.6388888888888888 0.2411111111111111
0.8966666666666667 0.007777777777777828 0.8933333333333333 0.0 0.6444444444444445 0.24222222222222226
0.9044444444444444 0.006666666666666654 0.8911111111111112 0.006666666666666654 0.6466666666666666 0.2422222222222222
0.9022222222222223 0.006666666666666654 0.8955555555555555 0.013333333333333308 0.6388888888888888 0.23888888888888887
0.8911111111111112 0.00888888888888889 0.9011111111111111 0.005555555555555536 0.6333333333333333 0.2488888888888889
0.8911111111111111 0.0022222222222222365 0.9099999999999999 0.003333333333333355 0.6411111111111111 0.24999999999999997
0.8922222222222222 0.003333333333333355 0.9033333333333333 0.007777777777777772 0.6355555555555555 0.2666666666666667
0.8888888888888888 0.0 0.9066666666666666 0.01777777777777778 0.64 0.26666666666666666
0.8966666666666667 0.014444444444444426 0.9133333333333333 0.028888888888888853 0.6366666666666667 0.2633333333333333
0.8944444444444444 0.005555555555555591 0.9122222222222223 0.01222222222222219 0.6422222222222222 0.2577777777777778
0.8944444444444444 0.0011111111111111183 0.9066666666666667 0.011111111111111127 0.6355555555555555 0.26
0.8911111111111111 0.0022222222222222365 0.9122222222222223 0.01222222222222219 0.6366666666666667 0.24333333333333335
0.89 0.007777777777777772 0.8966666666666667 0.0011111111111111183 0.6366666666666667 0.23888888888888887
0.8855555555555555 0.014444444444444482 0.8866666666666667 0.002222222222222181 0.6444444444444444 0.23333333333333334
0.8911111111111112 0.00888888888888889 0.8855555555555555 0.0033333333333332993 0.6555555555555556 0.2288888888888889
0.8955555555555557 0.00888888888888889 0.8833333333333333 0.003333333333333355 0.6655555555555556 0.21222222222222223
