epochs target_catch std_target_catch Catch_v0 Catch_v0_std Catch_v2 Catch_v2_std Catch_v3 Catch_v3_std
32 0.46778 0.0188888888888889 0.40778 0.02 0.43778 0.06 0.25333 0.01
33 0.50222 0.02888888888888888 0.39444 0.02 0.44667 0.05 0.28 0.01
34 0.50667 0.031111111111111117 0.4 0.02 0.47667 0.05 0.29 0.01
35 0.5 0.033333333333333326 0.40222 0.02 0.47 0.06 0.29556 0.0
36 0.49111 0.026666666666666672 0.39667 0.03 0.46556 0.05 0.30778 0.01
37 0.50667 0.02888888888888888 0.41 0.03 0.47778 0.07 0.32111 0.01
38 0.52889 0.04222222222222222 0.41444 0.03 0.48444 0.08 0.30778 0.0
39 0.57 0.04777777777777775 0.42778 0.04 0.49556 0.08 0.30111 0.0
40 0.60889 0.04222222222222222 0.43333 0.04 0.52222 0.08 0.31333 0.01
41 0.63889 0.02999999999999997 0.45444 0.03 0.52667 0.08 0.28889 0.0
42 0.63667 0.003333333333333355 0.45 0.03 0.50667 0.06 0.30667 0.01
43 0.65 0.010000000000000009 0.43333 0.04 0.47333 0.08 0.31333 0.01
44 0.65111 0.022222222222222202 0.43222 0.04 0.47444 0.09 0.32667 0.0
45 0.64222 0.03111111111111109 0.41667 0.05 0.48444 0.11 0.32444 0.02
46 0.62444 0.04666666666666669 0.43667 0.04 0.49778 0.12 0.33667 0.01
47 0.64 0.062222222222222234 0.44778 0.03 0.50222 0.12 0.35667 0.03
48 0.65889 0.043333333333333335 0.45667 0.03 0.51778 0.12 0.34556 0.01
49 0.66556 0.043333333333333335 0.46667 0.03 0.50889 0.13 0.32222 0.01
50 0.70333 0.016666666666666663 0.48111 0.03 0.51667 0.11 0.32 0.03
51 0.70667 0.011111111111111072 0.48444 0.03 0.51778 0.12 0.32778 0.04
52 0.71667 0.010000000000000009 0.45444 0.03 0.52556 0.12 0.32222 0.05
53 0.73111 0.002222222222222181 0.45444 0.03 0.52667 0.13 0.34778 0.08
54 0.75778 0.004444444444444473 0.44444 0.03 0.52444 0.12 0.34333 0.08
55 0.76667 0.01777777777777778 0.42222 0.02 0.51 0.1 0.36333 0.07
56 0.78 0.020000000000000018 0.41556 0.03 0.52667 0.1 0.35667 0.07
57 0.78778 0.010000000000000009 0.42444 0.04 0.54556 0.12 0.36889 0.08
58 0.77556 0.0 0.41333 0.06 0.55889 0.11 0.38 0.08
59 0.77556 0.004444444444444473 0.42333 0.06 0.56778 0.12 0.38444 0.07
60 0.77444 0.003333333333333355 0.43222 0.07 0.55778 0.14 0.39889 0.1
61 0.77444 0.003333333333333355 0.43556 0.06 0.53889 0.14 0.39444 0.08
62 0.78444 0.011111111111111127 0.43111 0.03 0.53111 0.16 0.38778 0.07
63 0.80111 0.0011111111111110628 0.42667 0.02 0.52778 0.15 0.39889 0.09
64 0.81111 0.00666666666666671 0.41778 0.01 0.52444 0.14 0.41 0.09
65 0.81778 0.002222222222222181 0.43444 0.01 0.53333 0.11 0.41444 0.08
66 0.81778 0.002222222222222181 0.42778 0.02 0.51889 0.1 0.42444 0.07
67 0.81889 0.007777777777777772 0.43 0.02 0.5 0.11 0.41222 0.06
68 0.82222 0.00888888888888889 0.42444 0.02 0.49889 0.11 0.39556 0.06
69 0.82444 0.015555555555555545 0.43778 0.03 0.51778 0.1 0.40333 0.07
70 0.83333 0.013333333333333364 0.42444 0.03 0.50667 0.09 0.41222 0.08
71 0.83667 0.0033333333333332993 0.42333 0.03 0.53222 0.08 0.40889 0.11
72 0.82889 0.004444444444444473 0.44111 0.02 0.54444 0.06 0.41778 0.1
73 0.83444 0.014444444444444482 0.44333 0.03 0.51556 0.07 0.40889 0.1
74 0.82778 0.005555555555555591 0.45222 0.02 0.53667 0.09 0.41111 0.1
75 0.83889 0.010000000000000009 0.46889 0.01 0.51333 0.1 0.41333 0.08
76 0.84778 0.01222222222222219 0.44889 0.01 0.52444 0.08 0.42556 0.1
77 0.85556 0.011111111111111127 0.45333 0.01 0.54667 0.07 0.43444 0.08
78 0.87444 0.014444444444444426 0.44 0.0 0.57222 0.07 0.44111 0.09
79 0.88 0.011111111111111072 0.43 0.03 0.59889 0.05 0.42556 0.07
80 0.87444 0.016666666666666663 0.44333 0.03 0.61 0.03 0.42667 0.07
81 0.86778 0.016666666666666663 0.45222 0.02 0.61 0.04 0.42778 0.07
82 0.85889 0.003333333333333355 0.44556 0.02 0.60111 0.08 0.42667 0.08
83 0.86 0.004444444444444473 0.44444 0.02 0.58 0.08 0.42444 0.09
84 0.86778 0.0011111111111111183 0.45444 0.02 0.57333 0.1 0.43111 0.09
85 0.87222 0.018888888888888844 0.44556 0.03 0.57222 0.12 0.44222 0.12
86 0.87889 0.003333333333333355 0.43889 0.04 0.56222 0.11 0.44667 0.14
87 0.88333 0.014444444444444426 0.43667 0.04 0.56889 0.1 0.45556 0.14
88 0.88333 0.014444444444444426 0.44667 0.02 0.56111 0.1 0.45667 0.14
89 0.88111 0.003333333333333355 0.45667 0.01 0.55889 0.13 0.45556 0.15
90 0.87556 0.006666666666666654 0.45778 0.0 0.57222 0.08 0.46333 0.13
91 0.88222 0.013333333333333308 0.45889 0.0 0.56667 0.09 0.45778 0.13
92 0.89111 0.00888888888888889 0.47444 0.01 0.55 0.09 0.45222 0.14
93 0.87889 0.0011111111111111183 0.46111 0.03 0.57111 0.11 0.44667 0.12
94 0.89444 0.003333333333333355 0.45 0.04 0.55556 0.09 0.45889 0.11
95 0.89333 0.00888888888888889 0.44333 0.03 0.56 0.09 0.44444 0.11
96 0.88667 0.011111111111111127 0.43444 0.03 0.57111 0.09 0.43889 0.11
97 0.88222 0.015555555555555545 0.42111 0.02 0.57889 0.09 0.43444 0.13
98 0.88333 0.012222222222222245 0.42333 0.02 0.59778 0.08 0.44556 0.13
99 0.88333 0.0011111111111111183 0.44222 0.01 0.59222 0.09 0.44 0.14
100 0.89333 0.0022222222222222365 0.44222 0.01 0.60444 0.08 0.46556 0.14
101 0.89222 0.0011111111111111183 0.44444 0.02 0.59556 0.09 0.46444 0.13
102 0.90333 0.0033333333333332993 0.46556 0.02 0.58889 0.1 0.47444 0.14
103 0.90444 0.002222222222222181 0.45333 0.01 0.57889 0.11 0.47556 0.18
104 0.90667 0.011111111111111127 0.44667 0.01 0.57889 0.13 0.45778 0.17
105 0.89889 0.014444444444444426 0.42667 0.01 0.57111 0.13 0.45111 0.19
106 0.89222 0.0188888888888889 0.42 0.0 0.57222 0.12 0.44667 0.2
107 0.88111 0.014444444444444426 0.43 0.01 0.57111 0.12 0.45556 0.17
108 0.88667 0.011111111111111127 0.44222 0.01 0.56444 0.12 0.45222 0.16
109 0.88333 0.003333333333333355 0.45444 0.01 0.59889 0.12 0.45778 0.14
110 0.89667 0.0011111111111111183 0.45667 0.0 0.57222 0.12 0.45889 0.15
111 0.90667 0.002222222222222181 0.44556 0.01 0.59333 0.14 0.45444 0.15
112 0.91222 0.0011111111111111183 0.42 0.02 0.61 0.13 0.44778 0.14
113 0.90556 0.0011111111111110628 0.41111 0.01 0.59222 0.13 0.45111 0.14
114 0.90444 0.0044444444444444176 0.4 0.01 0.60111 0.12 0.45111 0.14
115 0.89111 0.0044444444444444176 0.40556 0.01 0.61778 0.12 0.44778 0.13
116 0.88889 0.011111111111111127 0.40889 0.01 0.59444 0.14 0.45111 0.14
117 0.89 0.012222222222222245 0.40889 0.0 0.60556 0.15 0.44778 0.14
118 0.89 0.0188888888888889 0.41556 0.01 0.61667 0.14 0.46667 0.15
119 0.89 0.02111111111111108 0.41 0.01 0.63556 0.16 0.45889 0.14
120 0.89778 0.00888888888888889 0.41111 0.01 0.66444 0.14 0.45333 0.14
121 0.89778 0.0022222222222222365 0.42 0.01 0.67556 0.13 0.47 0.15
122 0.90222 0.0 0.42667 0.02 0.68333 0.13 0.48444 0.16
123 0.90778 0.0011111111111111183 0.41778 0.03 0.67778 0.13 0.47333 0.15
124 0.90111 0.007777777777777772 0.40667 0.03 0.66667 0.12 0.46778 0.14
125 0.90778 0.012222222222222245 0.42667 0.04 0.66778 0.13 0.46556 0.15
126 0.91111 0.00888888888888889 0.42111 0.01 0.67333 0.12 0.45 0.13
127 0.91 0.003333333333333355 0.42333 0.0 0.69111 0.12 0.44 0.12
128 0.91111 0.0022222222222222365 0.43667 0.01 0.71 0.13 0.46444 0.13
129 0.91222 0.003333333333333355 0.43 0.02 0.68333 0.13 0.46778 0.15
130 0.90778 0.0011111111111111183 0.42444 0.02 0.68333 0.15 0.47222 0.14
131 0.89667 0.0011111111111111183 0.42 0.02 0.67556 0.16 0.47667 0.15
132 0.90111 0.005555555555555536 0.41222 0.03 0.65222 0.18 0.47667 0.17
133 0.90444 0.002222222222222181 0.40111 0.03 0.65778 0.17 0.47 0.16
134 0.9 0.011111111111111127 0.37667 0.01 0.64556 0.18 0.46889 0.16
135 0.90333 0.010000000000000009 0.39111 0.01 0.66111 0.16 0.47111 0.16
136 0.90778 0.005555555555555536 0.38778 0.02 0.64667 0.16 0.47222 0.17
137 0.89111 0.00888888888888889 0.39111 0.03 0.64778 0.16 0.46778 0.15
138 0.90222 0.006666666666666654 0.40556 0.01 0.65 0.15 0.45556 0.18
139 0.89778 0.01777777777777778 0.41667 0.02 0.65111 0.15 0.47778 0.17
140 0.90111 0.005555555555555536 0.41222 0.04 0.66444 0.15 0.45111 0.17
141 0.89778 0.0022222222222222365 0.42222 0.04 0.67778 0.16 0.44667 0.16
142 0.9 0.0022222222222222365 0.41222 0.04 0.69 0.17 0.44333 0.18
143 0.90444 0.0044444444444444176 0.41333 0.03 0.69 0.17 0.44444 0.18
144 0.89889 0.0011111111111111183 0.41889 0.02 0.68444 0.19 0.45 0.18
145 0.89778 0.00888888888888889 0.42667 0.02 0.68444 0.21 0.44667 0.18
146 0.90111 0.012222222222222245 0.43667 0.0 0.68556 0.2 0.44667 0.17
147 0.90889 0.011111111111111127 0.42889 0.0 0.68333 0.19 0.43667 0.16
148 0.92222 0.002222222222222181 0.43 0.02 0.68889 0.16 0.43222 0.16
149 0.92 0.0 0.42778 0.02 0.70444 0.13 0.43778 0.15
150 0.91444 0.0011111111111111183 0.41444 0.04 0.7 0.12 0.44111 0.15
151 0.91444 0.003333333333333355 0.41333 0.06 0.68 0.13 0.46333 0.16
152 0.89778 0.0 0.43222 0.06 0.68333 0.13 0.47444 0.15
153 0.88778 0.007777777777777772 0.43667 0.05 0.67667 0.14 0.47778 0.16
154 0.88889 0.00888888888888889 0.43778 0.04 0.66667 0.13 0.48667 0.14
155 0.88111 0.0011111111111111183 0.44556 0.04 0.68667 0.13 0.49556 0.14
156 0.88667 0.006666666666666654 0.43667 0.03 0.70222 0.12 0.49222 0.14
157 0.89667 0.01222222222222219 0.42778 0.02 0.72222 0.12 0.50889 0.14
158 0.89222 0.012222222222222245 0.41889 0.03 0.71556 0.12 0.49889 0.14
159 0.89444 0.007777777777777772 0.40667 0.02 0.71889 0.15 0.5 0.16
160 0.9 0.006666666666666654 0.40778 0.02 0.72 0.15 0.50111 0.15
161 0.89778 0.0022222222222222365 0.40444 0.02 0.71222 0.16 0.49889 0.17
162 0.90222 0.006666666666666654 0.38444 0.03 0.70667 0.14 0.50111 0.18
163 0.91333 0.013333333333333308 0.39667 0.03 0.69889 0.15 0.49 0.17
164 0.91222 0.005555555555555591 0.40111 0.02 0.70444 0.14 0.49111 0.15
165 0.91111 0.004444444444444473 0.38889 0.04 0.69778 0.14 0.49 0.17
166 0.90889 0.0044444444444444176 0.40111 0.03 0.68889 0.15 0.48222 0.14
167 0.90222 0.0044444444444444176 0.42444 0.02 0.67444 0.16 0.47333 0.14
168 0.90111 0.0011111111111111183 0.43 0.02 0.68222 0.13 0.48333 0.15
169 0.89 0.005555555555555536 0.42333 0.02 0.68556 0.14 0.47889 0.16
170 0.89778 0.0022222222222222365 0.42667 0.02 0.68889 0.15 0.49 0.15
171 0.9 0.00888888888888889 0.42667 0.03 0.69222 0.15 0.48222 0.16
172 0.90889 0.0022222222222222365 0.42 0.02 0.69111 0.15 0.48111 0.17
173 0.90556 0.0033333333333332993 0.42444 0.02 0.69778 0.16 0.48444 0.18
174 0.91222 0.0011111111111111183 0.43444 0.02 0.69667 0.15 0.48444 0.18
175 0.91111 0.00888888888888889 0.41333 0.02 0.70333 0.15 0.47222 0.17
176 0.91111 0.004444444444444473 0.39778 0.01 0.69889 0.15 0.47444 0.16
177 0.91444 0.005555555555555591 0.40556 0.01 0.68667 0.14 0.47222 0.15
178 0.91111 0.0022222222222222365 0.40222 0.02 0.70889 0.13 0.48222 0.14
179 0.90778 0.005555555555555536 0.39889 0.02 0.70556 0.11 0.49556 0.16
180 0.90556 0.005555555555555536 0.40111 0.02 0.70667 0.12 0.5 0.14
181 0.90778 0.0033333333333332993 0.41556 0.02 0.71111 0.13 0.47444 0.15
182 0.90444 0.011111111111111127 0.39778 0.02 0.72333 0.13 0.48444 0.16
183 0.90667 0.006666666666666654 0.39 0.0 0.69889 0.14 0.47444 0.16
184 0.90778 0.0033333333333332993 0.40667 0.02 0.70444 0.13 0.46556 0.17
185 0.90556 0.012222222222222245 0.40111 0.02 0.7 0.13 0.48111 0.19
186 0.90889 0.00888888888888889 0.40222 0.02 0.70222 0.13 0.48778 0.19
187 0.90778 0.016666666666666663 0.41111 0.03 0.70111 0.12 0.49111 0.2
188 0.90667 0.011111111111111127 0.40222 0.04 0.70556 0.11 0.48778 0.19
189 0.90778 0.014444444444444482 0.41222 0.03 0.70667 0.11 0.49222 0.18
190 0.90667 0.013333333333333364 0.40778 0.04 0.71667 0.12 0.48444 0.16
191 0.89556 0.022222222222222254 0.40556 0.03 0.69111 0.13 0.50111 0.17
192 0.89556 0.022222222222222254 0.38222 0.02 0.67778 0.16 0.47667 0.17
193 0.89778 0.01777777777777778 0.39889 0.0 0.66778 0.17 0.48667 0.19
194 0.89444 0.01222222222222219 0.40667 0.01 0.65444 0.19 0.47556 0.17
195 0.89556 0.00666666666666671 0.41222 0.02 0.66111 0.19 0.45556 0.17
196 0.89333 0.004444444444444473 0.42333 0.03 0.68111 0.19 0.44667 0.16
197 0.89111 0.0 0.42444 0.04 0.68667 0.18 0.43778 0.16
198 0.89444 0.005555555555555591 0.42333 0.03 0.69889 0.18 0.44222 0.14
199 0.88889 0.0044444444444444176 0.42111 0.01 0.69889 0.16 0.45556 0.16
200 0.91 0.003333333333333355 0.41222 0.02 0.68889 0.17 0.46778 0.16
201 0.91 0.010000000000000009 0.41111 0.01 0.69556 0.16 0.48111 0.14
202 0.90444 0.00888888888888889 0.41222 0.02 0.68778 0.17 0.47444 0.13
203 0.89667 0.009999999999999953 0.40556 0.04 0.69333 0.18 0.47556 0.15
204 0.9 0.006666666666666654 0.38667 0.05 0.69333 0.17 0.46556 0.13
205 0.89333 0.013333333333333308 0.39889 0.04 0.69444 0.15 0.46444 0.14
206 0.89 0.016666666666666663 0.40556 0.03 0.69778 0.12 0.48111 0.16
207 0.90111 0.014444444444444426 0.40778 0.03 0.69222 0.13 0.49444 0.16
208 0.89889 0.016666666666666663 0.40111 0.03 0.67444 0.13 0.50778 0.16
209 0.88667 0.006666666666666654 0.38333 0.03 0.66111 0.16 0.50444 0.16
210 0.89222 0.005555555555555536 0.39444 0.03 0.67222 0.16 0.50667 0.18
211 0.88556 0.0033333333333332993 0.37889 0.03 0.69444 0.17 0.50889 0.17
212 0.87667 0.0011111111111111183 0.38333 0.02 0.70667 0.16 0.50333 0.18
213 0.87 0.0033333333333332993 0.41 0.02 0.71333 0.16 0.49778 0.18
214 0.87111 0.011111111111111127 0.41778 0.01 0.71778 0.16 0.49111 0.18
215 0.87111 0.0044444444444444176 0.43111 0.01 0.69889 0.14 0.48111 0.16
216 0.87444 0.014444444444444426 0.42889 0.01 0.68444 0.14 0.48222 0.17
217 0.87778 0.013333333333333308 0.45 0.01 0.68778 0.13 0.46444 0.15
218 0.89 0.010000000000000009 0.42222 0.02 0.67222 0.14 0.46667 0.15
219 0.89444 0.01222222222222219 0.4 0.03 0.67889 0.14 0.46778 0.17
220 0.88444 0.006666666666666654 0.39889 0.02 0.66556 0.16 0.48 0.18
221 0.88667 0.002222222222222181 0.38444 0.03 0.66 0.17 0.49 0.19
222 0.88 0.00888888888888889 0.36222 0.03 0.65778 0.16 0.49111 0.18
223 0.87667 0.016666666666666663 0.37778 0.02 0.64222 0.17 0.52111 0.17
224 0.88778 0.01666666666666672 0.39222 0.03 0.63222 0.17 0.53111 0.18
225 0.89444 0.01222222222222219 0.4 0.01 0.64778 0.15 0.52 0.18
226 0.89778 0.011111111111111072 0.42 0.02 0.63333 0.14 0.50111 0.17
227 0.89 0.005555555555555536 0.42 0.01 0.64556 0.12 0.51444 0.18
228 0.89444 0.0011111111111111183 0.42 0.02 0.64333 0.12 0.51 0.18
229 0.89111 0.0022222222222222365 0.41444 0.01 0.65 0.12 0.51778 0.16
230 0.9 0.006666666666666654 0.41 0.04 0.64222 0.12 0.49889 0.17
231 0.89667 0.007777777777777828 0.41333 0.05 0.66333 0.13 0.50222 0.17
232 0.90444 0.006666666666666654 0.39889 0.06 0.68444 0.13 0.50111 0.18
233 0.90222 0.006666666666666654 0.40222 0.05 0.70333 0.11 0.50778 0.19
234 0.89111 0.00888888888888889 0.39333 0.04 0.72556 0.11 0.51222 0.21
235 0.89111 0.0022222222222222365 0.38444 0.03 0.71889 0.13 0.51444 0.21
236 0.89222 0.003333333333333355 0.39333 0.04 0.71 0.13 0.52889 0.2
237 0.88889 0.0 0.39889 0.03 0.68889 0.15 0.52111 0.19
238 0.89667 0.014444444444444426 0.40778 0.03 0.69111 0.17 0.51778 0.19
239 0.89444 0.005555555555555591 0.39333 0.03 0.69556 0.18 0.52333 0.18
240 0.89444 0.0011111111111111183 0.38667 0.02 0.69444 0.19 0.50778 0.18
241 0.89111 0.0022222222222222365 0.38111 0.02 0.71111 0.18 0.51111 0.19
242 0.89 0.007777777777777772 0.38222 0.03 0.70222 0.18 0.51889 0.18
243 0.88556 0.014444444444444482 0.37 0.03 0.70556 0.17 0.50556 0.17
244 0.89111 0.00888888888888889 0.35222 0.03 0.68556 0.16 0.50556 0.19
245 0.89556 0.00888888888888889 0.37222 0.05 0.70111 0.14 0.52111 0.2
