epochs baseline std_baseline only_head std_only_head self_transfer_full_fine_tuning std_self_transfer_full_fine_tuning
0 0.2311111111111111 0.015555555555555559 0.3522222222222222 0.08555555555555555 0.33666666666666667 0.05444444444444446
1 0.2311111111111111 0.011111111111111113 0.45666666666666667 0.08555555555555558 0.3155555555555556 0.022222222222222227
2 0.25222222222222224 0.01444444444444444 0.5766666666666667 0.07444444444444442 0.31000000000000005 0.03
3 0.2566666666666667 0.014444444444444454 0.7233333333333334 0.0633333333333333 0.32222222222222224 0.07555555555555556
4 0.24444444444444446 0.006666666666666668 0.8588888888888889 0.043333333333333335 0.34777777777777774 0.09666666666666665
5 0.24888888888888888 0.01777777777777778 0.9133333333333333 0.028888888888888853 0.3655555555555555 0.07888888888888887
6 0.2377777777777778 0.02444444444444445 0.9511111111111111 0.013333333333333308 0.38555555555555554 0.07
7 0.23222222222222222 0.030000000000000013 0.9666666666666667 0.013333333333333308 0.37777777777777777 0.07333333333333333
8 0.2588888888888889 0.03222222222222222 0.9666666666666667 0.013333333333333308 0.39666666666666667 0.07222222222222224
9 0.27 0.010000000000000009 0.9688888888888889 0.015555555555555545 0.4066666666666667 0.07111111111111112
10 0.27666666666666667 0.003333333333333355 0.9633333333333334 0.016666666666666663 0.4355555555555556 0.06888888888888892
11 0.2833333333333333 0.010000000000000009 0.9655555555555555 0.014444444444444426 0.4522222222222222 0.041111111111111126
12 0.2788888888888889 0.007777777777777772 0.9633333333333334 0.01222222222222219 0.4822222222222222 0.020000000000000018
13 0.27222222222222225 0.0011111111111110905 0.971111111111111 0.006666666666666654 0.4788888888888889 0.014444444444444454
14 0.27555555555555555 0.00888888888888889 0.9744444444444444 0.012222222222222245 0.4588888888888889 0.007777777777777772
15 0.2833333333333333 0.016666666666666663 0.9766666666666667 0.0033333333333332993 0.48444444444444446 0.01777777777777778
16 0.28555555555555556 0.016666666666666663 0.9777777777777777 0.0022222222222222365 0.4766666666666667 0.0188888888888889
17 0.2911111111111111 0.013333333333333336 0.9766666666666667 0.005555555555555536 0.5044444444444445 0.02888888888888888
18 0.2733333333333333 0.0 0.9755555555555555 0.006666666666666654 0.5277777777777778 0.014444444444444482
19 0.2877777777777778 0.009999999999999981 0.9688888888888889 0.013333333333333308 0.5522222222222222 0.0011111111111111183
20 0.28222222222222226 0.031111111111111117 0.9722222222222222 0.005555555555555536 0.5755555555555556 0.022222222222222202
21 0.2833333333333333 0.02111111111111111 0.9744444444444444 0.0033333333333332993 0.6177777777777778 0.033333333333333326
22 0.28888888888888886 0.017777777777777753 0.9788888888888889 0.0011111111111111183 0.6244444444444445 0.04888888888888887
23 0.27444444444444444 0.0188888888888889 0.981111111111111 0.005555555555555591 0.6277777777777778 0.052222222222222225
24 0.28222222222222226 0.004444444444444445 0.9777777777777777 0.0022222222222222365 0.63 0.050000000000000044
