epochs baseline std_baseline only_head std_only_head self_transfer_full_fine_tuning std_self_transfer_full_fine_tuning hybrid_self_transfer std_hybrid_self_transfer
0 0.2311111111111111 0.015555555555555559 0.3522222222222222 0.08555555555555555 0.33666666666666667 0.05444444444444446 0.2311111111111111 0.006666666666666668
1 0.2311111111111111 0.011111111111111113 0.45666666666666667 0.08555555555555558 0.3155555555555556 0.022222222222222227 0.25 0.030000000000000013
2 0.25222222222222224 0.01444444444444444 0.5766666666666667 0.07444444444444442 0.31000000000000005 0.03 0.2866666666666667 0.04444444444444445
3 0.2566666666666667 0.014444444444444454 0.7233333333333334 0.0633333333333333 0.32222222222222224 0.07555555555555556 0.3211111111111111 0.06555555555555556
4 0.24444444444444446 0.006666666666666668 0.8588888888888889 0.043333333333333335 0.34777777777777774 0.09666666666666665 0.33999999999999997 0.05555555555555555
5 0.24888888888888888 0.01777777777777778 0.9133333333333333 0.028888888888888853 0.3655555555555555 0.07888888888888887 0.3711111111111111 0.06
6 0.2377777777777778 0.02444444444444445 0.9511111111111111 0.013333333333333308 0.38555555555555554 0.07 0.37666666666666665 0.05888888888888888
7 0.23222222222222222 0.030000000000000013 0.9666666666666667 0.013333333333333308 0.37777777777777777 0.07333333333333333 0.3766666666666667 0.054444444444444434
8 0.2588888888888889 0.03222222222222222 0.9666666666666667 0.013333333333333308 0.39666666666666667 0.07222222222222224 0.3977777777777778 0.053333333333333344
9 0.27 0.010000000000000009 0.9688888888888889 0.015555555555555545 0.4066666666666667 0.07111111111111112 0.4166666666666667 0.061111111111111116
10 0.27666666666666667 0.003333333333333355 0.9633333333333334 0.016666666666666663 0.4355555555555556 0.06888888888888892 0.43333333333333335 0.06
11 0.2833333333333333 0.010000000000000009 0.9655555555555555 0.014444444444444426 0.4522222222222222 0.041111111111111126 0.45666666666666667 0.043333333333333335
12 0.2788888888888889 0.007777777777777772 0.9633333333333334 0.01222222222222219 0.4822222222222222 0.020000000000000018 0.4944444444444444 0.04999999999999999
13 0.27222222222222225 0.0011111111111110905 0.971111111111111 0.006666666666666654 0.4788888888888889 0.014444444444444454 0.518888888888889 0.034444444444444444
14 0.27555555555555555 0.00888888888888889 0.9744444444444444 0.012222222222222245 0.4588888888888889 0.007777777777777772 0.53 0.030000000000000027
15 0.2833333333333333 0.016666666666666663 0.9766666666666667 0.0033333333333332993 0.48444444444444446 0.01777777777777778 0.5266666666666667 0.033333333333333354
16 0.28555555555555556 0.016666666666666663 0.9777777777777777 0.0022222222222222365 0.4766666666666667 0.0188888888888889 0.5477777777777778 0.02777777777777779
17 0.2911111111111111 0.013333333333333336 0.9766666666666667 0.005555555555555536 0.5044444444444445 0.02888888888888888 0.5544444444444445 0.01222222222222219
18 0.2733333333333333 0.0 0.9755555555555555 0.006666666666666654 0.5277777777777778 0.014444444444444482 0.5644444444444445 0.006666666666666654
19 0.2877777777777778 0.009999999999999981 0.9688888888888889 0.013333333333333308 0.5522222222222222 0.0011111111111111183 0.5777777777777777 0.0
20 0.28222222222222226 0.031111111111111117 0.9722222222222222 0.005555555555555536 0.5755555555555556 0.022222222222222202 0.6011111111111112 0.014444444444444426
21 0.2833333333333333 0.02111111111111111 0.9744444444444444 0.0033333333333332993 0.6177777777777778 0.033333333333333326 0.6366666666666667 0.0188888888888889
22 0.28888888888888886 0.017777777777777753 0.9788888888888889 0.0011111111111111183 0.6244444444444445 0.04888888888888887 0.6577777777777778 0.022222222222222254
23 0.27444444444444444 0.0188888888888889 0.981111111111111 0.005555555555555591 0.6277777777777778 0.052222222222222225 0.6655555555555556 0.023333333333333317
24 0.28222222222222226 0.004444444444444445 0.9777777777777777 0.0022222222222222365 0.63 0.050000000000000044 0.6477777777777778 0.0411111111111111
25 0.2777777777777778 0.006666666666666654 0.9777777777777777 0.0022222222222222365 0.6322222222222222 0.04555555555555557 0.65 0.02777777777777779
26 0.28555555555555556 0.003333333333333327 0.9733333333333334 0.002222222222222181 0.6444444444444444 0.04888888888888893 0.6522222222222223 0.02999999999999997
27 0.2688888888888889 0.0022222222222222365 0.97 0.0011111111111111183 0.6799999999999999 0.062222222222222234 0.6655555555555556 0.03888888888888886
28 0.28888888888888886 0.008888888888888863 0.9677777777777778 0.0011111111111111183 0.7166666666666667 0.06555555555555559 0.6955555555555556 0.033333333333333326
29 0.2833333333333333 0.016666666666666663 0.9688888888888889 0.0022222222222222365 0.7255555555555555 0.08555555555555555 0.7233333333333334 0.025555555555555554
30 0.2877777777777778 0.007777777777777772 0.9711111111111111 0.0 0.7322222222222222 0.07444444444444442 0.7422222222222221 0.026666666666666672
31 0.29222222222222227 0.02111111111111111 0.9755555555555555 0.0044444444444444176 0.7355555555555555 0.06 0.74 0.026666666666666672
32 0.2877777777777778 0.025555555555555554 0.9733333333333334 0.0 0.721111111111111 0.03888888888888892 0.75 0.043333333333333335
33 0.27888888888888885 0.014444444444444454 0.9744444444444444 0.0011111111111110628 0.7188888888888889 0.023333333333333317 0.73 0.0411111111111111
34 0.2733333333333333 0.01999999999999999 0.9711111111111111 0.0 0.7233333333333334 0.01222222222222219 0.7322222222222222 0.02777777777777779
35 0.27222222222222225 0.003333333333333327 0.9666666666666667 0.0022222222222222365 0.7333333333333334 0.013333333333333364 0.7377777777777778 0.004444444444444473
36 0.28 0.011111111111111101 0.9677777777777778 0.003333333333333355 0.7477777777777778 0.010000000000000009 0.7366666666666667 0.010000000000000009
37 0.29 0.0011111111111111183 0.9677777777777777 0.007777777777777772 0.7533333333333334 0.022222222222222202 0.7488888888888889 0.01777777777777778
38 0.30333333333333334 0.003333333333333327 0.9744444444444444 0.0011111111111110628 0.7666666666666666 0.024444444444444435 0.7777777777777778 0.0022222222222222365
39 0.31 0.007777777777777772 0.97 0.0011111111111111183 0.7611111111111111 0.03888888888888892 0.7888888888888889 0.01777777777777778
40 0.3155555555555556 0.004444444444444445 0.9722222222222223 0.0011111111111111183 0.7644444444444445 0.031111111111111145 0.8055555555555556 0.034444444444444444
41 0.32555555555555554 0.0011111111111111183 0.9711111111111111 0.0022222222222222365 0.7488888888888889 0.026666666666666672 0.8133333333333332 0.04222222222222222
42 0.31999999999999995 0.022222222222222227 0.9644444444444444 0.0022222222222222365 0.7511111111111111 0.04222222222222222 0.8233333333333333 0.03222222222222221
43 0.3244444444444444 0.031111111111111117 0.97 0.003333333333333355 0.75 0.025555555555555554 0.8333333333333333 0.026666666666666672
44 0.3111111111111111 0.024444444444444435 0.9677777777777778 0.005555555555555591 0.73 0.030000000000000027 0.8377777777777777 0.013333333333333364
45 0.2977777777777778 0.033333333333333354 0.9666666666666667 0.0022222222222222365 0.7444444444444445 0.04222222222222222 0.8377777777777777 0.011111111111111127
46 0.28888888888888886 0.024444444444444467 0.97 0.0011111111111111183 0.74 0.05555555555555558 0.8511111111111112 0.00888888888888889
47 0.30333333333333334 0.023333333333333317 0.9688888888888889 0.0022222222222222365 0.7633333333333333 0.03888888888888886 0.8400000000000001 0.011111111111111127
48 0.30000000000000004 0.022222222222222227 0.971111111111111 0.0044444444444444176 0.7644444444444445 0.031111111111111145 0.8333333333333333 0.013333333333333364
49 0.29555555555555557 0.01999999999999999 0.9733333333333334 0.0044444444444444176 0.7733333333333334 0.024444444444444435 0.8366666666666667 0.03222222222222226
50 0.30222222222222217 0.013333333333333336 0.9722222222222222 0.0033333333333332993 0.7911111111111111 0.01777777777777778 0.8288888888888889 0.03555555555555556
51 0.30333333333333334 0.014444444444444454 0.97 0.005555555555555536 0.7866666666666666 0.00888888888888889 0.8488888888888888 0.04444444444444445
52 0.31666666666666665 0.007777777777777772 0.9688888888888889 0.00888888888888889 0.7777777777777778 0.020000000000000018 0.8533333333333333 0.04222222222222222
53 0.33111111111111113 0.0 0.9677777777777778 0.01222222222222219 0.7855555555555556 0.03222222222222226 0.8677777777777778 0.025555555555555554
54 0.33666666666666667 0.025555555555555554 0.9644444444444444 0.013333333333333308 0.7811111111111111 0.023333333333333317 0.87 0.025555555555555554
55 0.3288888888888889 0.022222222222222227 0.9677777777777777 0.007777777777777772 0.7822222222222222 0.02888888888888891 0.8733333333333333 0.024444444444444435
56 0.33111111111111113 0.006666666666666682 0.9666666666666667 0.0022222222222222365 0.7933333333333333 0.020000000000000018 0.8644444444444445 0.01777777777777778
57 0.3244444444444444 0.006666666666666682 0.97 0.0011111111111111183 0.7944444444444445 0.0188888888888889 0.8722222222222222 0.018888888888888844
58 0.32666666666666666 0.015555555555555545 0.9722222222222222 0.005555555555555536 0.7855555555555556 0.014444444444444482 0.8755555555555556 0.024444444444444435
59 0.32333333333333336 0.023333333333333345 0.9633333333333334 0.005555555555555591 0.7644444444444445 0.015555555555555545 0.8766666666666667 0.023333333333333317
60 0.3144444444444444 0.032222222222222235 0.97 0.005555555555555536 0.7488888888888889 0.013333333333333364 0.8888888888888888 0.024444444444444435
61 0.3111111111111111 0.0377777777777778 0.9688888888888889 0.00888888888888889 0.7522222222222221 0.0011111111111111183 0.8877777777777778 0.03222222222222226
62 0.3155555555555556 0.031111111111111117 0.9677777777777778 0.01222222222222219 0.7388888888888889 0.010000000000000009 0.8866666666666667 0.037777777777777743
63 0.32666666666666666 0.04444444444444445 0.971111111111111 0.011111111111111127 0.7444444444444445 0.013333333333333308 0.8822222222222222 0.04444444444444445
64 0.3388888888888889 0.045555555555555544 0.9722222222222222 0.007777777777777772 0.7566666666666666 0.01222222222222219 0.8766666666666667 0.052222222222222225
65 0.33111111111111113 0.033333333333333354 0.9666666666666666 0.00888888888888889 0.77 0.016666666666666663 0.8722222222222222 0.050000000000000044
66 0.33333333333333337 0.01999999999999999 0.97 0.007777777777777772 0.7633333333333334 0.021111111111111136 0.8666666666666667 0.05111111111111111
67 0.3222222222222222 0.015555555555555572 0.9722222222222223 0.0011111111111111183 0.7677777777777778 0.0033333333333332993 0.8722222222222222 0.0411111111111111
68 0.3155555555555556 0.011111111111111101 0.9722222222222223 0.0011111111111111183 0.7533333333333333 0.015555555555555545 0.8722222222222222 0.043333333333333335
69 0.32666666666666666 0.01777777777777778 0.9677777777777778 0.005555555555555591 0.7511111111111111 0.026666666666666672 0.8677777777777778 0.05888888888888888
70 0.3388888888888889 0.04777777777777778 0.971111111111111 0.006666666666666654 0.74 0.033333333333333326 0.8811111111111111 0.061111111111111116
71 0.35777777777777775 0.053333333333333316 0.9655555555555555 0.005555555555555591 0.741111111111111 0.02999999999999997 0.8733333333333333 0.06888888888888889
72 0.3566666666666667 0.061111111111111116 0.9677777777777778 0.0011111111111111183 0.7611111111111111 0.0411111111111111 0.8777777777777778 0.07111111111111112
73 0.3622222222222222 0.05555555555555558 0.9766666666666667 0.0033333333333332993 0.7577777777777778 0.033333333333333326 0.8833333333333333 0.06333333333333335
74 0.35444444444444445 0.043333333333333335 0.9766666666666667 0.0033333333333332993 0.758888888888889 0.041111111111111154 0.8666666666666667 0.062222222222222234
75 0.34444444444444444 0.04444444444444445 0.9777777777777779 0.006666666666666654 0.7655555555555555 0.052222222222222225 0.8677777777777778 0.061111111111111116
76 0.3477777777777778 0.034444444444444444 0.98 0.004444444444444473 0.7666666666666666 0.05111111111111116 0.8622222222222222 0.06444444444444442
77 0.36777777777777776 0.023333333333333345 0.9833333333333334 0.003333333333333355 0.7733333333333333 0.046666666666666634 0.8722222222222222 0.06777777777777777
78 0.37 0.02111111111111111 0.9844444444444445 0.0 0.7822222222222223 0.03555555555555556 0.8755555555555555 0.06444444444444442
79 0.3844444444444445 0.013333333333333336 0.9888888888888889 0.0022222222222222365 0.7922222222222222 0.027777777777777735 0.8877777777777778 0.061111111111111116
80 0.40555555555555556 0.0188888888888889 0.9866666666666667 0.004444444444444473 0.79 0.025555555555555554 0.89 0.06333333333333335
81 0.4077777777777778 0.012222222222222218 0.9866666666666667 0.004444444444444473 0.7911111111111111 0.033333333333333326 0.8899999999999999 0.052222222222222225
82 0.40222222222222226 0.013333333333333336 0.9822222222222222 0.011111111111111072 0.7933333333333333 0.03555555555555556 0.8933333333333333 0.04888888888888887
83 0.39888888888888885 0.032222222222222235 0.9788888888888889 0.007777777777777772 0.7944444444444445 0.03666666666666668 0.8766666666666667 0.05888888888888888
84 0.38555555555555554 0.04777777777777778 0.9744444444444444 0.005555555555555536 0.8066666666666666 0.022222222222222202 0.8711111111111112 0.04666666666666669
85 0.3833333333333333 0.0522222222222222 0.97 0.003333333333333355 0.8066666666666666 0.020000000000000018 0.8611111111111112 0.052222222222222225
86 0.4 0.0711111111111111 0.9677777777777778 0.005555555555555591 0.8144444444444445 0.014444444444444426 0.8622222222222222 0.0444444444444444
87 0.3933333333333333 0.05555555555555555 0.9677777777777778 0.005555555555555591 0.8133333333333334 0.015555555555555545 0.8722222222222222 0.0411111111111111
88 0.39111111111111113 0.03555555555555556 0.9677777777777778 0.005555555555555591 0.8222222222222222 0.020000000000000018 0.8755555555555555 0.0377777777777778
89 0.4111111111111111 0.02888888888888888 0.9733333333333334 0.011111111111111127 0.8255555555555556 0.023333333333333373 0.8766666666666667 0.05444444444444446
90 0.40555555555555556 0.03222222222222221 0.9788888888888889 0.007777777777777772 0.8422222222222222 0.022222222222222254 0.8755555555555555 0.06888888888888889
91 0.41666666666666663 0.045555555555555544 0.98 0.0022222222222222365 0.8411111111111111 0.02777777777777779 0.8633333333333333 0.07888888888888884
92 0.4344444444444444 0.05888888888888891 0.9777777777777777 0.0 0.8522222222222222 0.010000000000000009 0.8633333333333333 0.08555555555555555
93 0.45222222222222225 0.07222222222222224 0.9755555555555555 0.002222222222222181 0.8477777777777777 0.0011111111111111183 0.8677777777777778 0.07666666666666666
94 0.45111111111111113 0.07111111111111112 0.971111111111111 0.00888888888888889 0.85 0.007777777777777772 0.8755555555555555 0.06888888888888889
95 0.48 0.06666666666666665 0.9733333333333334 0.0044444444444444176 0.8455555555555556 0.007777777777777828 0.8777777777777778 0.06
96 0.48888888888888893 0.06444444444444444 0.9722222222222222 0.0033333333333332993 0.8488888888888889 0.013333333333333308 0.8811111111111112 0.06555555555555553
97 0.48444444444444446 0.05555555555555558 0.97 0.005555555555555536 0.8555555555555556 0.00888888888888889 0.8733333333333333 0.06
98 0.48777777777777775 0.06555555555555556 0.9755555555555555 0.002222222222222181 0.8622222222222222 0.013333333333333308 0.8722222222222222 0.052222222222222225
99 0.4788888888888889 0.05666666666666667 0.9733333333333334 0.0044444444444444176 0.8622222222222222 0.011111111111111072 0.8588888888888888 0.052222222222222225
100 0.4655555555555556 0.05666666666666667 0.9722222222222222 0.005555555555555536 0.8588888888888889 0.02777777777777779 0.8555555555555556 0.055555555555555525
101 0.4755555555555555 0.06888888888888886 0.9722222222222222 0.010000000000000009 0.8511111111111112 0.04222222222222222 0.8522222222222222 0.05888888888888888
102 0.4733333333333333 0.0711111111111111 0.9755555555555555 0.0044444444444444176 0.8477777777777777 0.05444444444444446 0.8622222222222222 0.06888888888888889
103 0.47888888888888886 0.08333333333333331 0.9766666666666667 0.005555555555555536 0.8455555555555556 0.052222222222222225 0.87 0.06999999999999995
104 0.47888888888888886 0.08555555555555555 0.9744444444444444 0.0011111111111110628 0.8555555555555555 0.05111111111111111 0.86 0.07111111111111112
105 0.4788888888888889 0.07222222222222222 0.9777777777777777 0.0 0.8544444444444443 0.052222222222222225 0.8644444444444445 0.07111111111111112
106 0.4988888888888889 0.06777777777777777 0.98 0.004444444444444473 0.8522222222222222 0.05666666666666664 0.8611111111111112 0.061111111111111116
107 0.49777777777777776 0.07555555555555557 0.9755555555555555 0.002222222222222181 0.8522222222222222 0.052222222222222225 0.8566666666666667 0.052222222222222225
108 0.5077777777777778 0.0677777777777778 0.9755555555555555 0.002222222222222181 0.8544444444444445 0.061111111111111116 0.8644444444444445 0.053333333333333344
109 0.5177777777777778 0.07333333333333336 0.9788888888888889 0.003333333333333355 0.8566666666666667 0.07666666666666666 0.86 0.05555555555555558
110 0.5077777777777778 0.09666666666666668 0.98 0.0022222222222222365 0.8666666666666667 0.07777777777777778 0.8588888888888889 0.061111111111111116
111 0.4955555555555555 0.08666666666666664 0.9788888888888889 0.003333333333333355 0.8766666666666667 0.07222222222222224 0.8522222222222222 0.06777777777777777
112 0.4922222222222222 0.08111111111111113 0.98 0.004444444444444473 0.8888888888888888 0.0733333333333333 0.8488888888888889 0.07333333333333336
113 0.4911111111111111 0.0733333333333333 0.9822222222222222 0.004444444444444473 0.8855555555555555 0.07222222222222219 0.84 0.08444444444444443
114 0.528888888888889 0.062222222222222234 0.98 0.0022222222222222365 0.8911111111111112 0.06 0.8533333333333333 0.07111111111111107
115 0.5455555555555556 0.08111111111111113 0.98 0.004444444444444473 0.8877777777777778 0.05888888888888888 0.8533333333333333 0.06444444444444447
116 0.5522222222222222 0.09666666666666665 0.9788888888888889 0.012222222222222245 0.8733333333333333 0.06666666666666665 0.8566666666666667 0.07222222222222219
117 0.5577777777777777 0.09333333333333332 0.9777777777777779 0.011111111111111127 0.8677777777777778 0.061111111111111116 0.8488888888888888 0.07777777777777778
118 0.5611111111111111 0.11444444444444446 0.9777777777777779 0.006666666666666654 0.8644444444444443 0.06 0.8533333333333333 0.07555555555555554
119 0.5533333333333333 0.10222222222222221 0.9788888888888889 0.003333333333333355 0.8722222222222222 0.061111111111111116 0.85 0.08111111111111113
120 0.54 0.0866666666666667 0.9711111111111111 0.0 0.8688888888888888 0.06444444444444447 0.8522222222222222 0.08111111111111113
121 0.5466666666666666 0.08666666666666664 0.9744444444444444 0.0011111111111110628 0.8644444444444445 0.06444444444444442 0.8577777777777778 0.07777777777777778
